"scenario","type_of_poll","date","pollster","geography","sample_size","party","value"
"E","state",2024-04-28,"Synapse Strategies","Neuronia",1000,"PDAL",87
"E","state",2024-04-28,"Synapse Strategies","Neuronia",1000,"SSP",606
"E","state",2024-04-30,"Cobolite Coalition Calling","Infinitron Peninsula",2000,"CC",886
"E","state",2024-04-30,"Cobolite Coalition Calling","Infinitron Peninsula",2000,"DGM",595
"E","state",2024-04-30,"Cobolite Coalition Calling","Infinitron Peninsula",2000,"PDAL",519
"E","state",2024-04-30,"Cobolite Coalition Calling","Infinitron Peninsula",2000,"SSP",0
"E","state",2024-04-30,"No Province Left Behind","Binaryshire",500,"CC",424
"E","state",2024-04-30,"No Province Left Behind","Binaryshire",500,"DGM",23
"E","state",2024-04-30,"No Province Left Behind","Binaryshire",500,"PDAL",54
"E","state",2024-04-30,"No Province Left Behind","Binaryshire",500,"SSP",0
"E","state",2024-05-01,"Proudly Paid For Polling","Binaryshire",1000,"CC",803
"E","state",2024-05-01,"Proudly Paid For Polling","Binaryshire",1000,"DGM",19
"E","state",2024-05-01,"Proudly Paid For Polling","Binaryshire",1000,"PDAL",178
"E","state",2024-05-01,"Proudly Paid For Polling","Binaryshire",1000,"SSP",0
"E","state",2024-05-01,"Proudly Paid For Polling","Cerebrica",1000,"CC",168
"E","state",2024-05-01,"Proudly Paid For Polling","Cerebrica",1000,"DGM",533
"E","state",2024-05-01,"Proudly Paid For Polling","Cerebrica",1000,"PDAL",245
"E","state",2024-05-01,"Proudly Paid For Polling","Cerebrica",1000,"SSP",54
"E","state",2024-05-01,"No Province Left Behind","Quantumridge",500,"CC",75
"E","state",2024-05-01,"No Province Left Behind","Quantumridge",500,"DGM",196
"E","state",2024-05-01,"No Province Left Behind","Quantumridge",500,"PDAL",229
"E","state",2024-05-01,"No Province Left Behind","Quantumridge",500,"SSP",0
"E","state",2024-05-01,"Cobolite Coalition Calling","Quantumridge",2000,"CC",507
"E","state",2024-05-01,"Cobolite Coalition Calling","Quantumridge",2000,"DGM",756
"E","state",2024-05-01,"Cobolite Coalition Calling","Quantumridge",2000,"PDAL",737
"E","state",2024-05-01,"Cobolite Coalition Calling","Quantumridge",2000,"SSP",0
"E","state",2024-05-02,"Dataland Register-Gazette","Cortexia",1500,"CC",169
"E","state",2024-05-02,"Dataland Register-Gazette","Cortexia",1500,"DGM",597
"E","state",2024-05-02,"Dataland Register-Gazette","Cortexia",1500,"PDAL",429
"E","state",2024-05-02,"Dataland Register-Gazette","Cortexia",1500,"SSP",304
"E","state",2024-05-03,"Metaflux University","Byteforge Domain",1500,"CC",567
"E","state",2024-05-03,"Metaflux University","Byteforge Domain",1500,"DGM",216
"E","state",2024-05-03,"Metaflux University","Byteforge Domain",1500,"PDAL",716
"E","state",2024-05-03,"Metaflux University","Byteforge Domain",1500,"SSP",0
"E","state",2024-05-05,"Proudly Paid For Polling","Infoglen",1000,"CC",221
"E","state",2024-05-05,"Proudly Paid For Polling","Infoglen",1000,"DGM",521
"E","state",2024-05-05,"Proudly Paid For Polling","Infoglen",1000,"PDAL",258
"E","state",2024-05-05,"Proudly Paid For Polling","Infoglen",1000,"SSP",0
"E","state",2024-05-05,"Cobolite Coalition Calling","Quantumridge",2000,"CC",506
"E","state",2024-05-05,"Cobolite Coalition Calling","Quantumridge",2000,"DGM",776
"E","state",2024-05-05,"Cobolite Coalition Calling","Quantumridge",2000,"PDAL",717
"E","state",2024-05-05,"Cobolite Coalition Calling","Quantumridge",2000,"SSP",0
"E","state",2024-05-05,"No Province Left Behind","Binaryshire",500,"CC",409
"E","state",2024-05-05,"No Province Left Behind","Binaryshire",500,"DGM",14
"E","state",2024-05-05,"No Province Left Behind","Binaryshire",500,"PDAL",76
"E","state",2024-05-05,"No Province Left Behind","Binaryshire",500,"SSP",0
"E","state",2024-05-05,"Dataland Register-Gazette","Cerebrica",1500,"CC",313
"E","state",2024-05-05,"Dataland Register-Gazette","Cerebrica",1500,"DGM",703
"E","state",2024-05-05,"Dataland Register-Gazette","Cerebrica",1500,"PDAL",401
"E","state",2024-05-05,"Dataland Register-Gazette","Cerebrica",1500,"SSP",84
"E","state",2024-05-06,"Metaflux University","Infinitron Peninsula",1500,"CC",624
"E","state",2024-05-06,"Metaflux University","Infinitron Peninsula",1500,"DGM",612
"E","state",2024-05-06,"Metaflux University","Infinitron Peninsula",1500,"PDAL",265
"E","state",2024-05-06,"Metaflux University","Infinitron Peninsula",1500,"SSP",0
"E","state",2024-05-08,"Dataland Register-Gazette","Cerebrica",1500,"CC",289
"E","state",2024-05-08,"Dataland Register-Gazette","Cerebrica",1500,"DGM",674
"E","state",2024-05-08,"Dataland Register-Gazette","Cerebrica",1500,"PDAL",450
"E","state",2024-05-08,"Dataland Register-Gazette","Cerebrica",1500,"SSP",87
"E","state",2024-05-08,"Dataland Register-Gazette","Circuiton",1500,"CC",85
"E","state",2024-05-08,"Dataland Register-Gazette","Circuiton",1500,"DGM",844
"E","state",2024-05-08,"Dataland Register-Gazette","Circuiton",1500,"PDAL",571
"E","state",2024-05-08,"Dataland Register-Gazette","Circuiton",1500,"SSP",0
"E","state",2024-05-08,"Dataland Register-Gazette","Voltagea",1500,"CC",128
"E","state",2024-05-08,"Dataland Register-Gazette","Voltagea",1500,"DGM",815
"E","state",2024-05-08,"Dataland Register-Gazette","Voltagea",1500,"PDAL",557
"E","state",2024-05-08,"Dataland Register-Gazette","Voltagea",1500,"SSP",0
"E","state",2024-05-09,"Proudly Paid For Polling","Binaryshire",1000,"CC",796
"E","state",2024-05-09,"Proudly Paid For Polling","Binaryshire",1000,"DGM",28
"E","state",2024-05-09,"Proudly Paid For Polling","Binaryshire",1000,"PDAL",175
"E","state",2024-05-09,"Proudly Paid For Polling","Binaryshire",1000,"SSP",0
"E","state",2024-05-09,"Proudly Paid For Polling","Voltagea",1000,"CC",98
"E","state",2024-05-09,"Proudly Paid For Polling","Voltagea",1000,"DGM",508
"E","state",2024-05-09,"Proudly Paid For Polling","Voltagea",1000,"PDAL",393
"E","state",2024-05-09,"Proudly Paid For Polling","Voltagea",1000,"SSP",0
"E","state",2024-05-10,"Proudly Paid For Polling","Amperville",1000,"CC",49
"E","state",2024-05-10,"Proudly Paid For Polling","Amperville",1000,"DGM",284
"E","state",2024-05-10,"Proudly Paid For Polling","Amperville",1000,"PDAL",667
"E","state",2024-05-10,"Proudly Paid For Polling","Amperville",1000,"SSP",0
"E","state",2024-05-10,"Proudly Paid For Polling","Cortexia",1000,"CC",108
"E","state",2024-05-10,"Proudly Paid For Polling","Cortexia",1000,"DGM",355
"E","state",2024-05-10,"Proudly Paid For Polling","Cortexia",1000,"PDAL",330
"E","state",2024-05-10,"Proudly Paid For Polling","Cortexia",1000,"SSP",206
"E","state",2024-05-11,"Metaflux University","Quantumridge",1500,"CC",267
"E","state",2024-05-11,"Metaflux University","Quantumridge",1500,"DGM",497
"E","state",2024-05-11,"Metaflux University","Quantumridge",1500,"PDAL",735
"E","state",2024-05-11,"Metaflux University","Quantumridge",1500,"SSP",0
"E","state",2024-05-11,"Dataland Register-Gazette","Voltagea",1500,"CC",95
"E","state",2024-05-11,"Dataland Register-Gazette","Voltagea",1500,"DGM",824
"E","state",2024-05-11,"Dataland Register-Gazette","Voltagea",1500,"PDAL",580
"E","state",2024-05-11,"Dataland Register-Gazette","Voltagea",1500,"SSP",0
"E","state",2024-05-12,"Cobolite Coalition Calling","Electropolis",2000,"CC",535
"E","state",2024-05-12,"Cobolite Coalition Calling","Electropolis",2000,"DGM",953
"E","state",2024-05-12,"Cobolite Coalition Calling","Electropolis",2000,"PDAL",512
"E","state",2024-05-12,"Cobolite Coalition Calling","Electropolis",2000,"SSP",0
"E","state",2024-05-12,"Cobolite Coalition Calling","Infoglen",2000,"CC",550
"E","state",2024-05-12,"Cobolite Coalition Calling","Infoglen",2000,"DGM",962
"E","state",2024-05-12,"Cobolite Coalition Calling","Infoglen",2000,"PDAL",488
"E","state",2024-05-12,"Cobolite Coalition Calling","Infoglen",2000,"SSP",0
"E","state",2024-05-13,"Cobolite Coalition Calling","Infoglen",2000,"CC",790
"E","state",2024-05-13,"Cobolite Coalition Calling","Infoglen",2000,"DGM",728
"E","state",2024-05-13,"Cobolite Coalition Calling","Infoglen",2000,"PDAL",482
"E","state",2024-05-13,"Cobolite Coalition Calling","Infoglen",2000,"SSP",0
"E","state",2024-05-13,"Proudly Paid For Polling","Neuronia",1000,"CC",30
"E","state",2024-05-13,"Proudly Paid For Polling","Neuronia",1000,"DGM",423
"E","state",2024-05-13,"Proudly Paid For Polling","Neuronia",1000,"PDAL",101
"E","state",2024-05-13,"Proudly Paid For Polling","Neuronia",1000,"SSP",446
"E","state",2024-05-13,"Synapse Strategies","Cerebrica",1000,"CC",211
"E","state",2024-05-13,"Synapse Strategies","Cerebrica",1000,"DGM",430
"E","state",2024-05-13,"Synapse Strategies","Cerebrica",1000,"PDAL",281
"E","state",2024-05-13,"Synapse Strategies","Cerebrica",1000,"SSP",78
"E","state",2024-05-13,"Progressive Polling","Circuiton",1000,"CC",34
"E","state",2024-05-13,"Progressive Polling","Circuiton",1000,"DGM",687
"E","state",2024-05-13,"Progressive Polling","Circuiton",1000,"PDAL",279
"E","state",2024-05-13,"Progressive Polling","Circuiton",1000,"SSP",0
"E","state",2024-05-14,"Proudly Paid For Polling","Neuronia",1000,"CC",36
"E","state",2024-05-14,"Proudly Paid For Polling","Neuronia",1000,"DGM",359
"E","state",2024-05-14,"Proudly Paid For Polling","Neuronia",1000,"PDAL",110
"E","state",2024-05-14,"Proudly Paid For Polling","Neuronia",1000,"SSP",495
"E","state",2024-05-15,"Progressive Polling","Byteforge Domain",1000,"CC",282
"E","state",2024-05-15,"Progressive Polling","Byteforge Domain",1000,"DGM",185
"E","state",2024-05-15,"Progressive Polling","Byteforge Domain",1000,"PDAL",533
"E","state",2024-05-15,"Progressive Polling","Byteforge Domain",1000,"SSP",0
"E","state",2024-05-18,"No Province Left Behind","Amperville",500,"CC",28
"E","state",2024-05-18,"No Province Left Behind","Amperville",500,"DGM",170
"E","state",2024-05-18,"No Province Left Behind","Amperville",500,"PDAL",302
"E","state",2024-05-18,"No Province Left Behind","Amperville",500,"SSP",0
"E","state",2024-05-18,"Dataland Register-Gazette","Cortexia",1500,"CC",109
"E","state",2024-05-18,"Dataland Register-Gazette","Cortexia",1500,"DGM",602
"E","state",2024-05-18,"Dataland Register-Gazette","Cortexia",1500,"PDAL",484
"E","state",2024-05-18,"Dataland Register-Gazette","Cortexia",1500,"SSP",305
"E","state",2024-05-19,"Progressive Polling","Cortexia",1000,"CC",100
"E","state",2024-05-19,"Progressive Polling","Cortexia",1000,"DGM",415
"E","state",2024-05-19,"Progressive Polling","Cortexia",1000,"PDAL",302
"E","state",2024-05-19,"Progressive Polling","Cortexia",1000,"SSP",183
"E","state",2024-05-19,"Electropolis Elects","Electropolis",1000,"CC",262
"E","state",2024-05-19,"Electropolis Elects","Electropolis",1000,"DGM",457
"E","state",2024-05-19,"Electropolis Elects","Electropolis",1000,"PDAL",281
"E","state",2024-05-19,"Electropolis Elects","Electropolis",1000,"SSP",0
"E","state",2024-05-20,"Dataland Register-Gazette","Circuiton",1500,"CC",99
"E","state",2024-05-20,"Dataland Register-Gazette","Circuiton",1500,"DGM",958
"E","state",2024-05-20,"Dataland Register-Gazette","Circuiton",1500,"PDAL",444
"E","state",2024-05-20,"Dataland Register-Gazette","Circuiton",1500,"SSP",0
"E","state",2024-05-20,"Proudly Paid For Polling","Electropolis",1000,"CC",245
"E","state",2024-05-20,"Proudly Paid For Polling","Electropolis",1000,"DGM",428
"E","state",2024-05-20,"Proudly Paid For Polling","Electropolis",1000,"PDAL",327
"E","state",2024-05-20,"Proudly Paid For Polling","Electropolis",1000,"SSP",0
"E","state",2024-05-20,"Metaflux University","Infinitron Peninsula",1500,"CC",626
"E","state",2024-05-20,"Metaflux University","Infinitron Peninsula",1500,"DGM",555
"E","state",2024-05-20,"Metaflux University","Infinitron Peninsula",1500,"PDAL",319
"E","state",2024-05-20,"Metaflux University","Infinitron Peninsula",1500,"SSP",0
"E","state",2024-05-20,"Metaflux University","Binaryshire",1500,"CC",1227
"E","state",2024-05-20,"Metaflux University","Binaryshire",1500,"DGM",72
"E","state",2024-05-20,"Metaflux University","Binaryshire",1500,"PDAL",201
"E","state",2024-05-20,"Metaflux University","Binaryshire",1500,"SSP",0
"E","state",2024-05-20,"Proudly Paid For Polling","Cortexia",1000,"CC",84
"E","state",2024-05-20,"Proudly Paid For Polling","Cortexia",1000,"DGM",479
"E","state",2024-05-20,"Proudly Paid For Polling","Cortexia",1000,"PDAL",241
"E","state",2024-05-20,"Proudly Paid For Polling","Cortexia",1000,"SSP",195
"E","state",2024-05-20,"Metaflux University","Infinitron Peninsula",1500,"CC",618
"E","state",2024-05-20,"Metaflux University","Infinitron Peninsula",1500,"DGM",469
"E","state",2024-05-20,"Metaflux University","Infinitron Peninsula",1500,"PDAL",414
"E","state",2024-05-20,"Metaflux University","Infinitron Peninsula",1500,"SSP",0
"E","state",2024-05-20,"Proudly Paid For Polling","Infinitron Peninsula",1000,"CC",415
"E","state",2024-05-20,"Proudly Paid For Polling","Infinitron Peninsula",1000,"DGM",342
"E","state",2024-05-20,"Proudly Paid For Polling","Infinitron Peninsula",1000,"PDAL",243
"E","state",2024-05-20,"Proudly Paid For Polling","Infinitron Peninsula",1000,"SSP",0
"E","state",2024-05-21,"No Province Left Behind","Binaryshire",500,"CC",404
"E","state",2024-05-21,"No Province Left Behind","Binaryshire",500,"DGM",22
"E","state",2024-05-21,"No Province Left Behind","Binaryshire",500,"PDAL",74
"E","state",2024-05-21,"No Province Left Behind","Binaryshire",500,"SSP",0
"E","regional",2024-04-06,"Cobolite Coalition Calling","Synapse Territories",2000,"CC",295
"E","regional",2024-04-06,"Cobolite Coalition Calling","Synapse Territories",2000,"DGM",715
"E","regional",2024-04-06,"Cobolite Coalition Calling","Synapse Territories",2000,"PDAL",652
"E","regional",2024-04-06,"Cobolite Coalition Calling","Synapse Territories",2000,"SSP",338
"E","regional",2024-04-09,"Big Dataland Surveys","Circuit Confederation",10000,"CC",1153
"E","regional",2024-04-09,"Big Dataland Surveys","Circuit Confederation",10000,"DGM",5184
"E","regional",2024-04-09,"Big Dataland Surveys","Circuit Confederation",10000,"PDAL",3662
"E","regional",2024-04-09,"Big Dataland Surveys","Circuit Confederation",10000,"SSP",0
"E","regional",2024-04-10,"Big Dataland Surveys","Metaflux Realm",10000,"CC",2839
"E","regional",2024-04-10,"Big Dataland Surveys","Metaflux Realm",10000,"DGM",3840
"E","regional",2024-04-10,"Big Dataland Surveys","Metaflux Realm",10000,"PDAL",3322
"E","regional",2024-04-10,"Big Dataland Surveys","Metaflux Realm",10000,"SSP",0
"E","regional",2024-04-18,"Big Dataland Surveys","Metaflux Realm",10000,"CC",2775
"E","regional",2024-04-18,"Big Dataland Surveys","Metaflux Realm",10000,"DGM",4180
"E","regional",2024-04-18,"Big Dataland Surveys","Metaflux Realm",10000,"PDAL",3044
"E","regional",2024-04-18,"Big Dataland Surveys","Metaflux Realm",10000,"SSP",0
"E","regional",2024-04-20,"Big Dataland Surveys","Metaflux Realm",10000,"CC",2736
"E","regional",2024-04-20,"Big Dataland Surveys","Metaflux Realm",10000,"DGM",4057
"E","regional",2024-04-20,"Big Dataland Surveys","Metaflux Realm",10000,"PDAL",3207
"E","regional",2024-04-20,"Big Dataland Surveys","Metaflux Realm",10000,"SSP",0
"E","regional",2024-04-24,"Conference Board of Dataland","Synapse Territories",3000,"CC",399
"E","regional",2024-04-24,"Conference Board of Dataland","Synapse Territories",3000,"DGM",1191
"E","regional",2024-04-24,"Conference Board of Dataland","Synapse Territories",3000,"PDAL",819
"E","regional",2024-04-24,"Conference Board of Dataland","Synapse Territories",3000,"SSP",591
"E","regional",2024-04-28,"Cobolite Coalition Calling","Metaflux Realm",2000,"CC",800
"E","regional",2024-04-28,"Cobolite Coalition Calling","Metaflux Realm",2000,"DGM",527
"E","regional",2024-04-28,"Cobolite Coalition Calling","Metaflux Realm",2000,"PDAL",673
"E","regional",2024-04-28,"Cobolite Coalition Calling","Metaflux Realm",2000,"SSP",0
"E","regional",2024-04-29,"Metaflux University","Metaflux Realm",1500,"CC",512
"E","regional",2024-04-29,"Metaflux University","Metaflux Realm",1500,"DGM",516
"E","regional",2024-04-29,"Metaflux University","Metaflux Realm",1500,"PDAL",472
"E","regional",2024-04-29,"Metaflux University","Metaflux Realm",1500,"SSP",0
"E","regional",2024-04-29,"Big Dataland Surveys","Synapse Territories",10000,"CC",1159
"E","regional",2024-04-29,"Big Dataland Surveys","Synapse Territories",10000,"DGM",4742
"E","regional",2024-04-29,"Big Dataland Surveys","Synapse Territories",10000,"PDAL",2482
"E","regional",2024-04-29,"Big Dataland Surveys","Synapse Territories",10000,"SSP",1616
"E","regional",2024-05-01,"Conference Board of Dataland","Metaflux Realm",3000,"CC",992
"E","regional",2024-05-01,"Conference Board of Dataland","Metaflux Realm",3000,"DGM",1086
"E","regional",2024-05-01,"Conference Board of Dataland","Metaflux Realm",3000,"PDAL",922
"E","regional",2024-05-01,"Conference Board of Dataland","Metaflux Realm",3000,"SSP",0
"E","regional",2024-05-01,"Conference Board of Dataland","Synapse Territories",3000,"CC",458
"E","regional",2024-05-01,"Conference Board of Dataland","Synapse Territories",3000,"DGM",1180
"E","regional",2024-05-01,"Conference Board of Dataland","Synapse Territories",3000,"PDAL",754
"E","regional",2024-05-01,"Conference Board of Dataland","Synapse Territories",3000,"SSP",608
"E","regional",2024-05-02,"Dataland Register-Gazette","Synapse Territories",1500,"CC",197
"E","regional",2024-05-02,"Dataland Register-Gazette","Synapse Territories",1500,"DGM",635
"E","regional",2024-05-02,"Dataland Register-Gazette","Synapse Territories",1500,"PDAL",387
"E","regional",2024-05-02,"Dataland Register-Gazette","Synapse Territories",1500,"SSP",281
"E","regional",2024-05-02,"Conference Board of Dataland","Circuit Confederation",3000,"CC",498
"E","regional",2024-05-02,"Conference Board of Dataland","Circuit Confederation",3000,"DGM",1348
"E","regional",2024-05-02,"Conference Board of Dataland","Circuit Confederation",3000,"PDAL",1155
"E","regional",2024-05-02,"Conference Board of Dataland","Circuit Confederation",3000,"SSP",0
"E","regional",2024-05-03,"Cobolite Coalition Calling","Synapse Territories",2000,"CC",296
"E","regional",2024-05-03,"Cobolite Coalition Calling","Synapse Territories",2000,"DGM",886
"E","regional",2024-05-03,"Cobolite Coalition Calling","Synapse Territories",2000,"PDAL",484
"E","regional",2024-05-03,"Cobolite Coalition Calling","Synapse Territories",2000,"SSP",334
"E","regional",2024-05-04,"Dataland Register-Gazette","Metaflux Realm",1500,"CC",513
"E","regional",2024-05-04,"Dataland Register-Gazette","Metaflux Realm",1500,"DGM",528
"E","regional",2024-05-04,"Dataland Register-Gazette","Metaflux Realm",1500,"PDAL",459
"E","regional",2024-05-04,"Dataland Register-Gazette","Metaflux Realm",1500,"SSP",0
"E","regional",2024-05-04,"Proudly Paid For Polling","Metaflux Realm",1000,"CC",294
"E","regional",2024-05-04,"Proudly Paid For Polling","Metaflux Realm",1000,"DGM",458
"E","regional",2024-05-04,"Proudly Paid For Polling","Metaflux Realm",1000,"PDAL",248
"E","regional",2024-05-04,"Proudly Paid For Polling","Metaflux Realm",1000,"SSP",0
"E","regional",2024-05-04,"Big Dataland Surveys","Circuit Confederation",10000,"CC",1326
"E","regional",2024-05-04,"Big Dataland Surveys","Circuit Confederation",10000,"DGM",5101
"E","regional",2024-05-04,"Big Dataland Surveys","Circuit Confederation",10000,"PDAL",3573
"E","regional",2024-05-04,"Big Dataland Surveys","Circuit Confederation",10000,"SSP",0
"E","regional",2024-05-04,"Metaflux University","Metaflux Realm",1500,"CC",513
"E","regional",2024-05-04,"Metaflux University","Metaflux Realm",1500,"DGM",513
"E","regional",2024-05-04,"Metaflux University","Metaflux Realm",1500,"PDAL",474
"E","regional",2024-05-04,"Metaflux University","Metaflux Realm",1500,"SSP",0
"E","regional",2024-05-06,"Metaflux University","Metaflux Realm",1500,"CC",512
"E","regional",2024-05-06,"Metaflux University","Metaflux Realm",1500,"DGM",512
"E","regional",2024-05-06,"Metaflux University","Metaflux Realm",1500,"PDAL",476
"E","regional",2024-05-06,"Metaflux University","Metaflux Realm",1500,"SSP",0
"E","regional",2024-05-08,"Conference Board of Dataland","Circuit Confederation",3000,"CC",474
"E","regional",2024-05-08,"Conference Board of Dataland","Circuit Confederation",3000,"DGM",1263
"E","regional",2024-05-08,"Conference Board of Dataland","Circuit Confederation",3000,"PDAL",1263
"E","regional",2024-05-08,"Conference Board of Dataland","Circuit Confederation",3000,"SSP",0
"E","regional",2024-05-09,"Dataland Register-Gazette","Circuit Confederation",1500,"CC",205
"E","regional",2024-05-09,"Dataland Register-Gazette","Circuit Confederation",1500,"DGM",613
"E","regional",2024-05-09,"Dataland Register-Gazette","Circuit Confederation",1500,"PDAL",682
"E","regional",2024-05-09,"Dataland Register-Gazette","Circuit Confederation",1500,"SSP",0
"E","regional",2024-05-09,"Conference Board of Dataland","Metaflux Realm",3000,"CC",932
"E","regional",2024-05-09,"Conference Board of Dataland","Metaflux Realm",3000,"DGM",990
"E","regional",2024-05-09,"Conference Board of Dataland","Metaflux Realm",3000,"PDAL",1078
"E","regional",2024-05-09,"Conference Board of Dataland","Metaflux Realm",3000,"SSP",0
"E","regional",2024-05-09,"Conference Board of Dataland","Synapse Territories",3000,"CC",432
"E","regional",2024-05-09,"Conference Board of Dataland","Synapse Territories",3000,"DGM",1171
"E","regional",2024-05-09,"Conference Board of Dataland","Synapse Territories",3000,"PDAL",851
"E","regional",2024-05-09,"Conference Board of Dataland","Synapse Territories",3000,"SSP",546
"E","regional",2024-05-14,"Dataland Register-Gazette","Metaflux Realm",1500,"CC",409
"E","regional",2024-05-14,"Dataland Register-Gazette","Metaflux Realm",1500,"DGM",544
"E","regional",2024-05-14,"Dataland Register-Gazette","Metaflux Realm",1500,"PDAL",547
"E","regional",2024-05-14,"Dataland Register-Gazette","Metaflux Realm",1500,"SSP",0
"E","regional",2024-05-15,"Metaflux University","Metaflux Realm",1500,"CC",429
"E","regional",2024-05-15,"Metaflux University","Metaflux Realm",1500,"DGM",614
