"scenario","type_of_poll","date","pollster","geography","sample_size","party","value"
"A","state",2024-04-28,"Progressive Polling","Byteforge Domain",1000,"PDAL",535
"A","state",2024-04-28,"Progressive Polling","Byteforge Domain",1000,"SS",0
"A","state",2024-04-29,"Proudly Paid For Polling","Amperville",1000,"CC",66
"A","state",2024-04-29,"Proudly Paid For Polling","Amperville",1000,"DGM",119
"A","state",2024-04-29,"Proudly Paid For Polling","Amperville",1000,"PDAL",815
"A","state",2024-04-29,"Proudly Paid For Polling","Amperville",1000,"SS",0
"A","state",2024-04-30,"Cobolite Coalition Calling","Electropolis",2000,"CC",802
"A","state",2024-04-30,"Cobolite Coalition Calling","Electropolis",2000,"DGM",556
"A","state",2024-04-30,"Cobolite Coalition Calling","Electropolis",2000,"PDAL",642
"A","state",2024-04-30,"Cobolite Coalition Calling","Electropolis",2000,"SS",0
"A","state",2024-05-01,"Proudly Paid For Polling","Amperville",1000,"CC",75
"A","state",2024-05-01,"Proudly Paid For Polling","Amperville",1000,"DGM",129
"A","state",2024-05-01,"Proudly Paid For Polling","Amperville",1000,"PDAL",796
"A","state",2024-05-01,"Proudly Paid For Polling","Amperville",1000,"SS",0
"A","state",2024-05-01,"Dataland Register-Gazette","Cortexia",1500,"CC",295
"A","state",2024-05-01,"Dataland Register-Gazette","Cortexia",1500,"DGM",319
"A","state",2024-05-01,"Dataland Register-Gazette","Cortexia",1500,"PDAL",352
"A","state",2024-05-01,"Dataland Register-Gazette","Cortexia",1500,"SS",534
"A","state",2024-05-01,"Proudly Paid For Polling","Cerebrica",1000,"CC",283
"A","state",2024-05-01,"Proudly Paid For Polling","Cerebrica",1000,"DGM",354
"A","state",2024-05-01,"Proudly Paid For Polling","Cerebrica",1000,"PDAL",292
"A","state",2024-05-01,"Proudly Paid For Polling","Cerebrica",1000,"SS",71
"A","state",2024-05-02,"Synapse Strategies","Cortexia",1000,"CC",189
"A","state",2024-05-02,"Synapse Strategies","Cortexia",1000,"DGM",211
"A","state",2024-05-02,"Synapse Strategies","Cortexia",1000,"PDAL",258
"A","state",2024-05-02,"Synapse Strategies","Cortexia",1000,"SS",342
"A","state",2024-05-03,"No Province Left Behind","Infinitron Peninsula",500,"CC",301
"A","state",2024-05-03,"No Province Left Behind","Infinitron Peninsula",500,"DGM",78
"A","state",2024-05-03,"No Province Left Behind","Infinitron Peninsula",500,"PDAL",122
"A","state",2024-05-03,"No Province Left Behind","Infinitron Peninsula",500,"SS",0
"A","state",2024-05-04,"Dataland Register-Gazette","Electropolis",1500,"CC",604
"A","state",2024-05-04,"Dataland Register-Gazette","Electropolis",1500,"DGM",365
"A","state",2024-05-04,"Dataland Register-Gazette","Electropolis",1500,"PDAL",530
"A","state",2024-05-04,"Dataland Register-Gazette","Electropolis",1500,"SS",0
"A","state",2024-05-04,"Proudly Paid For Polling","Quantumridge",1000,"CC",303
"A","state",2024-05-04,"Proudly Paid For Polling","Quantumridge",1000,"DGM",214
"A","state",2024-05-04,"Proudly Paid For Polling","Quantumridge",1000,"PDAL",482
"A","state",2024-05-04,"Proudly Paid For Polling","Quantumridge",1000,"SS",0
"A","state",2024-05-05,"Cobolite Coalition Calling","Byteforge Domain",2000,"CC",1482
"A","state",2024-05-05,"Cobolite Coalition Calling","Byteforge Domain",2000,"DGM",66
"A","state",2024-05-05,"Cobolite Coalition Calling","Byteforge Domain",2000,"PDAL",452
"A","state",2024-05-05,"Cobolite Coalition Calling","Byteforge Domain",2000,"SS",0
"A","state",2024-05-05,"Dataland Register-Gazette","Voltagea",1500,"CC",301
"A","state",2024-05-05,"Dataland Register-Gazette","Voltagea",1500,"DGM",407
"A","state",2024-05-05,"Dataland Register-Gazette","Voltagea",1500,"PDAL",792
"A","state",2024-05-05,"Dataland Register-Gazette","Voltagea",1500,"SS",0
"A","state",2024-05-06,"No Province Left Behind","Infinitron Peninsula",500,"CC",304
"A","state",2024-05-06,"No Province Left Behind","Infinitron Peninsula",500,"DGM",96
"A","state",2024-05-06,"No Province Left Behind","Infinitron Peninsula",500,"PDAL",100
"A","state",2024-05-06,"No Province Left Behind","Infinitron Peninsula",500,"SS",0
"A","state",2024-05-06,"Metaflux University","Quantumridge",1500,"CC",502
"A","state",2024-05-06,"Metaflux University","Quantumridge",1500,"DGM",373
"A","state",2024-05-06,"Metaflux University","Quantumridge",1500,"PDAL",625
"A","state",2024-05-06,"Metaflux University","Quantumridge",1500,"SS",0
"A","state",2024-05-06,"Dataland Register-Gazette","Voltagea",1500,"CC",252
"A","state",2024-05-06,"Dataland Register-Gazette","Voltagea",1500,"DGM",380
"A","state",2024-05-06,"Dataland Register-Gazette","Voltagea",1500,"PDAL",868
"A","state",2024-05-06,"Dataland Register-Gazette","Voltagea",1500,"SS",0
"A","state",2024-05-06,"Proudly Paid For Polling","Cortexia",1000,"CC",197
"A","state",2024-05-06,"Proudly Paid For Polling","Cortexia",1000,"DGM",259
"A","state",2024-05-06,"Proudly Paid For Polling","Cortexia",1000,"PDAL",210
"A","state",2024-05-06,"Proudly Paid For Polling","Cortexia",1000,"SS",333
"A","state",2024-05-07,"Cobolite Coalition Calling","Cortexia",2000,"CC",601
"A","state",2024-05-07,"Cobolite Coalition Calling","Cortexia",2000,"DGM",355
"A","state",2024-05-07,"Cobolite Coalition Calling","Cortexia",2000,"PDAL",443
"A","state",2024-05-07,"Cobolite Coalition Calling","Cortexia",2000,"SS",601
"A","state",2024-05-07,"Proudly Paid For Polling","Cortexia",1000,"CC",226
"A","state",2024-05-07,"Proudly Paid For Polling","Cortexia",1000,"DGM",203
"A","state",2024-05-07,"Proudly Paid For Polling","Cortexia",1000,"PDAL",224
"A","state",2024-05-07,"Proudly Paid For Polling","Cortexia",1000,"SS",346
"A","state",2024-05-07,"No Province Left Behind","Neuronia",500,"CC",21
"A","state",2024-05-07,"No Province Left Behind","Neuronia",500,"DGM",116
"A","state",2024-05-07,"No Province Left Behind","Neuronia",500,"PDAL",63
"A","state",2024-05-07,"No Province Left Behind","Neuronia",500,"SS",299
"A","state",2024-05-07,"Proudly Paid For Polling","Infinitron Peninsula",1000,"CC",628
"A","state",2024-05-07,"Proudly Paid For Polling","Infinitron Peninsula",1000,"DGM",197
"A","state",2024-05-07,"Proudly Paid For Polling","Infinitron Peninsula",1000,"PDAL",175
"A","state",2024-05-07,"Proudly Paid For Polling","Infinitron Peninsula",1000,"SS",0
"A","state",2024-05-08,"No Province Left Behind","Amperville",500,"CC",42
"A","state",2024-05-08,"No Province Left Behind","Amperville",500,"DGM",77
"A","state",2024-05-08,"No Province Left Behind","Amperville",500,"PDAL",382
"A","state",2024-05-08,"No Province Left Behind","Amperville",500,"SS",0
"A","state",2024-05-08,"Proudly Paid For Polling","Cerebrica",1000,"CC",347
"A","state",2024-05-08,"Proudly Paid For Polling","Cerebrica",1000,"DGM",331
"A","state",2024-05-08,"Proudly Paid For Polling","Cerebrica",1000,"PDAL",252
"A","state",2024-05-08,"Proudly Paid For Polling","Cerebrica",1000,"SS",69
"A","state",2024-05-09,"Dataland Register-Gazette","Cortexia",1500,"CC",236
"A","state",2024-05-09,"Dataland Register-Gazette","Cortexia",1500,"DGM",328
"A","state",2024-05-09,"Dataland Register-Gazette","Cortexia",1500,"PDAL",419
"A","state",2024-05-09,"Dataland Register-Gazette","Cortexia",1500,"SS",517
"A","state",2024-05-09,"Dataland Register-Gazette","Infoglen",1500,"CC",594
"A","state",2024-05-09,"Dataland Register-Gazette","Infoglen",1500,"DGM",399
"A","state",2024-05-09,"Dataland Register-Gazette","Infoglen",1500,"PDAL",507
"A","state",2024-05-09,"Dataland Register-Gazette","Infoglen",1500,"SS",0
"A","state",2024-05-09,"No Province Left Behind","Quantumridge",500,"CC",126
"A","state",2024-05-09,"No Province Left Behind","Quantumridge",500,"DGM",124
"A","state",2024-05-09,"No Province Left Behind","Quantumridge",500,"PDAL",249
"A","state",2024-05-09,"No Province Left Behind","Quantumridge",500,"SS",0
"A","state",2024-05-09,"Proudly Paid For Polling","Binaryshire",1000,"CC",879
"A","state",2024-05-09,"Proudly Paid For Polling","Binaryshire",1000,"DGM",8
"A","state",2024-05-09,"Proudly Paid For Polling","Binaryshire",1000,"PDAL",113
"A","state",2024-05-09,"Proudly Paid For Polling","Binaryshire",1000,"SS",0
"A","state",2024-05-09,"Metaflux University","Quantumridge",1500,"CC",485
"A","state",2024-05-09,"Metaflux University","Quantumridge",1500,"DGM",398
"A","state",2024-05-09,"Metaflux University","Quantumridge",1500,"PDAL",618
"A","state",2024-05-09,"Metaflux University","Quantumridge",1500,"SS",0
"A","state",2024-05-10,"Dataland Register-Gazette","Cerebrica",1500,"CC",496
"A","state",2024-05-10,"Dataland Register-Gazette","Cerebrica",1500,"DGM",406
"A","state",2024-05-10,"Dataland Register-Gazette","Cerebrica",1500,"PDAL",473
"A","state",2024-05-10,"Dataland Register-Gazette","Cerebrica",1500,"SS",124
"A","state",2024-05-10,"Dataland Register-Gazette","Circuiton",1500,"CC",193
"A","state",2024-05-10,"Dataland Register-Gazette","Circuiton",1500,"DGM",583
"A","state",2024-05-10,"Dataland Register-Gazette","Circuiton",1500,"PDAL",724
"A","state",2024-05-10,"Dataland Register-Gazette","Circuiton",1500,"SS",0
"A","state",2024-05-10,"Dataland Register-Gazette","Circuiton",1500,"CC",188
"A","state",2024-05-10,"Dataland Register-Gazette","Circuiton",1500,"DGM",562
"A","state",2024-05-10,"Dataland Register-Gazette","Circuiton",1500,"PDAL",750
"A","state",2024-05-10,"Dataland Register-Gazette","Circuiton",1500,"SS",0
"A","state",2024-05-11,"Proudly Paid For Polling","Voltagea",1000,"CC",202
"A","state",2024-05-11,"Proudly Paid For Polling","Voltagea",1000,"DGM",237
"A","state",2024-05-11,"Proudly Paid For Polling","Voltagea",1000,"PDAL",561
"A","state",2024-05-11,"Proudly Paid For Polling","Voltagea",1000,"SS",0
"A","state",2024-05-11,"Metaflux University","Infinitron Peninsula",1500,"CC",884
"A","state",2024-05-11,"Metaflux University","Infinitron Peninsula",1500,"DGM",266
"A","state",2024-05-11,"Metaflux University","Infinitron Peninsula",1500,"PDAL",351
"A","state",2024-05-11,"Metaflux University","Infinitron Peninsula",1500,"SS",0
"A","state",2024-05-12,"Dataland Register-Gazette","Cortexia",1500,"CC",264
"A","state",2024-05-12,"Dataland Register-Gazette","Cortexia",1500,"DGM",275
"A","state",2024-05-12,"Dataland Register-Gazette","Cortexia",1500,"PDAL",404
"A","state",2024-05-12,"Dataland Register-Gazette","Cortexia",1500,"SS",557
"A","state",2024-05-13,"Cobolite Coalition Calling","Cortexia",2000,"CC",471
"A","state",2024-05-13,"Cobolite Coalition Calling","Cortexia",2000,"DGM",400
"A","state",2024-05-13,"Cobolite Coalition Calling","Cortexia",2000,"PDAL",456
"A","state",2024-05-13,"Cobolite Coalition Calling","Cortexia",2000,"SS",673
"A","state",2024-05-14,"Progressive Polling","Infoglen",1000,"CC",338
"A","state",2024-05-14,"Progressive Polling","Infoglen",1000,"DGM",253
"A","state",2024-05-14,"Progressive Polling","Infoglen",1000,"PDAL",409
"A","state",2024-05-14,"Progressive Polling","Infoglen",1000,"SS",0
"A","state",2024-05-15,"Dataland Register-Gazette","Cortexia",1500,"CC",253
"A","state",2024-05-15,"Dataland Register-Gazette","Cortexia",1500,"DGM",358
"A","state",2024-05-15,"Dataland Register-Gazette","Cortexia",1500,"PDAL",391
"A","state",2024-05-15,"Dataland Register-Gazette","Cortexia",1500,"SS",498
"A","state",2024-05-15,"Cobolite Coalition Calling","Voltagea",2000,"CC",451
"A","state",2024-05-15,"Cobolite Coalition Calling","Voltagea",2000,"DGM",420
"A","state",2024-05-15,"Cobolite Coalition Calling","Voltagea",2000,"PDAL",1129
"A","state",2024-05-15,"Cobolite Coalition Calling","Voltagea",2000,"SS",0
"A","state",2024-05-16,"Synapse Strategies","Cerebrica",1000,"CC",351
"A","state",2024-05-16,"Synapse Strategies","Cerebrica",1000,"DGM",309
"A","state",2024-05-16,"Synapse Strategies","Cerebrica",1000,"PDAL",255
"A","state",2024-05-16,"Synapse Strategies","Cerebrica",1000,"SS",85
"A","state",2024-05-16,"Synapse Strategies","Neuronia",1000,"CC",42
"A","state",2024-05-16,"Synapse Strategies","Neuronia",1000,"DGM",169
"A","state",2024-05-16,"Synapse Strategies","Neuronia",1000,"PDAL",87
"A","state",2024-05-16,"Synapse Strategies","Neuronia",1000,"SS",702
"A","state",2024-05-16,"Proudly Paid For Polling","Neuronia",1000,"CC",25
"A","state",2024-05-16,"Proudly Paid For Polling","Neuronia",1000,"DGM",253
"A","state",2024-05-16,"Proudly Paid For Polling","Neuronia",1000,"PDAL",101
"A","state",2024-05-16,"Proudly Paid For Polling","Neuronia",1000,"SS",622
"A","state",2024-05-17,"Proudly Paid For Polling","Amperville",1000,"CC",56
"A","state",2024-05-17,"Proudly Paid For Polling","Amperville",1000,"DGM",205
"A","state",2024-05-17,"Proudly Paid For Polling","Amperville",1000,"PDAL",738
"A","state",2024-05-17,"Proudly Paid For Polling","Amperville",1000,"SS",0
"A","state",2024-05-17,"Progressive Polling","Circuiton",1000,"CC",97
"A","state",2024-05-17,"Progressive Polling","Circuiton",1000,"DGM",422
"A","state",2024-05-17,"Progressive Polling","Circuiton",1000,"PDAL",482
"A","state",2024-05-17,"Progressive Polling","Circuiton",1000,"SS",0
"A","state",2024-05-18,"Synapse Strategies","Cerebrica",1000,"CC",348
"A","state",2024-05-18,"Synapse Strategies","Cerebrica",1000,"DGM",319
"A","state",2024-05-18,"Synapse Strategies","Cerebrica",1000,"PDAL",260
"A","state",2024-05-18,"Synapse Strategies","Cerebrica",1000,"SS",73
"A","state",2024-05-18,"Proudly Paid For Polling","Voltagea",1000,"CC",157
"A","state",2024-05-18,"Proudly Paid For Polling","Voltagea",1000,"DGM",389
"A","state",2024-05-18,"Proudly Paid For Polling","Voltagea",1000,"PDAL",454
"A","state",2024-05-18,"Proudly Paid For Polling","Voltagea",1000,"SS",0
"A","state",2024-05-20,"Proudly Paid For Polling","Quantumridge",1000,"CC",337
"A","state",2024-05-20,"Proudly Paid For Polling","Quantumridge",1000,"DGM",245
"A","state",2024-05-20,"Proudly Paid For Polling","Quantumridge",1000,"PDAL",418
"A","state",2024-05-20,"Proudly Paid For Polling","Quantumridge",1000,"SS",0
"A","state",2024-05-20,"Electropolis Elects","Electropolis",1000,"CC",436
"A","state",2024-05-20,"Electropolis Elects","Electropolis",1000,"DGM",251
"A","state",2024-05-20,"Electropolis Elects","Electropolis",1000,"PDAL",314
"A","state",2024-05-20,"Electropolis Elects","Electropolis",1000,"SS",0
"A","state",2024-05-21,"Dataland Register-Gazette","Byteforge Domain",1500,"CC",737
"A","state",2024-05-21,"Dataland Register-Gazette","Byteforge Domain",1500,"DGM",83
"A","state",2024-05-21,"Dataland Register-Gazette","Byteforge Domain",1500,"PDAL",680
"A","state",2024-05-21,"Dataland Register-Gazette","Byteforge Domain",1500,"SS",0
"A","state",2024-05-21,"Metaflux University","Byteforge Domain",1500,"CC",744
"A","state",2024-05-21,"Metaflux University","Byteforge Domain",1500,"DGM",95
"A","state",2024-05-21,"Metaflux University","Byteforge Domain",1500,"PDAL",661
"A","state",2024-05-21,"Metaflux University","Byteforge Domain",1500,"SS",0
"A","state",2024-05-21,"Dataland Register-Gazette","Electropolis",1500,"CC",598
"A","state",2024-05-21,"Dataland Register-Gazette","Electropolis",1500,"DGM",334
"A","state",2024-05-21,"Dataland Register-Gazette","Electropolis",1500,"PDAL",568
"A","state",2024-05-21,"Dataland Register-Gazette","Electropolis",1500,"SS",0
"A","state",2024-05-21,"Cobolite Coalition Calling","Infoglen",2000,"CC",1109
"A","state",2024-05-21,"Cobolite Coalition Calling","Infoglen",2000,"DGM",410
"A","state",2024-05-21,"Cobolite Coalition Calling","Infoglen",2000,"PDAL",480
"A","state",2024-05-21,"Cobolite Coalition Calling","Infoglen",2000,"SS",0
"A","state",2024-05-22,"No Province Left Behind","Amperville",500,"CC",36
"A","state",2024-05-22,"No Province Left Behind","Amperville",500,"DGM",89
"A","state",2024-05-22,"No Province Left Behind","Amperville",500,"PDAL",375
"A","state",2024-05-22,"No Province Left Behind","Amperville",500,"SS",0
"A","state",2024-05-22,"Proudly Paid For Polling","Amperville",1000,"CC",65
"A","state",2024-05-22,"Proudly Paid For Polling","Amperville",1000,"DGM",224
"A","state",2024-05-22,"Proudly Paid For Polling","Amperville",1000,"PDAL",712
"A","state",2024-05-22,"Proudly Paid For Polling","Amperville",1000,"SS",0
"A","state",2024-05-22,"Metaflux University","Binaryshire",1500,"CC",1357
"A","state",2024-05-22,"Metaflux University","Binaryshire",1500,"DGM",17
"A","state",2024-05-22,"Metaflux University","Binaryshire",1500,"PDAL",126
"A","state",2024-05-22,"Metaflux University","Binaryshire",1500,"SS",0
"A","state",2024-05-22,"Metaflux University","Binaryshire",1500,"CC",1355
"A","state",2024-05-22,"Metaflux University","Binaryshire",1500,"DGM",15
"A","state",2024-05-22,"Metaflux University","Binaryshire",1500,"PDAL",130
"A","state",2024-05-22,"Metaflux University","Binaryshire",1500,"SS",0
"A","state",2024-05-22,"Dataland Register-Gazette","Cortexia",1500,"CC",296
"A","state",2024-05-22,"Dataland Register-Gazette","Cortexia",1500,"DGM",323
"A","state",2024-05-22,"Dataland Register-Gazette","Cortexia",1500,"PDAL",368
"A","state",2024-05-22,"Dataland Register-Gazette","Cortexia",1500,"SS",513
"A","state",2024-05-24,"Metaflux University","Infoglen",1500,"CC",705
"A","state",2024-05-24,"Metaflux University","Infoglen",1500,"DGM",374
"A","state",2024-05-24,"Metaflux University","Infoglen",1500,"PDAL",421
"A","state",2024-05-24,"Metaflux University","Infoglen",1500,"SS",0
"A","state",2024-05-24,"Synapse Strategies","Neuronia",1000,"CC",34
"A","state",2024-05-24,"Synapse Strategies","Neuronia",1000,"DGM",209
"A","state",2024-05-24,"Synapse Strategies","Neuronia",1000,"PDAL",97
"A","state",2024-05-24,"Synapse Strategies","Neuronia",1000,"SS",659
"A","state",2024-05-24,"Proudly Paid For Polling","Voltagea",1000,"CC",168
"A","state",2024-05-24,"Proudly Paid For Polling","Voltagea",1000,"DGM",264
"A","state",2024-05-24,"Proudly Paid For Polling","Voltagea",1000,"PDAL",568
"A","state",2024-05-24,"Proudly Paid For Polling","Voltagea",1000,"SS",0
"A","state",2024-05-24,"Metaflux University","Infinitron Peninsula",1500,"CC",933
"A","state",2024-05-24,"Metaflux University","Infinitron Peninsula",1500,"DGM",252
"A","state",2024-05-24,"Metaflux University","Infinitron Peninsula",1500,"PDAL",315
"A","state",2024-05-24,"Metaflux University","Infinitron Peninsula",1500,"SS",0
"A","state",2024-05-25,"Progressive Polling","Circuiton",1000,"CC",155
"A","state",2024-05-25,"Progressive Polling","Circuiton",1000,"DGM",385
"A","state",2024-05-25,"Progressive Polling","Circuiton",1000,"PDAL",460
"A","state",2024-05-25,"Progressive Polling","Circuiton",1000,"SS",0
"A","state",2024-05-25,"Dataland Register-Gazette","Electropolis",1500,"CC",660
"A","state",2024-05-25,"Dataland Register-Gazette","Electropolis",1500,"DGM",349
"A","state",2024-05-25,"Dataland Register-Gazette","Electropolis",1500,"PDAL",491
"A","state",2024-05-25,"Dataland Register-Gazette","Electropolis",1500,"SS",0
"A","state",2024-05-25,"Proudly Paid For Polling","Infinitron Peninsula",1000,"CC",567
"A","state",2024-05-25,"Proudly Paid For Polling","Infinitron Peninsula",1000,"DGM",166
"A","state",2024-05-25,"Proudly Paid For Polling","Infinitron Peninsula",1000,"PDAL",266
"A","state",2024-05-25,"Proudly Paid For Polling","Infinitron Peninsula",1000,"SS",0
"A","state",2024-05-26,"Cobolite Coalition Calling","Quantumridge",2000,"CC",605
"A","state",2024-05-26,"Cobolite Coalition Calling","Quantumridge",2000,"DGM",474
"A","state",2024-05-26,"Cobolite Coalition Calling","Quantumridge",2000,"PDAL",921
"A","state",2024-05-26,"Cobolite Coalition Calling","Quantumridge",2000,"SS",0
"A","state",2024-05-27,"Proudly Paid For Polling","Electropolis",1000,"CC",490
"A","state",2024-05-27,"Proudly Paid For Polling","Electropolis",1000,"DGM",215
"A","state",2024-05-27,"Proudly Paid For Polling","Electropolis",1000,"PDAL",295
"A","state",2024-05-27,"Proudly Paid For Polling","Electropolis",1000,"SS",0
"A","state",2024-05-27,"Progressive Polling","Circuiton",1000,"CC",162
"A","state",2024-05-27,"Progressive Polling","Circuiton",1000,"DGM",357
"A","state",2024-05-27,"Progressive Polling","Circuiton",1000,"PDAL",481
"A","state",2024-05-27,"Progressive Polling","Circuiton",1000,"SS",0
"A","state",2024-05-28,"Dataland Register-Gazette","Cortexia",1500,"CC",288
"A","state",2024-05-28,"Dataland Register-Gazette","Cortexia",1500,"DGM",319
"A","state",2024-05-28,"Dataland Register-Gazette","Cortexia",1500,"PDAL",388
"A","state",2024-05-28,"Dataland Register-Gazette","Cortexia",1500,"SS",505
"A","state",2024-05-28,"Metaflux University","Binaryshire",1500,"CC",1379
"A","state",2024-05-28,"Metaflux University","Binaryshire",1500,"DGM",10
"A","state",2024-05-28,"Metaflux University","Binaryshire",1500,"PDAL",111
"A","state",2024-05-28,"Metaflux University","Binaryshire",1500,"SS",0
"A","state",2024-05-28,"Cobolite Coalition Calling","Infoglen",2000,"CC",1021
"A","state",2024-05-28,"Cobolite Coalition Calling","Infoglen",2000,"DGM",402
"A","state",2024-05-28,"Cobolite Coalition Calling","Infoglen",2000,"PDAL",577
"A","state",2024-05-28,"Cobolite Coalition Calling","Infoglen",2000,"SS",0
"A","state",2024-05-28,"Proudly Paid For Polling","Neuronia",1000,"CC",57
"A","state",2024-05-28,"Proudly Paid For Polling","Neuronia",1000,"DGM",192
"A","state",2024-05-28,"Proudly Paid For Polling","Neuronia",1000,"PDAL",125
"A","state",2024-05-28,"Proudly Paid For Polling","Neuronia",1000,"SS",626
"A","state",2024-05-29,"Progressive Polling","Cerebrica",1000,"CC",358
"A","state",2024-05-29,"Progressive Polling","Cerebrica",1000,"DGM",299
"A","state",2024-05-29,"Progressive Polling","Cerebrica",1000,"PDAL",254
"A","state",2024-05-29,"Progressive Polling","Cerebrica",1000,"SS",90
"A","state",2024-05-30,"Proudly Paid For Polling","Infoglen",1000,"CC",475
"A","state",2024-05-30,"Proudly Paid For Polling","Infoglen",1000,"DGM",250
"A","state",2024-05-30,"Proudly Paid For Polling","Infoglen",1000,"PDAL",275
"A","state",2024-05-30,"Proudly Paid For Polling","Infoglen",1000,"SS",0
"A","state",2024-05-30,"Metaflux University","Byteforge Domain",1500,"CC",737
"A","state",2024-05-30,"Metaflux University","Byteforge Domain",1500,"DGM",115
"A","state",2024-05-30,"Metaflux University","Byteforge Domain",1500,"PDAL",648
"A","state",2024-05-30,"Metaflux University","Byteforge Domain",1500,"SS",0
"A","state",2024-05-30,"Electropolis Elects","Electropolis",1000,"CC",413
"A","state",2024-05-30,"Electropolis Elects","Electropolis",1000,"DGM",262
"A","state",2024-05-30,"Electropolis Elects","Electropolis",1000,"PDAL",326
"A","state",2024-05-30,"Electropolis Elects","Electropolis",1000,"SS",0
"A","state",2024-05-31,"Cobolite Coalition Calling","Cerebrica",2000,"CC",702
"A","state",2024-05-31,"Cobolite Coalition Calling","Cerebrica",2000,"DGM",660
"A","state",2024-05-31,"Cobolite Coalition Calling","Cerebrica",2000,"PDAL",450
"A","state",2024-05-31,"Cobolite Coalition Calling","Cerebrica",2000,"SS",188
"A","state",2024-06-03,"Dataland Register-Gazette","Cerebrica",1500,"CC",531
"A","state",2024-06-03,"Dataland Register-Gazette","Cerebrica",1500,"DGM",413
"A","state",2024-06-03,"Dataland Register-Gazette","Cerebrica",1500,"PDAL",398
"A","state",2024-06-03,"Dataland Register-Gazette","Cerebrica",1500,"SS",158
"A","state",2024-06-03,"Dataland Register-Gazette","Byteforge Domain",1500,"CC",673
"A","state",2024-06-03,"Dataland Register-Gazette","Byteforge Domain",1500,"DGM",98
"A","state",2024-06-03,"Dataland Register-Gazette","Byteforge Domain",1500,"PDAL",728
"A","state",2024-06-03,"Dataland Register-Gazette","Byteforge Domain",1500,"SS",0
