"scenario","type_of_poll","date","pollster","geography","sample_size","party","value"
"C","state",2024-05-04,"Dataland Register-Gazette","Voltagea",1500,"CC",210
"C","state",2024-05-04,"Dataland Register-Gazette","Voltagea",1500,"DGM",704
"C","state",2024-05-04,"Dataland Register-Gazette","Voltagea",1500,"PDAL",586
"C","state",2024-05-04,"Dataland Register-Gazette","Voltagea",1500,"SSP",0
"C","state",2024-05-04,"Progressive Polling","Electropolis",1000,"CC",436
"C","state",2024-05-04,"Progressive Polling","Electropolis",1000,"DGM",303
"C","state",2024-05-04,"Progressive Polling","Electropolis",1000,"PDAL",260
"C","state",2024-05-04,"Progressive Polling","Electropolis",1000,"SSP",0
"C","state",2024-05-05,"No Province Left Behind","Quantumridge",500,"CC",67
"C","state",2024-05-05,"No Province Left Behind","Quantumridge",500,"DGM",224
"C","state",2024-05-05,"No Province Left Behind","Quantumridge",500,"PDAL",209
"C","state",2024-05-05,"No Province Left Behind","Quantumridge",500,"SSP",0
"C","state",2024-05-05,"Progressive Polling","Voltagea",1000,"CC",119
"C","state",2024-05-05,"Progressive Polling","Voltagea",1000,"DGM",445
"C","state",2024-05-05,"Progressive Polling","Voltagea",1000,"PDAL",437
"C","state",2024-05-05,"Progressive Polling","Voltagea",1000,"SSP",0
"C","state",2024-05-05,"Proudly Paid For Polling","Amperville",1000,"CC",63
"C","state",2024-05-05,"Proudly Paid For Polling","Amperville",1000,"DGM",366
"C","state",2024-05-05,"Proudly Paid For Polling","Amperville",1000,"PDAL",571
"C","state",2024-05-05,"Proudly Paid For Polling","Amperville",1000,"SSP",0
"C","state",2024-05-06,"Cobolite Coalition Calling","Infoglen",2000,"CC",520
"C","state",2024-05-06,"Cobolite Coalition Calling","Infoglen",2000,"DGM",777
"C","state",2024-05-06,"Cobolite Coalition Calling","Infoglen",2000,"PDAL",703
"C","state",2024-05-06,"Cobolite Coalition Calling","Infoglen",2000,"SSP",0
"C","state",2024-05-06,"Metaflux University","Infoglen",1500,"CC",527
"C","state",2024-05-06,"Metaflux University","Infoglen",1500,"DGM",675
"C","state",2024-05-06,"Metaflux University","Infoglen",1500,"PDAL",298
"C","state",2024-05-06,"Metaflux University","Infoglen",1500,"SSP",0
"C","state",2024-05-07,"Cobolite Coalition Calling","Binaryshire",2000,"CC",1685
"C","state",2024-05-07,"Cobolite Coalition Calling","Binaryshire",2000,"DGM",76
"C","state",2024-05-07,"Cobolite Coalition Calling","Binaryshire",2000,"PDAL",238
"C","state",2024-05-07,"Cobolite Coalition Calling","Binaryshire",2000,"SSP",0
"C","state",2024-05-08,"Cobolite Coalition Calling","Byteforge Domain",2000,"CC",802
"C","state",2024-05-08,"Cobolite Coalition Calling","Byteforge Domain",2000,"DGM",258
"C","state",2024-05-08,"Cobolite Coalition Calling","Byteforge Domain",2000,"PDAL",941
"C","state",2024-05-08,"Cobolite Coalition Calling","Byteforge Domain",2000,"SSP",0
"C","state",2024-05-08,"Progressive Polling","Cortexia",1000,"CC",134
"C","state",2024-05-08,"Progressive Polling","Cortexia",1000,"DGM",302
"C","state",2024-05-08,"Progressive Polling","Cortexia",1000,"PDAL",279
"C","state",2024-05-08,"Progressive Polling","Cortexia",1000,"SSP",285
"C","state",2024-05-08,"Dataland Register-Gazette","Byteforge Domain",1500,"CC",436
"C","state",2024-05-08,"Dataland Register-Gazette","Byteforge Domain",1500,"DGM",257
"C","state",2024-05-08,"Dataland Register-Gazette","Byteforge Domain",1500,"PDAL",807
"C","state",2024-05-08,"Dataland Register-Gazette","Byteforge Domain",1500,"SSP",0
"C","state",2024-05-09,"Proudly Paid For Polling","Electropolis",1000,"CC",325
"C","state",2024-05-09,"Proudly Paid For Polling","Electropolis",1000,"DGM",410
"C","state",2024-05-09,"Proudly Paid For Polling","Electropolis",1000,"PDAL",265
"C","state",2024-05-09,"Proudly Paid For Polling","Electropolis",1000,"SSP",0
"C","state",2024-05-09,"Proudly Paid For Polling","Infoglen",1000,"CC",268
"C","state",2024-05-09,"Proudly Paid For Polling","Infoglen",1000,"DGM",411
"C","state",2024-05-09,"Proudly Paid For Polling","Infoglen",1000,"PDAL",320
"C","state",2024-05-09,"Proudly Paid For Polling","Infoglen",1000,"SSP",0
"C","state",2024-05-10,"Proudly Paid For Polling","Infoglen",1000,"CC",343
"C","state",2024-05-10,"Proudly Paid For Polling","Infoglen",1000,"DGM",390
"C","state",2024-05-10,"Proudly Paid For Polling","Infoglen",1000,"PDAL",266
"C","state",2024-05-10,"Proudly Paid For Polling","Infoglen",1000,"SSP",0
"C","regional",2024-04-05,"Big Dataland Surveys","Metaflux Realm",10000,"CC",2931
"C","regional",2024-04-05,"Big Dataland Surveys","Metaflux Realm",10000,"DGM",4086
"C","regional",2024-04-05,"Big Dataland Surveys","Metaflux Realm",10000,"PDAL",2982
"C","regional",2024-04-05,"Big Dataland Surveys","Metaflux Realm",10000,"SSP",0
"C","regional",2024-04-11,"Cobolite Coalition Calling","Synapse Territories",2000,"CC",373
"C","regional",2024-04-11,"Cobolite Coalition Calling","Synapse Territories",2000,"DGM",471
"C","regional",2024-04-11,"Cobolite Coalition Calling","Synapse Territories",2000,"PDAL",588
"C","regional",2024-04-11,"Cobolite Coalition Calling","Synapse Territories",2000,"SSP",569
"C","regional",2024-04-13,"Synapse Strategies","Synapse Territories",1000,"CC",149
"C","regional",2024-04-13,"Synapse Strategies","Synapse Territories",1000,"DGM",285
"C","regional",2024-04-13,"Synapse Strategies","Synapse Territories",1000,"PDAL",224
"C","regional",2024-04-13,"Synapse Strategies","Synapse Territories",1000,"SSP",342
"C","regional",2024-04-22,"Big Dataland Surveys","Metaflux Realm",10000,"CC",2976
"C","regional",2024-04-22,"Big Dataland Surveys","Metaflux Realm",10000,"DGM",4242
"C","regional",2024-04-22,"Big Dataland Surveys","Metaflux Realm",10000,"PDAL",2782
"C","regional",2024-04-22,"Big Dataland Surveys","Metaflux Realm",10000,"SSP",0
"C","regional",2024-04-23,"Conference Board of Dataland","Synapse Territories",3000,"CC",479
"C","regional",2024-04-23,"Conference Board of Dataland","Synapse Territories",3000,"DGM",967
"C","regional",2024-04-23,"Conference Board of Dataland","Synapse Territories",3000,"PDAL",740
"C","regional",2024-04-23,"Conference Board of Dataland","Synapse Territories",3000,"SSP",814
"C","regional",2024-04-23,"Cobolite Coalition Calling","Synapse Territories",2000,"CC",400
"C","regional",2024-04-23,"Cobolite Coalition Calling","Synapse Territories",2000,"DGM",398
"C","regional",2024-04-23,"Cobolite Coalition Calling","Synapse Territories",2000,"PDAL",405
"C","regional",2024-04-23,"Cobolite Coalition Calling","Synapse Territories",2000,"SSP",796
"C","regional",2024-04-27,"Proudly Paid For Polling","Metaflux Realm",1000,"CC",355
"C","regional",2024-04-27,"Proudly Paid For Polling","Metaflux Realm",1000,"DGM",348
"C","regional",2024-04-27,"Proudly Paid For Polling","Metaflux Realm",1000,"PDAL",297
"C","regional",2024-04-27,"Proudly Paid For Polling","Metaflux Realm",1000,"SSP",0
"C","regional",2024-04-28,"Proudly Paid For Polling","Circuit Confederation",1000,"CC",187
"C","regional",2024-04-28,"Proudly Paid For Polling","Circuit Confederation",1000,"DGM",499
"C","regional",2024-04-28,"Proudly Paid For Polling","Circuit Confederation",1000,"PDAL",313
"C","regional",2024-04-28,"Proudly Paid For Polling","Circuit Confederation",1000,"SSP",0
"C","regional",2024-04-28,"Cobolite Coalition Calling","Metaflux Realm",2000,"CC",829
"C","regional",2024-04-28,"Cobolite Coalition Calling","Metaflux Realm",2000,"DGM",508
"C","regional",2024-04-28,"Cobolite Coalition Calling","Metaflux Realm",2000,"PDAL",663
"C","regional",2024-04-28,"Cobolite Coalition Calling","Metaflux Realm",2000,"SSP",0
"C","regional",2024-04-28,"Cobolite Coalition Calling","Synapse Territories",2000,"CC",495
"C","regional",2024-04-28,"Cobolite Coalition Calling","Synapse Territories",2000,"DGM",560
"C","regional",2024-04-28,"Cobolite Coalition Calling","Synapse Territories",2000,"PDAL",296
"C","regional",2024-04-28,"Cobolite Coalition Calling","Synapse Territories",2000,"SSP",648
"C","regional",2024-04-29,"Big Dataland Surveys","Metaflux Realm",10000,"CC",2674
"C","regional",2024-04-29,"Big Dataland Surveys","Metaflux Realm",10000,"DGM",4047
"C","regional",2024-04-29,"Big Dataland Surveys","Metaflux Realm",10000,"PDAL",3279
"C","regional",2024-04-29,"Big Dataland Surveys","Metaflux Realm",10000,"SSP",0
"C","regional",2024-04-30,"Dataland Register-Gazette","Circuit Confederation",1500,"CC",390
"C","regional",2024-04-30,"Dataland Register-Gazette","Circuit Confederation",1500,"DGM",468
"C","regional",2024-04-30,"Dataland Register-Gazette","Circuit Confederation",1500,"PDAL",642
"C","regional",2024-04-30,"Dataland Register-Gazette","Circuit Confederation",1500,"SSP",0
"C","regional",2024-04-30,"Big Dataland Surveys","Metaflux Realm",10000,"CC",3851
"C","regional",2024-04-30,"Big Dataland Surveys","Metaflux Realm",10000,"DGM",3749
"C","regional",2024-04-30,"Big Dataland Surveys","Metaflux Realm",10000,"PDAL",2400
"C","regional",2024-04-30,"Big Dataland Surveys","Metaflux Realm",10000,"SSP",0
"C","regional",2024-04-30,"Synapse Strategies","Synapse Territories",1000,"CC",167
"C","regional",2024-04-30,"Synapse Strategies","Synapse Territories",1000,"DGM",286
"C","regional",2024-04-30,"Synapse Strategies","Synapse Territories",1000,"PDAL",230
"C","regional",2024-04-30,"Synapse Strategies","Synapse Territories",1000,"SSP",317
"C","regional",2024-04-30,"Conference Board of Dataland","Circuit Confederation",3000,"CC",791
"C","regional",2024-04-30,"Conference Board of Dataland","Circuit Confederation",3000,"DGM",1076
"C","regional",2024-04-30,"Conference Board of Dataland","Circuit Confederation",3000,"PDAL",1133
"C","regional",2024-04-30,"Conference Board of Dataland","Circuit Confederation",3000,"SSP",0
"C","regional",2024-04-30,"Conference Board of Dataland","Metaflux Realm",3000,"CC",1105
"C","regional",2024-04-30,"Conference Board of Dataland","Metaflux Realm",3000,"DGM",1031
"C","regional",2024-04-30,"Conference Board of Dataland","Metaflux Realm",3000,"PDAL",864
"C","regional",2024-04-30,"Conference Board of Dataland","Metaflux Realm",3000,"SSP",0
"C","regional",2024-04-30,"Conference Board of Dataland","Synapse Territories",3000,"CC",624
"C","regional",2024-04-30,"Conference Board of Dataland","Synapse Territories",3000,"DGM",854
"C","regional",2024-04-30,"Conference Board of Dataland","Synapse Territories",3000,"PDAL",729
"C","regional",2024-04-30,"Conference Board of Dataland","Synapse Territories",3000,"SSP",792
"C","regional",2024-05-02,"Dataland Register-Gazette","Circuit Confederation",1500,"CC",366
"C","regional",2024-05-02,"Dataland Register-Gazette","Circuit Confederation",1500,"DGM",565
"C","regional",2024-05-02,"Dataland Register-Gazette","Circuit Confederation",1500,"PDAL",569
"C","regional",2024-05-02,"Dataland Register-Gazette","Circuit Confederation",1500,"SSP",0
"C","regional",2024-05-06,"Dataland Register-Gazette","Circuit Confederation",1500,"CC",375
"C","regional",2024-05-06,"Dataland Register-Gazette","Circuit Confederation",1500,"DGM",522
"C","regional",2024-05-06,"Dataland Register-Gazette","Circuit Confederation",1500,"PDAL",604
"C","regional",2024-05-06,"Dataland Register-Gazette","Circuit Confederation",1500,"SSP",0
"C","regional",2024-05-06,"Big Dataland Surveys","Metaflux Realm",10000,"CC",3318
"C","regional",2024-05-06,"Big Dataland Surveys","Metaflux Realm",10000,"DGM",3668
"C","regional",2024-05-06,"Big Dataland Surveys","Metaflux Realm",10000,"PDAL",3014
"C","regional",2024-05-06,"Big Dataland Surveys","Metaflux Realm",10000,"SSP",0
"C","regional",2024-05-07,"Conference Board of Dataland","Circuit Confederation",3000,"CC",682
"C","regional",2024-05-07,"Conference Board of Dataland","Circuit Confederation",3000,"DGM",1046
"C","regional",2024-05-07,"Conference Board of Dataland","Circuit Confederation",3000,"PDAL",1272
"C","regional",2024-05-07,"Conference Board of Dataland","Circuit Confederation",3000,"SSP",0
"C","regional",2024-05-07,"Dataland Register-Gazette","Synapse Territories",1500,"CC",236
"C","regional",2024-05-07,"Dataland Register-Gazette","Synapse Territories",1500,"DGM",454
"C","regional",2024-05-07,"Dataland Register-Gazette","Synapse Territories",1500,"PDAL",436
"C","regional",2024-05-07,"Dataland Register-Gazette","Synapse Territories",1500,"SSP",375
"C","regional",2024-05-07,"Conference Board of Dataland","Synapse Territories",3000,"CC",511
"C","regional",2024-05-07,"Conference Board of Dataland","Synapse Territories",3000,"DGM",835
"C","regional",2024-05-07,"Conference Board of Dataland","Synapse Territories",3000,"PDAL",927
"C","regional",2024-05-07,"Conference Board of Dataland","Synapse Territories",3000,"SSP",727
"C","regional",2024-05-07,"Conference Board of Dataland","Metaflux Realm",3000,"CC",971
"C","regional",2024-05-07,"Conference Board of Dataland","Metaflux Realm",3000,"DGM",988
"C","regional",2024-05-07,"Conference Board of Dataland","Metaflux Realm",3000,"PDAL",1041
"C","regional",2024-05-07,"Conference Board of Dataland","Metaflux Realm",3000,"SSP",0
"C","regional",2024-05-08,"Dataland Register-Gazette","Circuit Confederation",1500,"CC",354
"C","regional",2024-05-08,"Dataland Register-Gazette","Circuit Confederation",1500,"DGM",571
"C","regional",2024-05-08,"Dataland Register-Gazette","Circuit Confederation",1500,"PDAL",576
"C","regional",2024-05-08,"Dataland Register-Gazette","Circuit Confederation",1500,"SSP",0
"C","regional",2024-05-09,"Dataland Register-Gazette","Circuit Confederation",1500,"CC",314
"C","regional",2024-05-09,"Dataland Register-Gazette","Circuit Confederation",1500,"DGM",484
"C","regional",2024-05-09,"Dataland Register-Gazette","Circuit Confederation",1500,"PDAL",702
"C","regional",2024-05-09,"Dataland Register-Gazette","Circuit Confederation",1500,"SSP",0
"C","regional",2024-05-10,"Big Dataland Surveys","Synapse Territories",10000,"CC",1517
"C","regional",2024-05-10,"Big Dataland Surveys","Synapse Territories",10000,"DGM",3169
"C","regional",2024-05-10,"Big Dataland Surveys","Synapse Territories",10000,"PDAL",2787
"C","regional",2024-05-10,"Big Dataland Surveys","Synapse Territories",10000,"SSP",2528
"C","regional",2024-05-10,"Dataland Register-Gazette","Metaflux Realm",1500,"CC",459
"C","regional",2024-05-10,"Dataland Register-Gazette","Metaflux Realm",1500,"DGM",508
"C","regional",2024-05-10,"Dataland Register-Gazette","Metaflux Realm",1500,"PDAL",534
"C","regional",2024-05-10,"Dataland Register-Gazette","Metaflux Realm",1500,"SSP",0
"C","national",2024-04-02,"Dataland Daily","National",200,"CC",49
"C","national",2024-04-02,"Dataland Daily","National",200,"DGM",70
"C","national",2024-04-02,"Dataland Daily","National",200,"PDAL",63
"C","national",2024-04-02,"Dataland Daily","National",200,"SSP",18
"C","national",2024-04-03,"Dataland Daily","National",200,"CC",58
"C","national",2024-04-03,"Dataland Daily","National",200,"DGM",61
"C","national",2024-04-03,"Dataland Daily","National",200,"PDAL",66
"C","national",2024-04-03,"Dataland Daily","National",200,"SSP",15
"C","national",2024-04-04,"Dataland Daily","National",200,"CC",44
"C","national",2024-04-04,"Dataland Daily","National",200,"DGM",81
"C","national",2024-04-04,"Dataland Daily","National",200,"PDAL",63
"C","national",2024-04-04,"Dataland Daily","National",200,"SSP",11
"C","national",2024-04-05,"Dataland Daily","National",200,"CC",32
"C","national",2024-04-05,"Dataland Daily","National",200,"DGM",88
"C","national",2024-04-05,"Dataland Daily","National",200,"PDAL",65
"C","national",2024-04-05,"Dataland Daily","National",200,"SSP",14
"C","national",2024-04-06,"Dataland Daily","National",200,"CC",50
"C","national",2024-04-06,"Dataland Daily","National",200,"DGM",69
"C","national",2024-04-06,"Dataland Daily","National",200,"PDAL",64
"C","national",2024-04-06,"Dataland Daily","National",200,"SSP",18
"C","national",2024-04-06,"Big Dataland Surveys","National",10000,"CC",2368
"C","national",2024-04-06,"Big Dataland Surveys","National",10000,"DGM",4123
"C","national",2024-04-06,"Big Dataland Surveys","National",10000,"PDAL",2788
"C","national",2024-04-06,"Big Dataland Surveys","National",10000,"SSP",721
"C","national",2024-04-07,"Dataland Daily","National",200,"CC",43
"C","national",2024-04-07,"Dataland Daily","National",200,"DGM",80
"C","national",2024-04-07,"Dataland Daily","National",200,"PDAL",66
"C","national",2024-04-07,"Dataland Daily","National",200,"SSP",11
"C","national",2024-04-08,"Dataland Daily","National",200,"CC",41
"C","national",2024-04-08,"Dataland Daily","National",200,"DGM",82
"C","national",2024-04-08,"Dataland Daily","National",200,"PDAL",57
"C","national",2024-04-08,"Dataland Daily","National",200,"SSP",20
"C","national",2024-04-09,"Dataland Daily","National",200,"CC",49
"C","national",2024-04-09,"Dataland Daily","National",200,"DGM",57
"C","national",2024-04-09,"Dataland Daily","National",200,"PDAL",84
"C","national",2024-04-09,"Dataland Daily","National",200,"SSP",10
"C","national",2024-04-10,"Dataland Daily","National",200,"CC",52
"C","national",2024-04-10,"Dataland Daily","National",200,"DGM",64
"C","national",2024-04-10,"Dataland Daily","National",200,"PDAL",65
"C","national",2024-04-10,"Dataland Daily","National",200,"SSP",20
"C","national",2024-04-11,"Dataland Daily","National",200,"CC",50
"C","national",2024-04-11,"Dataland Daily","National",200,"DGM",66
"C","national",2024-04-11,"Dataland Daily","National",200,"PDAL",76
"C","national",2024-04-11,"Dataland Daily","National",200,"SSP",8
"C","national",2024-04-11,"Big Dataland Surveys","National",10000,"CC",2260
"C","national",2024-04-11,"Big Dataland Surveys","National",10000,"DGM",3942
"C","national",2024-04-11,"Big Dataland Surveys","National",10000,"PDAL",3113
"C","national",2024-04-11,"Big Dataland Surveys","National",10000,"SSP",685
"C","national",2024-04-12,"Dataland Daily","National",200,"CC",43
"C","national",2024-04-12,"Dataland Daily","National",200,"DGM",81
"C","national",2024-04-12,"Dataland Daily","National",200,"PDAL",61
"C","national",2024-04-12,"Dataland Daily","National",200,"SSP",15
"C","national",2024-04-13,"Dataland Daily","National",200,"CC",52
"C","national",2024-04-13,"Dataland Daily","National",200,"DGM",73
"C","national",2024-04-13,"Dataland Daily","National",200,"PDAL",63
"C","national",2024-04-13,"Dataland Daily","National",200,"SSP",13
"C","national",2024-04-14,"Dataland Daily","National",200,"CC",25
"C","national",2024-04-14,"Dataland Daily","National",200,"DGM",84
"C","national",2024-04-14,"Dataland Daily","National",200,"PDAL",76
"C","national",2024-04-14,"Dataland Daily","National",200,"SSP",15
"C","national",2024-04-15,"Dataland Daily","National",200,"CC",49
"C","national",2024-04-15,"Dataland Daily","National",200,"DGM",86
"C","national",2024-04-15,"Dataland Daily","National",200,"PDAL",58
"C","national",2024-04-15,"Dataland Daily","National",200,"SSP",7
"C","national",2024-04-16,"Dataland Daily","National",200,"CC",34
"C","national",2024-04-16,"Dataland Daily","National",200,"DGM",66
"C","national",2024-04-16,"Dataland Daily","National",200,"PDAL",83
"C","national",2024-04-16,"Dataland Daily","National",200,"SSP",17
"C","national",2024-04-17,"Dataland Daily","National",200,"CC",32
"C","national",2024-04-17,"Dataland Daily","National",200,"DGM",88
