"date","province","cc_mean_vote_share","dgm_mean_vote_share","pdal_mean_vote_share","ssp_mean_vote_share","cc_prob_win","dgm_prob_win","pdal_prob_win","ssp_prob_win"
2024-04-08,"Circuiton",0.08181244152,0.5974201292,0.3207674408,0,0.012,0.782,0.206,0
2024-04-08,"Cortexia",0.1406165327,0.2030914706,0.350195132,0.306096873,0.001,0.012,0.664,0.323
2024-04-08,"Electropolis",0.411058472,0.1888789429,0.400062564,0,0.52,0.007,0.473,0
2024-04-08,"Infinitron Peninsula",0.5669436434,0.2181151718,0.2149411744,0,0.787,0.161,0.052,0
2024-04-08,"Infoglen",0.589633556,0.172380466,0.237985983,0,1,0,0,0
2024-04-08,"Neuronia",0.0675283059,0.2215330309,0.1640588958,0.546879745,0.001,0.062,0.026,0.911
2024-04-08,"Quantumridge",0.23785429057,0.39432887227,0.3678168433,0,0.193,0.46,0.347,0
2024-04-08,"Voltagea",0.1425534134,0.252265528,0.605181044,0,0.001,0.004,0.995,0
2024-04-09,"Amperville",0.06614440655,0.1304462481,0.803409354,0,0,0.001,0.999,0
2024-04-09,"Binaryshire",0.900377916,0.00892579455,0.090696297,0,1,0,0,0
2024-04-09,"Byteforge Domain",0.4786357347,0.10920838146,0.4121558693,0,0.596,0.016,0.388,0
2024-04-09,"Cerebrica",0.2258805421,0.374902994,0.318044819,0.0811716406,0.061,0.649,0.29,0
2024-04-09,"Circuiton",0.053413122236,0.678873827,0.2677130537,0,0.004,0.893,0.103,0
2024-04-09,"Cortexia",0.1336759077,0.2169267298,0.348864139,0.300533212,0.002,0.042,0.66,0.296
2024-04-09,"Electropolis",0.297168843,0.2902426171,0.412588549,0,0.106,0.15,0.744,0
2024-04-09,"Infinitron Peninsula",0.512189526,0.26965528112,0.2181551928,0,0.69,0.252,0.058,0
2024-04-09,"Infoglen",0.533815012,0.2268899875,0.239295025,0,0.984,0.016,0,0
2024-04-09,"Neuronia",0.06382198712,0.2336335824,0.1651594345,0.537385006,0,0.069,0.028,0.903
2024-04-09,"Quantumridge",0.19412096745,0.4636453479,0.342233709,0,0.136,0.602,0.262,0
2024-04-09,"Voltagea",0.1017029166,0.335997598,0.562299473,0,0,0.075,0.925,0
2024-04-10,"Amperville",0.06348542621,0.1361300152,0.800384574,0,0,0.001,0.999,0
2024-04-10,"Binaryshire",0.907847938,0.00817019007,0.0839818935,0,1,0,0,0
2024-04-10,"Byteforge Domain",0.513578213,0.097151683,0.389270087,0,0.7,0.006,0.294,0
2024-04-10,"Cerebrica",0.234213749,0.362546516,0.320071641,0.0831680753,0.06,0.633,0.307,0
2024-04-10,"Circuiton",0.04846491359,0.694525655,0.2570094184,0,0.003,0.902,0.095,0
2024-04-10,"Cortexia",0.1332645337,0.2108647156,0.342937267,0.312933472,0.002,0.031,0.601,0.366
2024-04-10,"Electropolis",0.269338421,0.315448959,0.415212616,0,0.056,0.212,0.732,0
2024-04-10,"Infinitron Peninsula",0.5389077451,0.24962817735,0.2114640737,0,0.74,0.215,0.045,0
2024-04-10,"Infoglen",0.579206649,0.2017916681,0.219001664,0,0.998,0.002,0,0
2024-04-10,"Neuronia",0.06394057678,0.227942123,0.1621033402,0.546013928,0,0.04,0.022,0.938
2024-04-10,"Quantumridge",0.20627994321,0.4510041279,0.3427159306,0,0.15,0.584,0.266,0
2024-04-10,"Voltagea",0.0977191705,0.3504866,0.551794237,0,0,0.11,0.89,0
2024-04-11,"Amperville",0.08227335982,0.1243690921,0.793357561,0,0,0.002,0.998,0
2024-04-11,"Binaryshire",0.938177978,0.004735150162,0.0570868688,0,1,0,0,0
2024-04-11,"Byteforge Domain",0.631833493,0.06391567236,0.3042508486,0,0.952,0.001,0.047,0
2024-04-11,"Cerebrica",0.270951929,0.33289273,0.31060915,0.0855461971,0.149,0.554,0.297,0
2024-04-11,"Circuiton",0.062892178651,0.673845104,0.2632627168,0,0.002,0.892,0.106,0
2024-04-11,"Cortexia",0.1465219954,0.1988833928,0.327889741,0.326704859,0.005,0.022,0.486,0.487
2024-04-11,"Electropolis",0.326785823,0.2825067199,0.390707458,0,0.251,0.151,0.598,0
2024-04-11,"Infinitron Peninsula",0.658216487,0.16796202914,0.1738214863,0,0.903,0.081,0.016,0
2024-04-11,"Infoglen",0.717468577,0.1227648647,0.1597665498,0,1,0,0,0
2024-04-11,"Neuronia",0.07263046493,0.2163985602,0.1580198552,0.552951096,0,0.026,0.009,0.965
2024-04-11,"Quantumridge",0.2890839289,0.37778307054,0.3331330089,0,0.286,0.468,0.246,0
2024-04-11,"Voltagea",0.1269531567,0.328934698,0.544112172,0,0,0.088,0.912,0
2024-04-12,"Amperville",0.09536097608,0.1140886942,0.790550345,0,0,0.001,0.999,0
2024-04-12,"Binaryshire",0.944944334,0.004161676962,0.0508939722,0,1,0,0,0
2024-04-12,"Byteforge Domain",0.664441013,0.05310052356,0.2824584346,0,0.964,0,0.036,0
2024-04-12,"Cerebrica",0.296614287,0.316909935,0.305842148,0.0806336534,0.136,0.595,0.269,0
2024-04-12,"Circuiton",0.076622415776,0.648272083,0.2751054929,0,0.01,0.874,0.116,0
2024-04-12,"Cortexia",0.1621446052,0.1966202922,0.324315661,0.316919471,0.021,0.026,0.518,0.435
2024-04-12,"Electropolis",0.375985883,0.2526956943,0.371318428,0,0.484,0.092,0.424,0
2024-04-12,"Infinitron Peninsula",0.70262533,0.13889780663,0.1584768791,0,0.944,0.044,0.012,0
2024-04-12,"Infoglen",0.742395266,0.1090032717,0.1486014693,0,1,0,0,0
2024-04-12,"Neuronia",0.07997439931,0.2156553231,0.160859006,0.543511262,0,0.027,0.008,0.965
2024-04-12,"Quantumridge",0.3330672522,0.3355038509,0.3314288854,0,0.364,0.385,0.251,0
2024-04-12,"Voltagea",0.1507132551,0.308404449,0.540882294,0,0.002,0.077,0.921,0
2024-04-13,"Amperville",0.08882605881,0.1194927656,0.791681189,0,0,0,1,0
2024-04-13,"Binaryshire",0.941143489,0.004665588747,0.0541909182,0,1,0,0,0
2024-04-13,"Byteforge Domain",0.638676477,0.05695309846,0.304370425,0,0.941,0,0.059,0
2024-04-13,"Cerebrica",0.308173075,0.317673389,0.299469845,0.0746836788,0.36,0.424,0.216,0
2024-04-13,"Circuiton",0.070215845752,0.660320293,0.2694638611,0,0.009,0.88,0.111,0
2024-04-13,"Cortexia",0.1751841037,0.2028197108,0.335828912,0.286167275,0.036,0.049,0.647,0.268
2024-04-13,"Electropolis",0.359468784,0.2675958796,0.372935312,0,0.397,0.127,0.476,0
2024-04-13,"Infinitron Peninsula",0.688746559,0.14685810368,0.1643953371,0,0.935,0.051,0.014,0
2024-04-13,"Infoglen",0.707357532,0.1276217861,0.1650206916,0,1,0,0,0
2024-04-13,"Neuronia",0.08473297035,0.2249139307,0.172037221,0.518315864,0,0.033,0.012,0.955
2024-04-13,"Quantumridge",0.3224764986,0.3390582426,0.3384652751,0,0.339,0.387,0.274,0
2024-04-13,"Voltagea",0.1405471661,0.322142619,0.537310228,0,0.001,0.098,0.901,0
2024-04-14,"Amperville",0.07268792723,0.1198751097,0.807436966,0,0,0.002,0.998,0
2024-04-14,"Binaryshire",0.927984732,0.005678008353,0.06633726,0,1,0,0,0
2024-04-14,"Byteforge Domain",0.578221206,0.06308333178,0.358695456,0,0.84,0,0.16,0
2024-04-14,"Cerebrica",0.304361293,0.313916981,0.308036742,0.0736849618,0.349,0.37,0.281,0
2024-04-14,"Circuiton",0.05990645278,0.658595658,0.2814978929,0,0.002,0.884,0.114,0
2024-04-14,"Cortexia",0.1748366117,0.2047141505,0.348627514,0.271821744,0.031,0.053,0.724,0.192
2024-04-14,"Electropolis",0.315534682,0.2787284483,0.405736852,0,0.197,0.138,0.665,0
2024-04-14,"Infinitron Peninsula",0.637877762,0.16722322531,0.1948990278,0,0.903,0.075,0.022,0
2024-04-14,"Infoglen",0.64452031,0.1518631752,0.2036165101,0,0.991,0.008,0.001,0
2024-04-14,"Neuronia",0.0839313525,0.2270354211,0.1792331987,0.509800034,0,0.036,0.012,0.952
2024-04-14,"Quantumridge",0.2847924468,0.3471937715,0.3680137888,0,0.265,0.382,0.353,0
2024-04-14,"Voltagea",0.1213911979,0.3235760283,0.555032765,0,0.001,0.096,0.903,0
2024-04-15,"Amperville",0.0648766622,0.1198368028,0.81528652,0,0,0,1,0
2024-04-15,"Binaryshire",0.919592421,0.006423977267,0.073983632,0,1,0,0,0
2024-04-15,"Byteforge Domain",0.539687289,0.06739355654,0.392919142,0,0.744,0,0.256,0
2024-04-15,"Cerebrica",0.311815322,0.309367274,0.307113867,0.0717035153,0.385,0.347,0.268,0
2024-04-15,"Circuiton",0.054100358713,0.659668167,0.2862314897,0,0.004,0.884,0.112,0
2024-04-15,"Cortexia",0.1798621291,0.2061744693,0.358095456,0.255867965,0.039,0.049,0.786,0.126
2024-04-15,"Electropolis",0.29250013,0.288340223,0.419159657,0,0.123,0.127,0.75,0
2024-04-15,"Infinitron Peninsula",0.6063030648,0.18078554363,0.2129113946,0,0.881,0.09,0.029,0
2024-04-15,"Infoglen",0.594790936,0.1732902799,0.2319188042,0,0.98,0.014,0.006,0
2024-04-15,"Neuronia",0.087060556,0.2305271979,0.1873642419,0.495047988,0,0.033,0.01,0.957
2024-04-15,"Quantumridge",0.2677917625,0.3472414143,0.384966852,0,0.211,0.366,0.423,0
2024-04-15,"Voltagea",0.1114859733,0.326888405,0.561625636,0,0.001,0.099,0.9,0
2024-04-16,"Amperville",0.06965903629,0.1414596998,0.788881262,0,0,0,1,0
2024-04-16,"Binaryshire",0.925578752,0.007181006541,0.067240235,0,1,0,0,0
2024-04-16,"Byteforge Domain",0.546747589,0.0757666783,0.377485764,0,0.794,0,0.206,0
2024-04-16,"Cerebrica",0.332570071,0.31565255,0.283955132,0.0678222436,0.729,0.256,0.015,0
2024-04-16,"Circuiton",0.050789204291,0.699151265,0.2500595031,0,0.003,0.925,0.072,0
2024-04-16,"Cortexia",0.1951221564,0.2154239359,0.342261053,0.247192812,0.077,0.087,0.723,0.113
2024-04-16,"Electropolis",0.2943371592,0.332615429,0.37304743,0,0.206,0.315,0.479,0
2024-04-16,"Infinitron Peninsula",0.612443692,0.19377087856,0.1937854458,0,0.885,0.101,0.014,0
2024-04-16,"Infoglen",0.578223811,0.2040925458,0.2176836308,0,0.949,0.048,0.003,0
2024-04-16,"Neuronia",0.0902569144,0.2377561228,0.1872076346,0.484779328,0,0.034,0.007,0.959
2024-04-16,"Quantumridge",0.2692644268,0.3733891085,0.3573464629,0,0.239,0.452,0.309,0
2024-04-16,"Voltagea",0.112535447,0.373650198,0.513814345,0,0,0.225,0.775,0
2024-04-17,"Amperville",0.0917832517,0.1229386805,0.785278065,0,0,0,1,0
2024-04-17,"Binaryshire",0.937190961,0.006201968382,0.0566070619,0,1,0,0,0
2024-04-17,"Byteforge Domain",0.606454956,0.0600712213,0.33347382,0,0.908,0,0.092,0
2024-04-17,"Cerebrica",0.351076182,0.304030966,0.254435105,0.0904577492,0.666,0.302,0.032,0
2024-04-17,"Circuiton",0.068155274,0.671628715,0.2602160047,0,0.007,0.919,0.074,0
2024-04-17,"Cortexia",0.1940305059,0.1952751893,0.289390218,0.321304096,0.055,0.036,0.341,0.568
2024-04-17,"Electropolis",0.366600953,0.288458561,0.344940493,0,0.492,0.19,0.318,0
2024-04-17,"Infinitron Peninsula",0.6637992563,0.16231859734,0.1738821418,0,0.941,0.05,0.009,0
2024-04-17,"Infoglen",0.619225501,0.1821534801,0.1986210039,0,0.972,0.026,0.002,0
2024-04-17,"Neuronia",0.082502231,0.1990960251,0.1531319278,0.565269816,0,0.003,0,0.997
2024-04-17,"Quantumridge",0.3133073914,0.3375428662,0.3491497277,0,0.327,0.365,0.308,0
2024-04-17,"Voltagea",0.1471567068,0.342154516,0.510688786,0,0.001,0.17,0.829,0
2024-04-18,"Amperville",0.0739415625,0.1469154293,0.779143006,0,0,0,1,0
2024-04-18,"Binaryshire",0.920266779,0.009496484279,0.0702367332,0,1,0,0,0
2024-04-18,"Byteforge Domain",0.536691555,0.08169874075,0.381609688,0,0.758,0,0.242,0
2024-04-18,"Cerebrica",0.327097054,0.32388476,0.251479496,0.0975386952,0.476,0.467,0.057,0
2024-04-18,"Circuiton",0.049548180999,0.718196552,0.2322552671,0,0.001,0.959,0.04,0
2024-04-18,"Cortexia",0.1799153374,0.2024660039,0.27454041,0.343078269,0.016,0.045,0.201,0.738
2024-04-18,"Electropolis",0.300199944,0.356221655,0.343578399,0,0.258,0.434,0.308,0
2024-04-18,"Infinitron Peninsula",0.5814228609,0.2230426126,0.1955345345,0,0.862,0.123,0.015,0
2024-04-18,"Infoglen",0.513155932,0.2581946145,0.2286494533,0,0.866,0.13,0.004,0
2024-04-18,"Neuronia",0.0725187938,0.1957079956,0.1463631106,0.585410081,0,0,0,1
2024-04-18,"Quantumridge",0.2496400242,0.3981598307,0.352200169,0,0.197,0.486,0.317,0
2024-04-18,"Voltagea",0.1166373315,0.396900719,0.486461909,0,0,0.309,0.691,0
2024-04-19,"Amperville",0.0948425397,0.1169080244,0.788249446,0,0,0,1,0
2024-04-19,"Binaryshire",0.937014729,0.006374027756,0.0566112656,0,1,0,0,0
2024-04-19,"Byteforge Domain",0.599404651,0.0572491994,0.343346149,0,0.909,0,0.091,0
2024-04-19,"Cerebrica",0.352107033,0.303587347,0.244319109,0.0999865192,0.645,0.307,0.048,0
2024-04-19,"Circuiton",0.06993188646,0.660852832,0.2692152541,0,0.002,0.916,0.082,0
2024-04-19,"Cortexia",0.1962366043,0.1904385894,0.262672453,0.35065236,0.027,0.016,0.132,0.825
2024-04-19,"Electropolis",0.392109349,0.2731958443,0.334694784,0,0.592,0.144,0.264,0
2024-04-19,"Infinitron Peninsula",0.663279116,0.16058876956,0.1761321358,0,0.95,0.043,0.007,0
2024-04-19,"Infoglen",0.589794324,0.1960601267,0.2141455572,0,0.965,0.033,0.002,0
2024-04-19,"Neuronia",0.0776663854,0.1843744219,0.1439372533,0.594021935,0,0.001,0,0.999
2024-04-19,"Quantumridge",0.3177180098,0.3194206595,0.3628613389,0,0.322,0.31,0.368,0
2024-04-19,"Voltagea",0.1571192811,0.3342602106,0.508620515,0,0.003,0.142,0.855,0
2024-04-20,"Amperville",0.0908558679,0.1267742961,0.782369817,0,0,0,1,0
2024-04-20,"Binaryshire",0.931906552,0.007761811251,0.0603316508,0,1,0,0,0
2024-04-20,"Byteforge Domain",0.584002901,0.06327698542,0.352720089,0,0.889,0,0.111,0
2024-04-20,"Cerebrica",0.338656967,0.312683509,0.233325837,0.1153336935,0.592,0.371,0.037,0
2024-04-20,"Circuiton",0.06233484815,0.686872616,0.2507925509,0,0.001,0.952,0.047,0
2024-04-20,"Cortexia",0.1829362222,0.1829683934,0.234500174,0.39959519,0,0,0.002,0.998
2024-04-20,"Electropolis",0.3734783973,0.3042112282,0.322310368,0,0.543,0.253,0.204,0
2024-04-20,"Infinitron Peninsula",0.633265431,0.18490598141,0.181828609,0,0.943,0.052,0.005,0
2024-04-20,"Infoglen",0.545505452,0.2306671677,0.223827386,0,0.904,0.093,0.003,0
2024-04-20,"Neuronia",0.0679158089,0.166995125,0.125459769,0.639629318,0,0,0,1
2024-04-20,"Quantumridge",0.2928990231,0.3483583822,0.358742561,0,0.258,0.384,0.358,0
2024-04-20,"Voltagea",0.1482703085,0.3629076179,0.488822064,0,0.005,0.24,0.755,0
2024-04-21,"Amperville",0.088544006,0.1218220796,0.789633927,0,0,0,1,0
2024-04-21,"Binaryshire",0.924857664,0.008947247968,0.0661950699,0,1,0,0,0
2024-04-21,"Byteforge Domain",0.547855502,0.06975035107,0.382394136,0,0.805,0,0.195,0
2024-04-21,"Cerebrica",0.3163227143,0.325983392,0.23519085,0.1225030453,0.444,0.504,0.052,0
2024-04-21,"Circuiton",0.06601162425,0.663453399,0.2705349845,0,0,0.944,0.056,0
2024-04-21,"Cortexia",0.1674251708,0.1955865802,0.231691636,0.405296637,0,0.002,0.003,0.995
2024-04-21,"Electropolis",0.393844934,0.2779380143,0.328217012,0,0.634,0.154,0.212,0
2024-04-21,"Infinitron Peninsula",0.600163696,0.2040967311,0.1957395903,0,0.912,0.081,0.007,0
2024-04-21,"Infoglen",0.511003948,0.246032493,0.242963564,0,0.887,0.108,0.005,0
2024-04-21,"Neuronia",0.0470266826,0.191154127,0.094995467,0.66682372,0,0,0,1
2024-04-21,"Quantumridge",0.2617218445,0.3720150835,0.366263072,0,0.209,0.43,0.361,0
2024-04-21,"Voltagea",0.1464060988,0.3564799738,0.497113938,0,0,0.192,0.808,0
2024-04-22,"Amperville",0.0830774702,0.122846945,0.794075587,0,0,0,1,0
2024-04-22,"Binaryshire",0.925442403,0.008571271425,0.0659863236,0,1,0,0,0
2024-04-22,"Byteforge Domain",0.530699794,0.07003822396,0.399261997,0,0.79,0,0.21,0
2024-04-22,"Cerebrica",0.342577924,0.310886478,0.2443789815,0.1021566188,0.583,0.357,0.06,0
2024-04-22,"Circuiton",0.06238262548,0.66460213,0.2730152538,0,0,0.953,0.047,0
2024-04-22,"Cortexia",0.1967597559,0.2017910988,0.256079322,0.345369823,0.008,0.001,0.047,0.944
2024-04-22,"Electropolis",0.383744042,0.283699891,0.332556029,0,0.625,0.146,0.229,0
2024-04-22,"Infinitron Peninsula",0.599155268,0.2007726449,0.2000721233,0,0.929,0.065,0.006,0
2024-04-22,"Infoglen",0.495165343,0.2501679601,0.254666717,0,0.896,0.097,0.007,0
2024-04-22,"Neuronia",0.0549174685,0.207485828,0.109547388,0.628049307,0,0,0,1
2024-04-22,"Quantumridge",0.2665327578,0.3582019418,0.375265298,0,0.194,0.392,0.414,0
2024-04-22,"Voltagea",0.1418103604,0.3616662314,0.496523396,0,0.001,0.202,0.797,0
2024-04-23,"Amperville",0.0701806322,0.1033391988,0.826480171,0,0,0,1,0
2024-04-23,"Binaryshire",0.908791556,0.0090369477,0.0821715117,0,1,0,0,0
2024-04-23,"Byteforge Domain",0.47850983,0.0651909724,0.456299205,0,0.554,0,0.446,0
2024-04-23,"Cerebrica",0.335968813,0.29033163,0.252851343,0.1208482556,0.645,0.272,0.083,0
2024-04-23,"Circuiton",0.05851309034,0.625008361,0.3164785769,0,0,0.898,0.102,0
2024-04-23,"Cortexia",0.1859665726,0.180094178,0.252109356,0.381829885,0,0,0.001,0.999
2024-04-23,"Electropolis",0.355868965,0.261387017,0.382744025,0,0.381,0.071,0.548,0
2024-04-23,"Infinitron Peninsula",0.54672669,0.2092130838,0.2440602234,0,0.884,0.081,0.035,0
2024-04-23,"Infoglen",0.432528476,0.2546851188,0.31278641,0,0.798,0.099,0.103,0
2024-04-23,"Neuronia",0.0488769858,0.1762042012,0.1018071352,0.673111671,0,0,0,1
2024-04-23,"Quantumridge",0.2395288558,0.3325232989,0.427947848,0,0.107,0.297,0.596,0
2024-04-23,"Voltagea",0.1328702033,0.3177638096,0.549365974,0,0,0.073,0.927,0
2024-04-24,"Amperville",0.0623072392,0.1039048088,0.833787949,0,0,0,1,0
2024-04-24,"Binaryshire",0.89650899,0.01015530494,0.0933356888,0,1,0,0,0
2024-04-24,"Byteforge Domain",0.427373459,0.071224059,0.501402478,0,0.295,0,0.705,0
2024-04-24,"Cerebrica",0.312636669,0.308209989,0.26760219,0.1115511102,0.425,0.412,0.163,0
2024-04-24,"Circuiton",0.05353071075,0.621470752,0.3249985449,0,0,0.899,0.101,0
2024-04-24,"Cortexia",0.1839487321,0.195920932,0.274339021,0.345791324,0.006,0.006,0.183,0.805
2024-04-24,"Electropolis",0.341735133,0.26242439,0.395840461,0,0.297,0.041,0.662,0
2024-04-24,"Infinitron Peninsula",0.50265888,0.2313333838,0.2660077149,0,0.84,0.108,0.052,0
2024-04-24,"Infoglen",0.380864016,0.276912948,0.34222302,0,0.61,0.136,0.254,0
2024-04-24,"Neuronia",0.0481536869,0.1922202302,0.1108676875,0.648758396,0,0,0,1
