"type_of_poll","date","pollster","geography","sample_size","party","value"
"state",2023-04-27,"Metaflux University","Infinitron Peninsula",1500,"CC",644
"state",2023-04-27,"Metaflux University","Infinitron Peninsula",1500,"DGM",516
"state",2023-04-27,"Metaflux University","Infinitron Peninsula",1500,"PDAL",340
"state",2023-04-27,"Metaflux University","Infinitron Peninsula",1500,"SSP",0
"state",2023-04-27,"No Province Left Behind","Quantumridge",500,"CC",106
"state",2023-04-27,"No Province Left Behind","Quantumridge",500,"DGM",167
"state",2023-04-27,"No Province Left Behind","Quantumridge",500,"PDAL",227
"state",2023-04-27,"No Province Left Behind","Quantumridge",500,"SSP",0
"state",2023-04-28,"Metaflux University","Infoglen",1500,"CC",581
"state",2023-04-28,"Metaflux University","Infoglen",1500,"DGM",512
"state",2023-04-28,"Metaflux University","Infoglen",1500,"PDAL",408
"state",2023-04-28,"Metaflux University","Infoglen",1500,"SSP",0
"state",2023-04-29,"Dataland Register-Gazette","Infoglen",1500,"CC",550
"state",2023-04-29,"Dataland Register-Gazette","Infoglen",1500,"DGM",455
"state",2023-04-29,"Dataland Register-Gazette","Infoglen",1500,"PDAL",495
"state",2023-04-29,"Dataland Register-Gazette","Infoglen",1500,"SSP",0
"state",2023-04-30,"Metaflux University","Binaryshire",1500,"CC",1282
"state",2023-04-30,"Metaflux University","Binaryshire",1500,"DGM",25
"state",2023-04-30,"Metaflux University","Binaryshire",1500,"PDAL",193
"state",2023-04-30,"Metaflux University","Binaryshire",1500,"SSP",0
"state",2023-04-30,"Proudly Paid For Polling","Neuronia",1000,"CC",39
"state",2023-04-30,"Proudly Paid For Polling","Neuronia",1000,"DGM",189
"state",2023-04-30,"Proudly Paid For Polling","Neuronia",1000,"PDAL",112
"state",2023-04-30,"Proudly Paid For Polling","Neuronia",1000,"SSP",661
"state",2023-04-30,"No Province Left Behind","Amperville",500,"CC",31
"state",2023-04-30,"No Province Left Behind","Amperville",500,"DGM",123
"state",2023-04-30,"No Province Left Behind","Amperville",500,"PDAL",346
"state",2023-04-30,"No Province Left Behind","Amperville",500,"SSP",0
"state",2023-04-30,"Dataland Register-Gazette","Infoglen",1500,"CC",553
"state",2023-04-30,"Dataland Register-Gazette","Infoglen",1500,"DGM",503
"state",2023-04-30,"Dataland Register-Gazette","Infoglen",1500,"PDAL",444
"state",2023-04-30,"Dataland Register-Gazette","Infoglen",1500,"SSP",0
"state",2023-05-01,"Metaflux University","Byteforge Domain",1500,"CC",786
"state",2023-05-01,"Metaflux University","Byteforge Domain",1500,"DGM",206
"state",2023-05-01,"Metaflux University","Byteforge Domain",1500,"PDAL",509
"state",2023-05-01,"Metaflux University","Byteforge Domain",1500,"SSP",0
"state",2023-05-02,"Synapse Strategies","Cerebrica",1000,"CC",291
"state",2023-05-02,"Synapse Strategies","Cerebrica",1000,"DGM",288
"state",2023-05-02,"Synapse Strategies","Cerebrica",1000,"PDAL",321
"state",2023-05-02,"Synapse Strategies","Cerebrica",1000,"SSP",100
"state",2023-05-03,"Proudly Paid For Polling","Cortexia",1000,"CC",128
"state",2023-05-03,"Proudly Paid For Polling","Cortexia",1000,"DGM",222
"state",2023-05-03,"Proudly Paid For Polling","Cortexia",1000,"PDAL",353
"state",2023-05-03,"Proudly Paid For Polling","Cortexia",1000,"SSP",297
"state",2023-05-03,"Cobolite Coalition Calling","Quantumridge",2000,"CC",420
"state",2023-05-03,"Cobolite Coalition Calling","Quantumridge",2000,"DGM",741
"state",2023-05-03,"Cobolite Coalition Calling","Quantumridge",2000,"PDAL",840
"state",2023-05-03,"Cobolite Coalition Calling","Quantumridge",2000,"SSP",0
"state",2023-05-04,"Proudly Paid For Polling","Byteforge Domain",1000,"CC",374
"state",2023-05-04,"Proudly Paid For Polling","Byteforge Domain",1000,"DGM",130
"state",2023-05-04,"Proudly Paid For Polling","Byteforge Domain",1000,"PDAL",496
"state",2023-05-04,"Proudly Paid For Polling","Byteforge Domain",1000,"SSP",0
"state",2023-05-04,"Synapse Strategies","Cerebrica",1000,"CC",291
"state",2023-05-04,"Synapse Strategies","Cerebrica",1000,"DGM",290
"state",2023-05-04,"Synapse Strategies","Cerebrica",1000,"PDAL",322
"state",2023-05-04,"Synapse Strategies","Cerebrica",1000,"SSP",97
"state",2023-05-04,"Synapse Strategies","Cortexia",1000,"CC",142
"state",2023-05-04,"Synapse Strategies","Cortexia",1000,"DGM",236
"state",2023-05-04,"Synapse Strategies","Cortexia",1000,"PDAL",305
"state",2023-05-04,"Synapse Strategies","Cortexia",1000,"SSP",317
"state",2023-05-06,"Dataland Register-Gazette","Cerebrica",1500,"CC",429
"state",2023-05-06,"Dataland Register-Gazette","Cerebrica",1500,"DGM",420
"state",2023-05-06,"Dataland Register-Gazette","Cerebrica",1500,"PDAL",514
"state",2023-05-06,"Dataland Register-Gazette","Cerebrica",1500,"SSP",137
"state",2023-05-06,"Proudly Paid For Polling","Cerebrica",1000,"CC",239
"state",2023-05-06,"Proudly Paid For Polling","Cerebrica",1000,"DGM",294
"state",2023-05-06,"Proudly Paid For Polling","Cerebrica",1000,"PDAL",393
"state",2023-05-06,"Proudly Paid For Polling","Cerebrica",1000,"SSP",74
"state",2023-05-07,"Dataland Register-Gazette","Cerebrica",1500,"CC",392
"state",2023-05-07,"Dataland Register-Gazette","Cerebrica",1500,"DGM",434
"state",2023-05-07,"Dataland Register-Gazette","Cerebrica",1500,"PDAL",568
"state",2023-05-07,"Dataland Register-Gazette","Cerebrica",1500,"SSP",107
"state",2023-05-07,"Dataland Register-Gazette","Circuiton",1500,"CC",128
"state",2023-05-07,"Dataland Register-Gazette","Circuiton",1500,"DGM",617
"state",2023-05-07,"Dataland Register-Gazette","Circuiton",1500,"PDAL",755
"state",2023-05-07,"Dataland Register-Gazette","Circuiton",1500,"SSP",0
"state",2023-05-07,"Synapse Strategies","Neuronia",1000,"CC",33
"state",2023-05-07,"Synapse Strategies","Neuronia",1000,"DGM",169
"state",2023-05-07,"Synapse Strategies","Neuronia",1000,"PDAL",96
"state",2023-05-07,"Synapse Strategies","Neuronia",1000,"SSP",702
"state",2023-05-07,"Proudly Paid For Polling","Neuronia",1000,"CC",25
"state",2023-05-07,"Proudly Paid For Polling","Neuronia",1000,"DGM",250
"state",2023-05-07,"Proudly Paid For Polling","Neuronia",1000,"PDAL",112
"state",2023-05-07,"Proudly Paid For Polling","Neuronia",1000,"SSP",614
"state",2023-05-07,"Dataland Register-Gazette","Voltagea",1500,"CC",192
"state",2023-05-07,"Dataland Register-Gazette","Voltagea",1500,"DGM",497
"state",2023-05-07,"Dataland Register-Gazette","Voltagea",1500,"PDAL",811
"state",2023-05-07,"Dataland Register-Gazette","Voltagea",1500,"SSP",0
"state",2023-05-08,"Metaflux University","Byteforge Domain",1500,"CC",619
"state",2023-05-08,"Metaflux University","Byteforge Domain",1500,"DGM",150
"state",2023-05-08,"Metaflux University","Byteforge Domain",1500,"PDAL",732
"state",2023-05-08,"Metaflux University","Byteforge Domain",1500,"SSP",0
"state",2023-05-08,"Proudly Paid For Polling","Infoglen",1000,"CC",372
"state",2023-05-08,"Proudly Paid For Polling","Infoglen",1000,"DGM",373
"state",2023-05-08,"Proudly Paid For Polling","Infoglen",1000,"PDAL",254
"state",2023-05-08,"Proudly Paid For Polling","Infoglen",1000,"SSP",0
"state",2023-05-08,"Dataland Register-Gazette","Circuiton",1500,"CC",160
"state",2023-05-08,"Dataland Register-Gazette","Circuiton",1500,"DGM",649
"state",2023-05-08,"Dataland Register-Gazette","Circuiton",1500,"PDAL",691
"state",2023-05-08,"Dataland Register-Gazette","Circuiton",1500,"SSP",0
"state",2023-05-09,"Proudly Paid For Polling","Electropolis",1000,"CC",376
"state",2023-05-09,"Proudly Paid For Polling","Electropolis",1000,"DGM",266
"state",2023-05-09,"Proudly Paid For Polling","Electropolis",1000,"PDAL",358
"state",2023-05-09,"Proudly Paid For Polling","Electropolis",1000,"SSP",0
"state",2023-05-09,"Metaflux University","Binaryshire",1500,"CC",1299
"state",2023-05-09,"Metaflux University","Binaryshire",1500,"DGM",15
"state",2023-05-09,"Metaflux University","Binaryshire",1500,"PDAL",186
"state",2023-05-09,"Metaflux University","Binaryshire",1500,"SSP",0
"state",2023-05-09,"Proudly Paid For Polling","Quantumridge",1000,"CC",163
"state",2023-05-09,"Proudly Paid For Polling","Quantumridge",1000,"DGM",332
"state",2023-05-09,"Proudly Paid For Polling","Quantumridge",1000,"PDAL",505
"state",2023-05-09,"Proudly Paid For Polling","Quantumridge",1000,"SSP",0
"state",2023-05-10,"Proudly Paid For Polling","Byteforge Domain",1000,"CC",350
"state",2023-05-10,"Proudly Paid For Polling","Byteforge Domain",1000,"DGM",91
"state",2023-05-10,"Proudly Paid For Polling","Byteforge Domain",1000,"PDAL",559
"state",2023-05-10,"Proudly Paid For Polling","Byteforge Domain",1000,"SSP",0
"state",2023-05-10,"Cobolite Coalition Calling","Binaryshire",2000,"CC",1809
"state",2023-05-10,"Cobolite Coalition Calling","Binaryshire",2000,"DGM",16
"state",2023-05-10,"Cobolite Coalition Calling","Binaryshire",2000,"PDAL",175
"state",2023-05-10,"Cobolite Coalition Calling","Binaryshire",2000,"SSP",0
"state",2023-05-10,"Progressive Polling","Byteforge Domain",1000,"CC",275
"state",2023-05-10,"Progressive Polling","Byteforge Domain",1000,"DGM",120
"state",2023-05-10,"Progressive Polling","Byteforge Domain",1000,"PDAL",605
"state",2023-05-10,"Progressive Polling","Byteforge Domain",1000,"SSP",0
"state",2023-05-11,"Cobolite Coalition Calling","Cerebrica",2000,"CC",722
"state",2023-05-11,"Cobolite Coalition Calling","Cerebrica",2000,"DGM",414
"state",2023-05-11,"Cobolite Coalition Calling","Cerebrica",2000,"PDAL",692
"state",2023-05-11,"Cobolite Coalition Calling","Cerebrica",2000,"SSP",172
"state",2023-05-12,"Metaflux University","Byteforge Domain",1500,"CC",616
"state",2023-05-12,"Metaflux University","Byteforge Domain",1500,"DGM",156
"state",2023-05-12,"Metaflux University","Byteforge Domain",1500,"PDAL",729
"state",2023-05-12,"Metaflux University","Byteforge Domain",1500,"SSP",0
"state",2023-05-12,"Proudly Paid For Polling","Voltagea",1000,"CC",156
"state",2023-05-12,"Proudly Paid For Polling","Voltagea",1000,"DGM",303
"state",2023-05-12,"Proudly Paid For Polling","Voltagea",1000,"PDAL",542
"state",2023-05-12,"Proudly Paid For Polling","Voltagea",1000,"SSP",0
"state",2023-05-13,"Dataland Register-Gazette","Byteforge Domain",1500,"CC",608
"state",2023-05-13,"Dataland Register-Gazette","Byteforge Domain",1500,"DGM",143
"state",2023-05-13,"Dataland Register-Gazette","Byteforge Domain",1500,"PDAL",749
"state",2023-05-13,"Dataland Register-Gazette","Byteforge Domain",1500,"SSP",0
"state",2023-05-13,"Metaflux University","Byteforge Domain",1500,"CC",579
"state",2023-05-13,"Metaflux University","Byteforge Domain",1500,"DGM",181
"state",2023-05-13,"Metaflux University","Byteforge Domain",1500,"PDAL",740
"state",2023-05-13,"Metaflux University","Byteforge Domain",1500,"SSP",0
"state",2023-05-13,"No Province Left Behind","Neuronia",500,"CC",13
"state",2023-05-13,"No Province Left Behind","Neuronia",500,"DGM",104
"state",2023-05-13,"No Province Left Behind","Neuronia",500,"PDAL",58
"state",2023-05-13,"No Province Left Behind","Neuronia",500,"SSP",325
"state",2023-05-13,"Proudly Paid For Polling","Binaryshire",1000,"CC",860
"state",2023-05-13,"Proudly Paid For Polling","Binaryshire",1000,"DGM",15
"state",2023-05-13,"Proudly Paid For Polling","Binaryshire",1000,"PDAL",125
"state",2023-05-13,"Proudly Paid For Polling","Binaryshire",1000,"SSP",0
"state",2023-05-13,"Dataland Register-Gazette","Electropolis",1500,"CC",407
"state",2023-05-13,"Dataland Register-Gazette","Electropolis",1500,"DGM",502
"state",2023-05-13,"Dataland Register-Gazette","Electropolis",1500,"PDAL",591
"state",2023-05-13,"Dataland Register-Gazette","Electropolis",1500,"SSP",0
"state",2023-05-14,"No Province Left Behind","Binaryshire",500,"CC",425
"state",2023-05-14,"No Province Left Behind","Binaryshire",500,"DGM",12
"state",2023-05-14,"No Province Left Behind","Binaryshire",500,"PDAL",64
"state",2023-05-14,"No Province Left Behind","Binaryshire",500,"SSP",0
"state",2023-05-15,"Cobolite Coalition Calling","Cortexia",2000,"CC",473
"state",2023-05-15,"Cobolite Coalition Calling","Cortexia",2000,"DGM",446
"state",2023-05-15,"Cobolite Coalition Calling","Cortexia",2000,"PDAL",460
"state",2023-05-15,"Cobolite Coalition Calling","Cortexia",2000,"SSP",621
"state",2023-05-15,"Cobolite Coalition Calling","Amperville",2000,"CC",134
"state",2023-05-15,"Cobolite Coalition Calling","Amperville",2000,"DGM",287
"state",2023-05-15,"Cobolite Coalition Calling","Amperville",2000,"PDAL",1579
"state",2023-05-15,"Cobolite Coalition Calling","Amperville",2000,"SSP",0
"state",2023-05-15,"Cobolite Coalition Calling","Cerebrica",2000,"CC",835
"state",2023-05-15,"Cobolite Coalition Calling","Cerebrica",2000,"DGM",395
"state",2023-05-15,"Cobolite Coalition Calling","Cerebrica",2000,"PDAL",617
"state",2023-05-15,"Cobolite Coalition Calling","Cerebrica",2000,"SSP",153
"state",2023-05-16,"Progressive Polling","Byteforge Domain",1000,"CC",308
"state",2023-05-16,"Progressive Polling","Byteforge Domain",1000,"DGM",115
"state",2023-05-16,"Progressive Polling","Byteforge Domain",1000,"PDAL",576
"state",2023-05-16,"Progressive Polling","Byteforge Domain",1000,"SSP",0
"state",2023-05-16,"Progressive Polling","Cerebrica",1000,"CC",233
"state",2023-05-16,"Progressive Polling","Cerebrica",1000,"DGM",385
"state",2023-05-16,"Progressive Polling","Cerebrica",1000,"PDAL",310
"state",2023-05-16,"Progressive Polling","Cerebrica",1000,"SSP",73
"state",2023-05-16,"Proudly Paid For Polling","Quantumridge",1000,"CC",146
"state",2023-05-16,"Proudly Paid For Polling","Quantumridge",1000,"DGM",349
"state",2023-05-16,"Proudly Paid For Polling","Quantumridge",1000,"PDAL",505
"state",2023-05-16,"Proudly Paid For Polling","Quantumridge",1000,"SSP",0
"state",2023-05-17,"Cobolite Coalition Calling","Cortexia",2000,"CC",414
"state",2023-05-17,"Cobolite Coalition Calling","Cortexia",2000,"DGM",470
"state",2023-05-17,"Cobolite Coalition Calling","Cortexia",2000,"PDAL",591
"state",2023-05-17,"Cobolite Coalition Calling","Cortexia",2000,"SSP",525
"state",2023-05-17,"No Province Left Behind","Neuronia",500,"CC",21
"state",2023-05-17,"No Province Left Behind","Neuronia",500,"DGM",150
"state",2023-05-17,"No Province Left Behind","Neuronia",500,"PDAL",59
"state",2023-05-17,"No Province Left Behind","Neuronia",500,"SSP",270
"state",2023-05-17,"Progressive Polling","Electropolis",1000,"CC",206
"state",2023-05-17,"Progressive Polling","Electropolis",1000,"DGM",332
"state",2023-05-17,"Progressive Polling","Electropolis",1000,"PDAL",462
"state",2023-05-17,"Progressive Polling","Electropolis",1000,"SSP",0
"state",2023-05-17,"Cobolite Coalition Calling","Voltagea",2000,"CC",329
"state",2023-05-17,"Cobolite Coalition Calling","Voltagea",2000,"DGM",702
"state",2023-05-17,"Cobolite Coalition Calling","Voltagea",2000,"PDAL",968
"state",2023-05-17,"Cobolite Coalition Calling","Voltagea",2000,"SSP",0
"state",2023-05-18,"Synapse Strategies","Cortexia",1000,"CC",140
"state",2023-05-18,"Synapse Strategies","Cortexia",1000,"DGM",252
"state",2023-05-18,"Synapse Strategies","Cortexia",1000,"PDAL",291
"state",2023-05-18,"Synapse Strategies","Cortexia",1000,"SSP",317
"state",2023-05-18,"Proudly Paid For Polling","Neuronia",1000,"CC",31
"state",2023-05-18,"Proudly Paid For Polling","Neuronia",1000,"DGM",239
"state",2023-05-18,"Proudly Paid For Polling","Neuronia",1000,"PDAL",157
"state",2023-05-18,"Proudly Paid For Polling","Neuronia",1000,"SSP",573
"state",2023-05-18,"Dataland Register-Gazette","Voltagea",1500,"CC",165
"state",2023-05-18,"Dataland Register-Gazette","Voltagea",1500,"DGM",550
"state",2023-05-18,"Dataland Register-Gazette","Voltagea",1500,"PDAL",785
"state",2023-05-18,"Dataland Register-Gazette","Voltagea",1500,"SSP",0
"state",2023-05-18,"Metaflux University","Quantumridge",1500,"CC",289
"state",2023-05-18,"Metaflux University","Quantumridge",1500,"DGM",545
"state",2023-05-18,"Metaflux University","Quantumridge",1500,"PDAL",666
"state",2023-05-18,"Metaflux University","Quantumridge",1500,"SSP",0
"state",2023-05-19,"Cobolite Coalition Calling","Cortexia",2000,"CC",287
"state",2023-05-19,"Cobolite Coalition Calling","Cortexia",2000,"DGM",595
"state",2023-05-19,"Cobolite Coalition Calling","Cortexia",2000,"PDAL",683
"state",2023-05-19,"Cobolite Coalition Calling","Cortexia",2000,"SSP",435
"state",2023-05-19,"No Province Left Behind","Infinitron Peninsula",500,"CC",205
"state",2023-05-19,"No Province Left Behind","Infinitron Peninsula",500,"DGM",195
"state",2023-05-19,"No Province Left Behind","Infinitron Peninsula",500,"PDAL",101
"state",2023-05-19,"No Province Left Behind","Infinitron Peninsula",500,"SSP",0
"state",2023-05-19,"Dataland Register-Gazette","Voltagea",1500,"CC",184
"state",2023-05-19,"Dataland Register-Gazette","Voltagea",1500,"DGM",517
"state",2023-05-19,"Dataland Register-Gazette","Voltagea",1500,"PDAL",799
"state",2023-05-19,"Dataland Register-Gazette","Voltagea",1500,"SSP",0
"state",2023-05-19,"Cobolite Coalition Calling","Circuiton",2000,"CC",361
"state",2023-05-19,"Cobolite Coalition Calling","Circuiton",2000,"DGM",693
"state",2023-05-19,"Cobolite Coalition Calling","Circuiton",2000,"PDAL",946
"state",2023-05-19,"Cobolite Coalition Calling","Circuiton",2000,"SSP",0
"state",2023-05-20,"Proudly Paid For Polling","Byteforge Domain",1000,"CC",347
"state",2023-05-20,"Proudly Paid For Polling","Byteforge Domain",1000,"DGM",177
"state",2023-05-20,"Proudly Paid For Polling","Byteforge Domain",1000,"PDAL",476
"state",2023-05-20,"Proudly Paid For Polling","Byteforge Domain",1000,"SSP",0
"state",2023-05-20,"Electropolis Elects","Electropolis",1000,"CC",270
"state",2023-05-20,"Electropolis Elects","Electropolis",1000,"DGM",339
"state",2023-05-20,"Electropolis Elects","Electropolis",1000,"PDAL",391
"state",2023-05-20,"Electropolis Elects","Electropolis",1000,"SSP",0
"state",2023-05-21,"Synapse Strategies","Cerebrica",1000,"CC",246
"state",2023-05-21,"Synapse Strategies","Cerebrica",1000,"DGM",316
"state",2023-05-21,"Synapse Strategies","Cerebrica",1000,"PDAL",349
"state",2023-05-21,"Synapse Strategies","Cerebrica",1000,"SSP",89
"state",2023-05-21,"Dataland Register-Gazette","Cerebrica",1500,"CC",334
"state",2023-05-21,"Dataland Register-Gazette","Cerebrica",1500,"DGM",510
"state",2023-05-21,"Dataland Register-Gazette","Cerebrica",1500,"PDAL",534
"state",2023-05-21,"Dataland Register-Gazette","Cerebrica",1500,"SSP",122
"state",2023-05-21,"Dataland Register-Gazette","Voltagea",1500,"CC",172
"state",2023-05-21,"Dataland Register-Gazette","Voltagea",1500,"DGM",565
"state",2023-05-21,"Dataland Register-Gazette","Voltagea",1500,"PDAL",763
"state",2023-05-21,"Dataland Register-Gazette","Voltagea",1500,"SSP",0
"state",2023-05-21,"Cobolite Coalition Calling","Binaryshire",2000,"CC",1754
"state",2023-05-21,"Cobolite Coalition Calling","Binaryshire",2000,"DGM",31
"state",2023-05-21,"Cobolite Coalition Calling","Binaryshire",2000,"PDAL",215
"state",2023-05-21,"Cobolite Coalition Calling","Binaryshire",2000,"SSP",0
"state",2023-05-22,"Metaflux University","Infinitron Peninsula",1500,"CC",601
"state",2023-05-22,"Metaflux University","Infinitron Peninsula",1500,"DGM",535
"state",2023-05-22,"Metaflux University","Infinitron Peninsula",1500,"PDAL",364
"state",2023-05-22,"Metaflux University","Infinitron Peninsula",1500,"SSP",0
"state",2023-05-23,"Cobolite Coalition Calling","Cortexia",2000,"CC",361
"state",2023-05-23,"Cobolite Coalition Calling","Cortexia",2000,"DGM",403
"state",2023-05-23,"Cobolite Coalition Calling","Cortexia",2000,"PDAL",511
"state",2023-05-23,"Cobolite Coalition Calling","Cortexia",2000,"SSP",726
"state",2023-05-24,"Dataland Register-Gazette","Electropolis",1500,"CC",435
"state",2023-05-24,"Dataland Register-Gazette","Electropolis",1500,"DGM",544
"state",2023-05-24,"Dataland Register-Gazette","Electropolis",1500,"PDAL",521
"state",2023-05-24,"Dataland Register-Gazette","Electropolis",1500,"SSP",0
"state",2023-05-24,"Proudly Paid For Polling","Byteforge Domain",1000,"CC",464
"state",2023-05-24,"Proudly Paid For Polling","Byteforge Domain",1000,"DGM",127
"state",2023-05-24,"Proudly Paid For Polling","Byteforge Domain",1000,"PDAL",410
"state",2023-05-24,"Proudly Paid For Polling","Byteforge Domain",1000,"SSP",0
"state",2023-05-25,"Dataland Register-Gazette","Electropolis",1500,"CC",378
"state",2023-05-25,"Dataland Register-Gazette","Electropolis",1500,"DGM",592
"state",2023-05-25,"Dataland Register-Gazette","Electropolis",1500,"PDAL",530
"state",2023-05-25,"Dataland Register-Gazette","Electropolis",1500,"SSP",0
"state",2023-05-25,"Dataland Register-Gazette","Infoglen",1500,"CC",575
"state",2023-05-25,"Dataland Register-Gazette","Infoglen",1500,"DGM",433
"state",2023-05-25,"Dataland Register-Gazette","Infoglen",1500,"PDAL",492
"state",2023-05-25,"Dataland Register-Gazette","Infoglen",1500,"SSP",0
"state",2023-05-25,"Cobolite Coalition Calling","Electropolis",2000,"CC",633
"state",2023-05-25,"Cobolite Coalition Calling","Electropolis",2000,"DGM",593
"state",2023-05-25,"Cobolite Coalition Calling","Electropolis",2000,"PDAL",774
"state",2023-05-25,"Cobolite Coalition Calling","Electropolis",2000,"SSP",0
"state",2023-05-26,"Proudly Paid For Polling","Voltagea",1000,"CC",118
"state",2023-05-26,"Proudly Paid For Polling","Voltagea",1000,"DGM",437
"state",2023-05-26,"Proudly Paid For Polling","Voltagea",1000,"PDAL",445
"state",2023-05-26,"Proudly Paid For Polling","Voltagea",1000,"SSP",0
"state",2023-05-26,"Progressive Polling","Cerebrica",1000,"CC",243
"state",2023-05-26,"Progressive Polling","Cerebrica",1000,"DGM",255
"state",2023-05-26,"Progressive Polling","Cerebrica",1000,"PDAL",424
"state",2023-05-26,"Progressive Polling","Cerebrica",1000,"SSP",78
"state",2023-05-26,"Dataland Register-Gazette","Circuiton",1500,"CC",86
"state",2023-05-26,"Dataland Register-Gazette","Circuiton",1500,"DGM",717
"state",2023-05-26,"Dataland Register-Gazette","Circuiton",1500,"PDAL",696
"state",2023-05-26,"Dataland Register-Gazette","Circuiton",1500,"SSP",0
"state",2023-05-27,"Dataland Register-Gazette","Infoglen",1500,"CC",588
"state",2023-05-27,"Dataland Register-Gazette","Infoglen",1500,"DGM",445
"state",2023-05-27,"Dataland Register-Gazette","Infoglen",1500,"PDAL",467
"state",2023-05-27,"Dataland Register-Gazette","Infoglen",1500,"SSP",0
"state",2023-05-28,"Cobolite Coalition Calling","Byteforge Domain",2000,"CC",852
"state",2023-05-28,"Cobolite Coalition Calling","Byteforge Domain",2000,"DGM",199
"state",2023-05-28,"Cobolite Coalition Calling","Byteforge Domain",2000,"PDAL",949
"state",2023-05-28,"Cobolite Coalition Calling","Byteforge Domain",2000,"SSP",0
"state",2023-05-29,"Proudly Paid For Polling","Binaryshire",1000,"CC",844
"state",2023-05-29,"Proudly Paid For Polling","Binaryshire",1000,"DGM",27
"state",2023-05-29,"Proudly Paid For Polling","Binaryshire",1000,"PDAL",129
"state",2023-05-29,"Proudly Paid For Polling","Binaryshire",1000,"SSP",0
"state",2023-05-29,"Proudly Paid For Polling","Cerebrica",1000,"CC",241
