"type_of_poll","date","pollster","geography","sample_size","party","value"
"state",2005-05-04,"Dataland Register-Gazette","Circuiton",1500,"PDAL",712
"state",2005-05-04,"Dataland Register-Gazette","Circuiton",1500,"SSP",0
"state",2005-05-04,"Cobolite Coalition Calling","Cortexia",2000,"CC",329
"state",2005-05-04,"Cobolite Coalition Calling","Cortexia",2000,"DGM",389
"state",2005-05-04,"Cobolite Coalition Calling","Cortexia",2000,"PDAL",621
"state",2005-05-04,"Cobolite Coalition Calling","Cortexia",2000,"SSP",661
"state",2005-05-04,"Proudly Paid For Polling","Cortexia",1000,"CC",83
"state",2005-05-04,"Proudly Paid For Polling","Cortexia",1000,"DGM",305
"state",2005-05-04,"Proudly Paid For Polling","Cortexia",1000,"PDAL",337
"state",2005-05-04,"Proudly Paid For Polling","Cortexia",1000,"SSP",275
"state",2005-05-04,"No Province Left Behind","Quantumridge",500,"CC",128
"state",2005-05-04,"No Province Left Behind","Quantumridge",500,"DGM",162
"state",2005-05-04,"No Province Left Behind","Quantumridge",500,"PDAL",209
"state",2005-05-04,"No Province Left Behind","Quantumridge",500,"SSP",0
"state",2005-05-04,"Proudly Paid For Polling","Quantumridge",1000,"CC",172
"state",2005-05-04,"Proudly Paid For Polling","Quantumridge",1000,"DGM",378
"state",2005-05-04,"Proudly Paid For Polling","Quantumridge",1000,"PDAL",450
"state",2005-05-04,"Proudly Paid For Polling","Quantumridge",1000,"SSP",0
"state",2005-05-05,"Cobolite Coalition Calling","Circuiton",2000,"CC",319
"state",2005-05-05,"Cobolite Coalition Calling","Circuiton",2000,"DGM",751
"state",2005-05-05,"Cobolite Coalition Calling","Circuiton",2000,"PDAL",930
"state",2005-05-05,"Cobolite Coalition Calling","Circuiton",2000,"SSP",0
"state",2005-05-05,"Proudly Paid For Polling","Neuronia",1000,"CC",31
"state",2005-05-05,"Proudly Paid For Polling","Neuronia",1000,"DGM",228
"state",2005-05-05,"Proudly Paid For Polling","Neuronia",1000,"PDAL",143
"state",2005-05-05,"Proudly Paid For Polling","Neuronia",1000,"SSP",598
"state",2005-05-05,"No Province Left Behind","Infinitron Peninsula",500,"CC",205
"state",2005-05-05,"No Province Left Behind","Infinitron Peninsula",500,"DGM",153
"state",2005-05-05,"No Province Left Behind","Infinitron Peninsula",500,"PDAL",142
"state",2005-05-05,"No Province Left Behind","Infinitron Peninsula",500,"SSP",0
"state",2005-05-06,"Cobolite Coalition Calling","Binaryshire",2000,"CC",1827
"state",2005-05-06,"Cobolite Coalition Calling","Binaryshire",2000,"DGM",24
"state",2005-05-06,"Cobolite Coalition Calling","Binaryshire",2000,"PDAL",149
"state",2005-05-06,"Cobolite Coalition Calling","Binaryshire",2000,"SSP",0
"state",2005-05-06,"Metaflux University","Binaryshire",1500,"CC",1265
"state",2005-05-06,"Metaflux University","Binaryshire",1500,"DGM",35
"state",2005-05-06,"Metaflux University","Binaryshire",1500,"PDAL",199
"state",2005-05-06,"Metaflux University","Binaryshire",1500,"SSP",0
"state",2005-05-06,"Metaflux University","Infoglen",1500,"CC",575
"state",2005-05-06,"Metaflux University","Infoglen",1500,"DGM",446
"state",2005-05-06,"Metaflux University","Infoglen",1500,"PDAL",479
"state",2005-05-06,"Metaflux University","Infoglen",1500,"SSP",0
"state",2005-05-06,"Dataland Register-Gazette","Voltagea",1500,"CC",227
"state",2005-05-06,"Dataland Register-Gazette","Voltagea",1500,"DGM",478
"state",2005-05-06,"Dataland Register-Gazette","Voltagea",1500,"PDAL",794
"state",2005-05-06,"Dataland Register-Gazette","Voltagea",1500,"SSP",0
"state",2005-05-07,"Cobolite Coalition Calling","Cerebrica",2000,"CC",489
"state",2005-05-07,"Cobolite Coalition Calling","Cerebrica",2000,"DGM",698
"state",2005-05-07,"Cobolite Coalition Calling","Cerebrica",2000,"PDAL",624
"state",2005-05-07,"Cobolite Coalition Calling","Cerebrica",2000,"SSP",189
"state",2005-05-07,"Dataland Register-Gazette","Infoglen",1500,"CC",492
"state",2005-05-07,"Dataland Register-Gazette","Infoglen",1500,"DGM",492
"state",2005-05-07,"Dataland Register-Gazette","Infoglen",1500,"PDAL",515
"state",2005-05-07,"Dataland Register-Gazette","Infoglen",1500,"SSP",0
"state",2005-05-07,"Proudly Paid For Polling","Quantumridge",1000,"CC",179
"state",2005-05-07,"Proudly Paid For Polling","Quantumridge",1000,"DGM",373
"state",2005-05-07,"Proudly Paid For Polling","Quantumridge",1000,"PDAL",448
"state",2005-05-07,"Proudly Paid For Polling","Quantumridge",1000,"SSP",0
"state",2005-05-08,"Dataland Register-Gazette","Cortexia",1500,"CC",158
"state",2005-05-08,"Dataland Register-Gazette","Cortexia",1500,"DGM",383
"state",2005-05-08,"Dataland Register-Gazette","Cortexia",1500,"PDAL",539
"state",2005-05-08,"Dataland Register-Gazette","Cortexia",1500,"SSP",420
"state",2005-05-09,"Proudly Paid For Polling","Cerebrica",1000,"CC",234
"state",2005-05-09,"Proudly Paid For Polling","Cerebrica",1000,"DGM",395
"state",2005-05-09,"Proudly Paid For Polling","Cerebrica",1000,"PDAL",305
"state",2005-05-09,"Proudly Paid For Polling","Cerebrica",1000,"SSP",66
"state",2005-05-09,"Dataland Register-Gazette","Circuiton",1500,"CC",139
"state",2005-05-09,"Dataland Register-Gazette","Circuiton",1500,"DGM",639
"state",2005-05-09,"Dataland Register-Gazette","Circuiton",1500,"PDAL",722
"state",2005-05-09,"Dataland Register-Gazette","Circuiton",1500,"SSP",0
"state",2005-05-10,"Proudly Paid For Polling","Amperville",1000,"CC",58
"state",2005-05-10,"Proudly Paid For Polling","Amperville",1000,"DGM",177
"state",2005-05-10,"Proudly Paid For Polling","Amperville",1000,"PDAL",765
"state",2005-05-10,"Proudly Paid For Polling","Amperville",1000,"SSP",0
"state",2005-05-10,"No Province Left Behind","Infinitron Peninsula",500,"CC",233
"state",2005-05-10,"No Province Left Behind","Infinitron Peninsula",500,"DGM",134
"state",2005-05-10,"No Province Left Behind","Infinitron Peninsula",500,"PDAL",133
"state",2005-05-10,"No Province Left Behind","Infinitron Peninsula",500,"SSP",0
"state",2005-05-11,"Metaflux University","Binaryshire",1500,"CC",1288
"state",2005-05-11,"Metaflux University","Binaryshire",1500,"DGM",21
"state",2005-05-11,"Metaflux University","Binaryshire",1500,"PDAL",191
"state",2005-05-11,"Metaflux University","Binaryshire",1500,"SSP",0
"state",2005-05-11,"Dataland Register-Gazette","Electropolis",1500,"CC",417
"state",2005-05-11,"Dataland Register-Gazette","Electropolis",1500,"DGM",487
"state",2005-05-11,"Dataland Register-Gazette","Electropolis",1500,"PDAL",596
"state",2005-05-11,"Dataland Register-Gazette","Electropolis",1500,"SSP",0
"state",2005-05-11,"Metaflux University","Quantumridge",1500,"CC",336
"state",2005-05-11,"Metaflux University","Quantumridge",1500,"DGM",366
"state",2005-05-11,"Metaflux University","Quantumridge",1500,"PDAL",798
"state",2005-05-11,"Metaflux University","Quantumridge",1500,"SSP",0
"state",2005-05-11,"Cobolite Coalition Calling","Voltagea",2000,"CC",372
"state",2005-05-11,"Cobolite Coalition Calling","Voltagea",2000,"DGM",619
"state",2005-05-11,"Cobolite Coalition Calling","Voltagea",2000,"PDAL",1009
"state",2005-05-11,"Cobolite Coalition Calling","Voltagea",2000,"SSP",0
"state",2005-05-13,"Cobolite Coalition Calling","Electropolis",2000,"CC",587
"state",2005-05-13,"Cobolite Coalition Calling","Electropolis",2000,"DGM",889
"state",2005-05-13,"Cobolite Coalition Calling","Electropolis",2000,"PDAL",524
"state",2005-05-13,"Cobolite Coalition Calling","Electropolis",2000,"SSP",0
"state",2005-05-14,"Dataland Register-Gazette","Voltagea",1500,"CC",187
"state",2005-05-14,"Dataland Register-Gazette","Voltagea",1500,"DGM",511
"state",2005-05-14,"Dataland Register-Gazette","Voltagea",1500,"PDAL",802
"state",2005-05-14,"Dataland Register-Gazette","Voltagea",1500,"SSP",0
"state",2005-05-16,"Proudly Paid For Polling","Cerebrica",1000,"CC",178
"state",2005-05-16,"Proudly Paid For Polling","Cerebrica",1000,"DGM",360
"state",2005-05-16,"Proudly Paid For Polling","Cerebrica",1000,"PDAL",386
"state",2005-05-16,"Proudly Paid For Polling","Cerebrica",1000,"SSP",77
"state",2005-05-17,"Dataland Register-Gazette","Electropolis",1500,"CC",400
"state",2005-05-17,"Dataland Register-Gazette","Electropolis",1500,"DGM",603
"state",2005-05-17,"Dataland Register-Gazette","Electropolis",1500,"PDAL",497
"state",2005-05-17,"Dataland Register-Gazette","Electropolis",1500,"SSP",0
"state",2005-05-18,"Proudly Paid For Polling","Byteforge Domain",1000,"CC",384
"state",2005-05-18,"Proudly Paid For Polling","Byteforge Domain",1000,"DGM",154
"state",2005-05-18,"Proudly Paid For Polling","Byteforge Domain",1000,"PDAL",462
"state",2005-05-18,"Proudly Paid For Polling","Byteforge Domain",1000,"SSP",0
"state",2005-05-18,"Progressive Polling","Voltagea",1000,"CC",83
"state",2005-05-18,"Progressive Polling","Voltagea",1000,"DGM",337
"state",2005-05-18,"Progressive Polling","Voltagea",1000,"PDAL",580
"state",2005-05-18,"Progressive Polling","Voltagea",1000,"SSP",0
"state",2005-05-18,"Dataland Register-Gazette","Infoglen",1500,"CC",420
"state",2005-05-18,"Dataland Register-Gazette","Infoglen",1500,"DGM",531
"state",2005-05-18,"Dataland Register-Gazette","Infoglen",1500,"PDAL",549
"state",2005-05-18,"Dataland Register-Gazette","Infoglen",1500,"SSP",0
"state",2005-05-19,"Proudly Paid For Polling","Voltagea",1000,"CC",139
"state",2005-05-19,"Proudly Paid For Polling","Voltagea",1000,"DGM",372
"state",2005-05-19,"Proudly Paid For Polling","Voltagea",1000,"PDAL",489
"state",2005-05-19,"Proudly Paid For Polling","Voltagea",1000,"SSP",0
"state",2005-05-21,"Progressive Polling","Cerebrica",1000,"CC",136
"state",2005-05-21,"Progressive Polling","Cerebrica",1000,"DGM",405
"state",2005-05-21,"Progressive Polling","Cerebrica",1000,"PDAL",394
"state",2005-05-21,"Progressive Polling","Cerebrica",1000,"SSP",64
"state",2005-05-21,"Proudly Paid For Polling","Cortexia",1000,"CC",82
"state",2005-05-21,"Proudly Paid For Polling","Cortexia",1000,"DGM",367
"state",2005-05-21,"Proudly Paid For Polling","Cortexia",1000,"PDAL",309
"state",2005-05-21,"Proudly Paid For Polling","Cortexia",1000,"SSP",242
"state",2005-05-21,"Electropolis Elects","Electropolis",1000,"CC",264
"state",2005-05-21,"Electropolis Elects","Electropolis",1000,"DGM",396
"state",2005-05-21,"Electropolis Elects","Electropolis",1000,"PDAL",340
"state",2005-05-21,"Electropolis Elects","Electropolis",1000,"SSP",0
"state",2005-05-21,"Cobolite Coalition Calling","Electropolis",2000,"CC",777
"state",2005-05-21,"Cobolite Coalition Calling","Electropolis",2000,"DGM",640
"state",2005-05-21,"Cobolite Coalition Calling","Electropolis",2000,"PDAL",583
"state",2005-05-21,"Cobolite Coalition Calling","Electropolis",2000,"SSP",0
"state",2005-05-21,"Proudly Paid For Polling","Neuronia",1000,"CC",43
"state",2005-05-21,"Proudly Paid For Polling","Neuronia",1000,"DGM",257
"state",2005-05-21,"Proudly Paid For Polling","Neuronia",1000,"PDAL",137
"state",2005-05-21,"Proudly Paid For Polling","Neuronia",1000,"SSP",563
"state",2005-05-22,"Dataland Register-Gazette","Electropolis",1500,"CC",404
"state",2005-05-22,"Dataland Register-Gazette","Electropolis",1500,"DGM",542
"state",2005-05-22,"Dataland Register-Gazette","Electropolis",1500,"PDAL",555
"state",2005-05-22,"Dataland Register-Gazette","Electropolis",1500,"SSP",0
"state",2005-05-22,"Metaflux University","Quantumridge",1500,"CC",317
"state",2005-05-22,"Metaflux University","Quantumridge",1500,"DGM",504
"state",2005-05-22,"Metaflux University","Quantumridge",1500,"PDAL",679
"state",2005-05-22,"Metaflux University","Quantumridge",1500,"SSP",0
"state",2005-05-22,"Metaflux University","Binaryshire",1500,"CC",1219
"state",2005-05-22,"Metaflux University","Binaryshire",1500,"DGM",48
"state",2005-05-22,"Metaflux University","Binaryshire",1500,"PDAL",233
"state",2005-05-22,"Metaflux University","Binaryshire",1500,"SSP",0
"state",2005-05-22,"Progressive Polling","Circuiton",1000,"CC",90
"state",2005-05-22,"Progressive Polling","Circuiton",1000,"DGM",437
"state",2005-05-22,"Progressive Polling","Circuiton",1000,"PDAL",473
"state",2005-05-22,"Progressive Polling","Circuiton",1000,"SSP",0
"state",2005-05-23,"Proudly Paid For Polling","Binaryshire",1000,"CC",854
"state",2005-05-23,"Proudly Paid For Polling","Binaryshire",1000,"DGM",23
"state",2005-05-23,"Proudly Paid For Polling","Binaryshire",1000,"PDAL",124
"state",2005-05-23,"Proudly Paid For Polling","Binaryshire",1000,"SSP",0
"state",2005-05-24,"Synapse Strategies","Neuronia",1000,"CC",33
"state",2005-05-24,"Synapse Strategies","Neuronia",1000,"DGM",200
"state",2005-05-24,"Synapse Strategies","Neuronia",1000,"PDAL",95
"state",2005-05-24,"Synapse Strategies","Neuronia",1000,"SSP",672
"state",2005-05-25,"Dataland Register-Gazette","Voltagea",1500,"CC",182
"state",2005-05-25,"Dataland Register-Gazette","Voltagea",1500,"DGM",603
"state",2005-05-25,"Dataland Register-Gazette","Voltagea",1500,"PDAL",714
"state",2005-05-25,"Dataland Register-Gazette","Voltagea",1500,"SSP",0
"state",2005-05-26,"Proudly Paid For Polling","Infoglen",1000,"CC",292
"state",2005-05-26,"Proudly Paid For Polling","Infoglen",1000,"DGM",296
"state",2005-05-26,"Proudly Paid For Polling","Infoglen",1000,"PDAL",412
"state",2005-05-26,"Proudly Paid For Polling","Infoglen",1000,"SSP",0
"state",2005-05-26,"Dataland Register-Gazette","Circuiton",1500,"CC",138
"state",2005-05-26,"Dataland Register-Gazette","Circuiton",1500,"DGM",662
"state",2005-05-26,"Dataland Register-Gazette","Circuiton",1500,"PDAL",700
"state",2005-05-26,"Dataland Register-Gazette","Circuiton",1500,"SSP",0
"state",2005-05-26,"Cobolite Coalition Calling","Quantumridge",2000,"CC",599
"state",2005-05-26,"Cobolite Coalition Calling","Quantumridge",2000,"DGM",413
"state",2005-05-26,"Cobolite Coalition Calling","Quantumridge",2000,"PDAL",988
"state",2005-05-26,"Cobolite Coalition Calling","Quantumridge",2000,"SSP",0
"state",2005-05-27,"Dataland Register-Gazette","Byteforge Domain",1500,"CC",559
"state",2005-05-27,"Dataland Register-Gazette","Byteforge Domain",1500,"DGM",150
"state",2005-05-27,"Dataland Register-Gazette","Byteforge Domain",1500,"PDAL",791
"state",2005-05-27,"Dataland Register-Gazette","Byteforge Domain",1500,"SSP",0
"state",2005-05-27,"Metaflux University","Infinitron Peninsula",1500,"CC",669
"state",2005-05-27,"Metaflux University","Infinitron Peninsula",1500,"DGM",437
"state",2005-05-27,"Metaflux University","Infinitron Peninsula",1500,"PDAL",394
"state",2005-05-27,"Metaflux University","Infinitron Peninsula",1500,"SSP",0
"state",2005-05-28,"Proudly Paid For Polling","Amperville",1000,"CC",37
"state",2005-05-28,"Proudly Paid For Polling","Amperville",1000,"DGM",175
"state",2005-05-28,"Proudly Paid For Polling","Amperville",1000,"PDAL",789
"state",2005-05-28,"Proudly Paid For Polling","Amperville",1000,"SSP",0
"state",2005-05-29,"Cobolite Coalition Calling","Voltagea",2000,"CC",161
"state",2005-05-29,"Cobolite Coalition Calling","Voltagea",2000,"DGM",723
"state",2005-05-29,"Cobolite Coalition Calling","Voltagea",2000,"PDAL",1116
"state",2005-05-29,"Cobolite Coalition Calling","Voltagea",2000,"SSP",0
"state",2005-05-29,"Cobolite Coalition Calling","Byteforge Domain",2000,"CC",1237
"state",2005-05-29,"Cobolite Coalition Calling","Byteforge Domain",2000,"DGM",242
"state",2005-05-29,"Cobolite Coalition Calling","Byteforge Domain",2000,"PDAL",521
"state",2005-05-29,"Cobolite Coalition Calling","Byteforge Domain",2000,"SSP",0
"state",2005-05-30,"Cobolite Coalition Calling","Infoglen",2000,"CC",688
"state",2005-05-30,"Cobolite Coalition Calling","Infoglen",2000,"DGM",594
"state",2005-05-30,"Cobolite Coalition Calling","Infoglen",2000,"PDAL",718
"state",2005-05-30,"Cobolite Coalition Calling","Infoglen",2000,"SSP",0
"state",2005-05-30,"No Province Left Behind","Amperville",500,"CC",35
"state",2005-05-30,"No Province Left Behind","Amperville",500,"DGM",118
"state",2005-05-30,"No Province Left Behind","Amperville",500,"PDAL",347
"state",2005-05-30,"No Province Left Behind","Amperville",500,"SSP",0
"state",2005-05-31,"Proudly Paid For Polling","Binaryshire",1000,"CC",891
"state",2005-05-31,"Proudly Paid For Polling","Binaryshire",1000,"DGM",18
"state",2005-05-31,"Proudly Paid For Polling","Binaryshire",1000,"PDAL",91
"state",2005-05-31,"Proudly Paid For Polling","Binaryshire",1000,"SSP",0
"state",2005-05-31,"Electropolis Elects","Electropolis",1000,"CC",334
"state",2005-05-31,"Electropolis Elects","Electropolis",1000,"DGM",329
"state",2005-05-31,"Electropolis Elects","Electropolis",1000,"PDAL",337
"state",2005-05-31,"Electropolis Elects","Electropolis",1000,"SSP",0
"state",2005-06-03,"Synapse Strategies","Cortexia",1000,"CC",126
"state",2005-06-03,"Synapse Strategies","Cortexia",1000,"DGM",241
"state",2005-06-03,"Synapse Strategies","Cortexia",1000,"PDAL",334
"state",2005-06-03,"Synapse Strategies","Cortexia",1000,"SSP",299
"state",2005-06-03,"Synapse Strategies","Neuronia",1000,"CC",17
"state",2005-06-03,"Synapse Strategies","Neuronia",1000,"DGM",175
"state",2005-06-03,"Synapse Strategies","Neuronia",1000,"PDAL",86
"state",2005-06-03,"Synapse Strategies","Neuronia",1000,"SSP",722
"state",2005-06-04,"Proudly Paid For Polling","Binaryshire",1000,"CC",831
"state",2005-06-04,"Proudly Paid For Polling","Binaryshire",1000,"DGM",18
"state",2005-06-04,"Proudly Paid For Polling","Binaryshire",1000,"PDAL",151
"state",2005-06-04,"Proudly Paid For Polling","Binaryshire",1000,"SSP",0
"state",2005-06-04,"Dataland Register-Gazette","Circuiton",1500,"CC",190
"state",2005-06-04,"Dataland Register-Gazette","Circuiton",1500,"DGM",592
"state",2005-06-04,"Dataland Register-Gazette","Circuiton",1500,"PDAL",718
"state",2005-06-04,"Dataland Register-Gazette","Circuiton",1500,"SSP",0
"state",2005-06-04,"Progressive Polling","Cortexia",1000,"CC",96
"state",2005-06-04,"Progressive Polling","Cortexia",1000,"DGM",221
"state",2005-06-04,"Progressive Polling","Cortexia",1000,"PDAL",365
"state",2005-06-04,"Progressive Polling","Cortexia",1000,"SSP",318
"state",2005-06-04,"Dataland Register-Gazette","Voltagea",1500,"CC",182
"state",2005-06-04,"Dataland Register-Gazette","Voltagea",1500,"DGM",516
"state",2005-06-04,"Dataland Register-Gazette","Voltagea",1500,"PDAL",802
"state",2005-06-04,"Dataland Register-Gazette","Voltagea",1500,"SSP",0
"state",2005-06-07,"Dataland Register-Gazette","Voltagea",1500,"CC",181
"state",2005-06-07,"Dataland Register-Gazette","Voltagea",1500,"DGM",517
"state",2005-06-07,"Dataland Register-Gazette","Voltagea",1500,"PDAL",802
"state",2005-06-07,"Dataland Register-Gazette","Voltagea",1500,"SSP",0
"state",2005-06-07,"Proudly Paid For Polling","Voltagea",1000,"CC",108
"state",2005-06-07,"Proudly Paid For Polling","Voltagea",1000,"DGM",344
"state",2005-06-07,"Proudly Paid For Polling","Voltagea",1000,"PDAL",548
"state",2005-06-07,"Proudly Paid For Polling","Voltagea",1000,"SSP",0
"state",2005-06-08,"Progressive Polling","Byteforge Domain",1000,"CC",456
"state",2005-06-08,"Progressive Polling","Byteforge Domain",1000,"DGM",119
"state",2005-06-08,"Progressive Polling","Byteforge Domain",1000,"PDAL",425
"state",2005-06-08,"Progressive Polling","Byteforge Domain",1000,"SSP",0
"state",2005-06-08,"Progressive Polling","Electropolis",1000,"CC",310
"state",2005-06-08,"Progressive Polling","Electropolis",1000,"DGM",308
"state",2005-06-08,"Progressive Polling","Electropolis",1000,"PDAL",381
"state",2005-06-08,"Progressive Polling","Electropolis",1000,"SSP",0
"state",2005-06-08,"Proudly Paid For Polling","Binaryshire",1000,"CC",878
"state",2005-06-08,"Proudly Paid For Polling","Binaryshire",1000,"DGM",22
"state",2005-06-08,"Proudly Paid For Polling","Binaryshire",1000,"PDAL",100
"state",2005-06-08,"Proudly Paid For Polling","Binaryshire",1000,"SSP",0
"state",2005-06-08,"Dataland Register-Gazette","Cortexia",1500,"CC",175
