"type_of_poll","date","pollster","geography","sample_size","party","value"
"national",2005-04-06,"No Province Left Behind","National",500,"PDAL",238
"national",2005-04-06,"No Province Left Behind","National",500,"SSP",45
"national",2005-04-06,"Dataland Daily","National",200,"CC",43
"national",2005-04-06,"Dataland Daily","National",200,"DGM",61
"national",2005-04-06,"Dataland Daily","National",200,"PDAL",84
"national",2005-04-06,"Dataland Daily","National",200,"SSP",13
"national",2005-04-07,"Dataland Daily","National",200,"CC",39
"national",2005-04-07,"Dataland Daily","National",200,"DGM",63
"national",2005-04-07,"Dataland Daily","National",200,"PDAL",88
"national",2005-04-07,"Dataland Daily","National",200,"SSP",10
"national",2005-04-08,"Dataland Daily","National",200,"CC",55
"national",2005-04-08,"Dataland Daily","National",200,"DGM",62
"national",2005-04-08,"Dataland Daily","National",200,"PDAL",72
"national",2005-04-08,"Dataland Daily","National",200,"SSP",11
"national",2005-04-09,"Dataland Daily","National",200,"CC",43
"national",2005-04-09,"Dataland Daily","National",200,"DGM",48
"national",2005-04-09,"Dataland Daily","National",200,"PDAL",99
"national",2005-04-09,"Dataland Daily","National",200,"SSP",9
"national",2005-04-10,"Dataland Daily","National",200,"CC",46
"national",2005-04-10,"Dataland Daily","National",200,"DGM",80
"national",2005-04-10,"Dataland Daily","National",200,"PDAL",61
"national",2005-04-10,"Dataland Daily","National",200,"SSP",13
"national",2005-04-11,"Dataland Daily","National",200,"CC",32
"national",2005-04-11,"Dataland Daily","National",200,"DGM",69
"national",2005-04-11,"Dataland Daily","National",200,"PDAL",94
"national",2005-04-11,"Dataland Daily","National",200,"SSP",5
"national",2005-04-12,"Dataland Daily","National",200,"CC",52
"national",2005-04-12,"Dataland Daily","National",200,"DGM",54
"national",2005-04-12,"Dataland Daily","National",200,"PDAL",77
"national",2005-04-12,"Dataland Daily","National",200,"SSP",16
"national",2005-04-13,"Dataland Daily","National",200,"CC",49
"national",2005-04-13,"Dataland Daily","National",200,"DGM",77
"national",2005-04-13,"Dataland Daily","National",200,"PDAL",55
"national",2005-04-13,"Dataland Daily","National",200,"SSP",19
"national",2005-04-14,"Dataland Daily","National",200,"CC",42
"national",2005-04-14,"Dataland Daily","National",200,"DGM",76
"national",2005-04-14,"Dataland Daily","National",200,"PDAL",71
"national",2005-04-14,"Dataland Daily","National",200,"SSP",11
"national",2005-04-15,"Dataland Daily","National",200,"CC",48
"national",2005-04-15,"Dataland Daily","National",200,"DGM",44
"national",2005-04-15,"Dataland Daily","National",200,"PDAL",97
"national",2005-04-15,"Dataland Daily","National",200,"SSP",11
"national",2005-04-16,"Dataland Daily","National",200,"CC",48
"national",2005-04-16,"Dataland Daily","National",200,"DGM",56
"national",2005-04-16,"Dataland Daily","National",200,"PDAL",90
"national",2005-04-16,"Dataland Daily","National",200,"SSP",6
"national",2005-04-17,"Dataland Daily","National",200,"CC",34
"national",2005-04-17,"Dataland Daily","National",200,"DGM",72
"national",2005-04-17,"Dataland Daily","National",200,"PDAL",82
"national",2005-04-17,"Dataland Daily","National",200,"SSP",12
"national",2005-04-18,"Dataland Daily","National",200,"CC",49
"national",2005-04-18,"Dataland Daily","National",200,"DGM",64
"national",2005-04-18,"Dataland Daily","National",200,"PDAL",82
"national",2005-04-18,"Dataland Daily","National",200,"SSP",5
"national",2005-04-19,"Dataland Daily","National",200,"CC",52
"national",2005-04-19,"Dataland Daily","National",200,"DGM",62
"national",2005-04-19,"Dataland Daily","National",200,"PDAL",75
"national",2005-04-19,"Dataland Daily","National",200,"SSP",11
"national",2005-04-20,"No Province Left Behind","National",500,"CC",105
"national",2005-04-20,"No Province Left Behind","National",500,"DGM",144
"national",2005-04-20,"No Province Left Behind","National",500,"PDAL",227
"national",2005-04-20,"No Province Left Behind","National",500,"SSP",25
"national",2005-04-20,"Dataland Daily","National",200,"CC",38
"national",2005-04-20,"Dataland Daily","National",200,"DGM",62
"national",2005-04-20,"Dataland Daily","National",200,"PDAL",91
"national",2005-04-20,"Dataland Daily","National",200,"SSP",10
"national",2005-04-21,"Dataland Daily","National",200,"CC",45
"national",2005-04-21,"Dataland Daily","National",200,"DGM",58
"national",2005-04-21,"Dataland Daily","National",200,"PDAL",86
"national",2005-04-21,"Dataland Daily","National",200,"SSP",11
"national",2005-04-22,"Dataland Daily","National",200,"CC",52
"national",2005-04-22,"Dataland Daily","National",200,"DGM",58
"national",2005-04-22,"Dataland Daily","National",200,"PDAL",84
"national",2005-04-22,"Dataland Daily","National",200,"SSP",7
"national",2005-04-23,"Dataland Daily","National",200,"CC",34
"national",2005-04-23,"Dataland Daily","National",200,"DGM",67
"national",2005-04-23,"Dataland Daily","National",200,"PDAL",88
"national",2005-04-23,"Dataland Daily","National",200,"SSP",12
"national",2005-04-23,"Cobolite Coalition Calling","National",2000,"CC",713
"national",2005-04-23,"Cobolite Coalition Calling","National",2000,"DGM",456
"national",2005-04-23,"Cobolite Coalition Calling","National",2000,"PDAL",702
"national",2005-04-23,"Cobolite Coalition Calling","National",2000,"SSP",130
"national",2005-04-23,"Big Dataland Surveys","National",10000,"CC",2330
"national",2005-04-23,"Big Dataland Surveys","National",10000,"DGM",3274
"national",2005-04-23,"Big Dataland Surveys","National",10000,"PDAL",3811
"national",2005-04-23,"Big Dataland Surveys","National",10000,"SSP",585
"national",2005-04-24,"Dataland Daily","National",200,"CC",49
"national",2005-04-24,"Dataland Daily","National",200,"DGM",69
"national",2005-04-24,"Dataland Daily","National",200,"PDAL",72
"national",2005-04-24,"Dataland Daily","National",200,"SSP",11
"national",2005-04-25,"Dataland Daily","National",200,"CC",55
"national",2005-04-25,"Dataland Daily","National",200,"DGM",53
"national",2005-04-25,"Dataland Daily","National",200,"PDAL",80
"national",2005-04-25,"Dataland Daily","National",200,"SSP",12
"national",2005-04-26,"Dataland Daily","National",200,"CC",35
"national",2005-04-26,"Dataland Daily","National",200,"DGM",54
"national",2005-04-26,"Dataland Daily","National",200,"PDAL",98
"national",2005-04-26,"Dataland Daily","National",200,"SSP",13
"national",2005-04-27,"Dataland Daily","National",200,"CC",45
"national",2005-04-27,"Dataland Daily","National",200,"DGM",83
"national",2005-04-27,"Dataland Daily","National",200,"PDAL",64
"national",2005-04-27,"Dataland Daily","National",200,"SSP",8
"national",2005-04-28,"Dataland Daily","National",200,"CC",36
"national",2005-04-28,"Dataland Daily","National",200,"DGM",56
"national",2005-04-28,"Dataland Daily","National",200,"PDAL",88
"national",2005-04-28,"Dataland Daily","National",200,"SSP",19
"national",2005-04-29,"Dataland Daily","National",200,"CC",44
"national",2005-04-29,"Dataland Daily","National",200,"DGM",67
"national",2005-04-29,"Dataland Daily","National",200,"PDAL",70
"national",2005-04-29,"Dataland Daily","National",200,"SSP",19
"national",2005-04-30,"Dataland Daily","National",200,"CC",43
"national",2005-04-30,"Dataland Daily","National",200,"DGM",76
"national",2005-04-30,"Dataland Daily","National",200,"PDAL",73
"national",2005-04-30,"Dataland Daily","National",200,"SSP",8
