"type_of_poll","date","pollster","geography","sample_size","party","value"
"state",2019-04-30,"Proudly Paid For Polling","Infinitron Peninsula",1000,"SSP",0
"state",2019-05-01,"Dataland Register-Gazette","Cerebrica",1500,"CC",290
"state",2019-05-01,"Dataland Register-Gazette","Cerebrica",1500,"DGM",679
"state",2019-05-01,"Dataland Register-Gazette","Cerebrica",1500,"PDAL",447
"state",2019-05-01,"Dataland Register-Gazette","Cerebrica",1500,"SSP",84
"state",2019-05-06,"Proudly Paid For Polling","Quantumridge",1000,"CC",132
"state",2019-05-06,"Proudly Paid For Polling","Quantumridge",1000,"DGM",420
"state",2019-05-06,"Proudly Paid For Polling","Quantumridge",1000,"PDAL",448
"state",2019-05-06,"Proudly Paid For Polling","Quantumridge",1000,"SSP",0
"state",2019-05-06,"Cobolite Coalition Calling","Amperville",2000,"CC",152
"state",2019-05-06,"Cobolite Coalition Calling","Amperville",2000,"DGM",291
"state",2019-05-06,"Cobolite Coalition Calling","Amperville",2000,"PDAL",1556
"state",2019-05-06,"Cobolite Coalition Calling","Amperville",2000,"SSP",0
"state",2019-05-06,"Proudly Paid For Polling","Amperville",1000,"CC",48
"state",2019-05-06,"Proudly Paid For Polling","Amperville",1000,"DGM",165
"state",2019-05-06,"Proudly Paid For Polling","Amperville",1000,"PDAL",787
"state",2019-05-06,"Proudly Paid For Polling","Amperville",1000,"SSP",0
"state",2019-05-06,"Dataland Register-Gazette","Circuiton",1500,"CC",103
"state",2019-05-06,"Dataland Register-Gazette","Circuiton",1500,"DGM",707
"state",2019-05-06,"Dataland Register-Gazette","Circuiton",1500,"PDAL",690
"state",2019-05-06,"Dataland Register-Gazette","Circuiton",1500,"SSP",0
"state",2019-05-07,"Progressive Polling","Circuiton",1000,"CC",57
"state",2019-05-07,"Progressive Polling","Circuiton",1000,"DGM",387
"state",2019-05-07,"Progressive Polling","Circuiton",1000,"PDAL",556
"state",2019-05-07,"Progressive Polling","Circuiton",1000,"SSP",0
"state",2019-05-07,"No Province Left Behind","Infinitron Peninsula",500,"CC",127
"state",2019-05-07,"No Province Left Behind","Infinitron Peninsula",500,"DGM",226
"state",2019-05-07,"No Province Left Behind","Infinitron Peninsula",500,"PDAL",148
"state",2019-05-07,"No Province Left Behind","Infinitron Peninsula",500,"SSP",0
"state",2019-05-07,"Synapse Strategies","Cortexia",1000,"CC",125
"state",2019-05-07,"Synapse Strategies","Cortexia",1000,"DGM",299
"state",2019-05-07,"Synapse Strategies","Cortexia",1000,"PDAL",361
"state",2019-05-07,"Synapse Strategies","Cortexia",1000,"SSP",215
"state",2019-05-07,"Progressive Polling","Cortexia",1000,"CC",101
"state",2019-05-07,"Progressive Polling","Cortexia",1000,"DGM",236
"state",2019-05-07,"Progressive Polling","Cortexia",1000,"PDAL",464
"state",2019-05-07,"Progressive Polling","Cortexia",1000,"SSP",199
"state",2019-05-09,"Dataland Register-Gazette","Electropolis",1500,"CC",383
"state",2019-05-09,"Dataland Register-Gazette","Electropolis",1500,"DGM",541
"state",2019-05-09,"Dataland Register-Gazette","Electropolis",1500,"PDAL",576
"state",2019-05-09,"Dataland Register-Gazette","Electropolis",1500,"SSP",0
"state",2019-05-09,"Metaflux University","Binaryshire",1500,"CC",1161
"state",2019-05-09,"Metaflux University","Binaryshire",1500,"DGM",52
"state",2019-05-09,"Metaflux University","Binaryshire",1500,"PDAL",287
"state",2019-05-09,"Metaflux University","Binaryshire",1500,"SSP",0
"state",2019-05-10,"Synapse Strategies","Cerebrica",1000,"CC",180
"state",2019-05-10,"Synapse Strategies","Cerebrica",1000,"DGM",453
"state",2019-05-10,"Synapse Strategies","Cerebrica",1000,"PDAL",309
"state",2019-05-10,"Synapse Strategies","Cerebrica",1000,"SSP",57
"state",2019-05-10,"Metaflux University","Binaryshire",1500,"CC",1194
"state",2019-05-10,"Metaflux University","Binaryshire",1500,"DGM",49
"state",2019-05-10,"Metaflux University","Binaryshire",1500,"PDAL",257
"state",2019-05-10,"Metaflux University","Binaryshire",1500,"SSP",0
"state",2019-05-10,"Dataland Register-Gazette","Circuiton",1500,"CC",107
"state",2019-05-10,"Dataland Register-Gazette","Circuiton",1500,"DGM",614
"state",2019-05-10,"Dataland Register-Gazette","Circuiton",1500,"PDAL",779
"state",2019-05-10,"Dataland Register-Gazette","Circuiton",1500,"SSP",0
"state",2019-05-10,"Progressive Polling","Cortexia",1000,"CC",105
"state",2019-05-10,"Progressive Polling","Cortexia",1000,"DGM",251
"state",2019-05-10,"Progressive Polling","Cortexia",1000,"PDAL",413
"state",2019-05-10,"Progressive Polling","Cortexia",1000,"SSP",232
"state",2019-05-10,"Progressive Polling","Electropolis",1000,"CC",246
"state",2019-05-10,"Progressive Polling","Electropolis",1000,"DGM",326
"state",2019-05-10,"Progressive Polling","Electropolis",1000,"PDAL",427
"state",2019-05-10,"Progressive Polling","Electropolis",1000,"SSP",0
"state",2019-05-11,"Progressive Polling","Cerebrica",1000,"CC",145
"state",2019-05-11,"Progressive Polling","Cerebrica",1000,"DGM",441
"state",2019-05-11,"Progressive Polling","Cerebrica",1000,"PDAL",359
"state",2019-05-11,"Progressive Polling","Cerebrica",1000,"SSP",54
"state",2019-05-11,"Proudly Paid For Polling","Circuiton",1000,"CC",92
"state",2019-05-11,"Proudly Paid For Polling","Circuiton",1000,"DGM",420
"state",2019-05-11,"Proudly Paid For Polling","Circuiton",1000,"PDAL",488
"state",2019-05-11,"Proudly Paid For Polling","Circuiton",1000,"SSP",0
"state",2019-05-11,"Dataland Register-Gazette","Cortexia",1500,"CC",176
"state",2019-05-11,"Dataland Register-Gazette","Cortexia",1500,"DGM",431
"state",2019-05-11,"Dataland Register-Gazette","Cortexia",1500,"PDAL",571
"state",2019-05-11,"Dataland Register-Gazette","Cortexia",1500,"SSP",321
"state",2019-05-11,"No Province Left Behind","Neuronia",500,"CC",15
"state",2019-05-11,"No Province Left Behind","Neuronia",500,"DGM",127
"state",2019-05-11,"No Province Left Behind","Neuronia",500,"PDAL",73
"state",2019-05-11,"No Province Left Behind","Neuronia",500,"SSP",285
"state",2019-05-12,"Metaflux University","Binaryshire",1500,"CC",1213
"state",2019-05-12,"Metaflux University","Binaryshire",1500,"DGM",46
"state",2019-05-12,"Metaflux University","Binaryshire",1500,"PDAL",241
"state",2019-05-12,"Metaflux University","Binaryshire",1500,"SSP",0
"state",2019-05-13,"Dataland Register-Gazette","Infoglen",1500,"CC",354
"state",2019-05-13,"Dataland Register-Gazette","Infoglen",1500,"DGM",552
"state",2019-05-13,"Dataland Register-Gazette","Infoglen",1500,"PDAL",593
"state",2019-05-13,"Dataland Register-Gazette","Infoglen",1500,"SSP",0
"state",2019-05-14,"Proudly Paid For Polling","Circuiton",1000,"CC",96
"state",2019-05-14,"Proudly Paid For Polling","Circuiton",1000,"DGM",438
"state",2019-05-14,"Proudly Paid For Polling","Circuiton",1000,"PDAL",465
"state",2019-05-14,"Proudly Paid For Polling","Circuiton",1000,"SSP",0
"state",2019-05-14,"Proudly Paid For Polling","Infinitron Peninsula",1000,"CC",328
"state",2019-05-14,"Proudly Paid For Polling","Infinitron Peninsula",1000,"DGM",415
"state",2019-05-14,"Proudly Paid For Polling","Infinitron Peninsula",1000,"PDAL",257
"state",2019-05-14,"Proudly Paid For Polling","Infinitron Peninsula",1000,"SSP",0
"state",2019-05-16,"Proudly Paid For Polling","Infinitron Peninsula",1000,"CC",345
"state",2019-05-16,"Proudly Paid For Polling","Infinitron Peninsula",1000,"DGM",423
"state",2019-05-16,"Proudly Paid For Polling","Infinitron Peninsula",1000,"PDAL",232
"state",2019-05-16,"Proudly Paid For Polling","Infinitron Peninsula",1000,"SSP",0
"state",2019-05-17,"Synapse Strategies","Neuronia",1000,"CC",22
"state",2019-05-17,"Synapse Strategies","Neuronia",1000,"DGM",285
"state",2019-05-17,"Synapse Strategies","Neuronia",1000,"PDAL",101
"state",2019-05-17,"Synapse Strategies","Neuronia",1000,"SSP",593
"state",2019-05-18,"Proudly Paid For Polling","Cerebrica",1000,"CC",190
"state",2019-05-18,"Proudly Paid For Polling","Cerebrica",1000,"DGM",468
"state",2019-05-18,"Proudly Paid For Polling","Cerebrica",1000,"PDAL",295
"state",2019-05-18,"Proudly Paid For Polling","Cerebrica",1000,"SSP",47
"state",2019-05-18,"Electropolis Elects","Electropolis",1000,"CC",306
"state",2019-05-18,"Electropolis Elects","Electropolis",1000,"DGM",335
"state",2019-05-18,"Electropolis Elects","Electropolis",1000,"PDAL",359
"state",2019-05-18,"Electropolis Elects","Electropolis",1000,"SSP",0
"state",2019-05-18,"Proudly Paid For Polling","Circuiton",1000,"CC",51
"state",2019-05-18,"Proudly Paid For Polling","Circuiton",1000,"DGM",523
"state",2019-05-18,"Proudly Paid For Polling","Circuiton",1000,"PDAL",426
"state",2019-05-18,"Proudly Paid For Polling","Circuiton",1000,"SSP",0
"state",2019-05-18,"Proudly Paid For Polling","Neuronia",1000,"CC",41
"state",2019-05-18,"Proudly Paid For Polling","Neuronia",1000,"DGM",329
"state",2019-05-18,"Proudly Paid For Polling","Neuronia",1000,"PDAL",141
"state",2019-05-18,"Proudly Paid For Polling","Neuronia",1000,"SSP",489
"state",2019-05-19,"Cobolite Coalition Calling","Voltagea",2000,"CC",276
"state",2019-05-19,"Cobolite Coalition Calling","Voltagea",2000,"DGM",680
"state",2019-05-19,"Cobolite Coalition Calling","Voltagea",2000,"PDAL",1043
"state",2019-05-19,"Cobolite Coalition Calling","Voltagea",2000,"SSP",0
"state",2019-05-20,"Dataland Register-Gazette","Infoglen",1500,"CC",362
"state",2019-05-20,"Dataland Register-Gazette","Infoglen",1500,"DGM",591
"state",2019-05-20,"Dataland Register-Gazette","Infoglen",1500,"PDAL",547
"state",2019-05-20,"Dataland Register-Gazette","Infoglen",1500,"SSP",0
"state",2019-05-20,"Cobolite Coalition Calling","Cerebrica",2000,"CC",444
"state",2019-05-20,"Cobolite Coalition Calling","Cerebrica",2000,"DGM",840
"state",2019-05-20,"Cobolite Coalition Calling","Cerebrica",2000,"PDAL",581
"state",2019-05-20,"Cobolite Coalition Calling","Cerebrica",2000,"SSP",135
"state",2019-05-21,"Dataland Register-Gazette","Byteforge Domain",1500,"CC",477
"state",2019-05-21,"Dataland Register-Gazette","Byteforge Domain",1500,"DGM",250
"state",2019-05-21,"Dataland Register-Gazette","Byteforge Domain",1500,"PDAL",773
"state",2019-05-21,"Dataland Register-Gazette","Byteforge Domain",1500,"SSP",0
"state",2019-05-24,"Proudly Paid For Polling","Cerebrica",1000,"CC",124
"state",2019-05-24,"Proudly Paid For Polling","Cerebrica",1000,"DGM",479
"state",2019-05-24,"Proudly Paid For Polling","Cerebrica",1000,"PDAL",351
"state",2019-05-24,"Proudly Paid For Polling","Cerebrica",1000,"SSP",45
"state",2019-05-24,"Cobolite Coalition Calling","Electropolis",2000,"CC",671
"state",2019-05-24,"Cobolite Coalition Calling","Electropolis",2000,"DGM",604
"state",2019-05-24,"Cobolite Coalition Calling","Electropolis",2000,"PDAL",724
"state",2019-05-24,"Cobolite Coalition Calling","Electropolis",2000,"SSP",0
"state",2019-05-24,"Proudly Paid For Polling","Electropolis",1000,"CC",262
"state",2019-05-24,"Proudly Paid For Polling","Electropolis",1000,"DGM",396
"state",2019-05-24,"Proudly Paid For Polling","Electropolis",1000,"PDAL",342
"state",2019-05-24,"Proudly Paid For Polling","Electropolis",1000,"SSP",0
"state",2019-05-25,"Proudly Paid For Polling","Byteforge Domain",1000,"CC",287
"state",2019-05-25,"Proudly Paid For Polling","Byteforge Domain",1000,"DGM",169
"state",2019-05-25,"Proudly Paid For Polling","Byteforge Domain",1000,"PDAL",544
"state",2019-05-25,"Proudly Paid For Polling","Byteforge Domain",1000,"SSP",0
"state",2019-05-25,"Cobolite Coalition Calling","Circuiton",2000,"CC",211
"state",2019-05-25,"Cobolite Coalition Calling","Circuiton",2000,"DGM",802
"state",2019-05-25,"Cobolite Coalition Calling","Circuiton",2000,"PDAL",987
"state",2019-05-25,"Cobolite Coalition Calling","Circuiton",2000,"SSP",0
"state",2019-05-25,"Cobolite Coalition Calling","Amperville",2000,"CC",151
"state",2019-05-25,"Cobolite Coalition Calling","Amperville",2000,"DGM",401
"state",2019-05-25,"Cobolite Coalition Calling","Amperville",2000,"PDAL",1448
"state",2019-05-25,"Cobolite Coalition Calling","Amperville",2000,"SSP",0
"state",2019-05-25,"Progressive Polling","Circuiton",1000,"CC",80
"state",2019-05-25,"Progressive Polling","Circuiton",1000,"DGM",367
"state",2019-05-25,"Progressive Polling","Circuiton",1000,"PDAL",553
"state",2019-05-25,"Progressive Polling","Circuiton",1000,"SSP",0
"state",2019-05-25,"Progressive Polling","Cortexia",1000,"CC",110
"state",2019-05-25,"Progressive Polling","Cortexia",1000,"DGM",276
"state",2019-05-25,"Progressive Polling","Cortexia",1000,"PDAL",390
"state",2019-05-25,"Progressive Polling","Cortexia",1000,"SSP",224
"state",2019-05-25,"Metaflux University","Quantumridge",1500,"CC",217
"state",2019-05-25,"Metaflux University","Quantumridge",1500,"DGM",533
"state",2019-05-25,"Metaflux University","Quantumridge",1500,"PDAL",750
"state",2019-05-25,"Metaflux University","Quantumridge",1500,"SSP",0
"state",2019-05-26,"Cobolite Coalition Calling","Infoglen",2000,"CC",554
"state",2019-05-26,"Cobolite Coalition Calling","Infoglen",2000,"DGM",899
"state",2019-05-26,"Cobolite Coalition Calling","Infoglen",2000,"PDAL",547
"state",2019-05-26,"Cobolite Coalition Calling","Infoglen",2000,"SSP",0
"state",2019-05-26,"Metaflux University","Quantumridge",1500,"CC",247
"state",2019-05-26,"Metaflux University","Quantumridge",1500,"DGM",628
"state",2019-05-26,"Metaflux University","Quantumridge",1500,"PDAL",625
"state",2019-05-26,"Metaflux University","Quantumridge",1500,"SSP",0
"state",2019-05-27,"Dataland Register-Gazette","Infoglen",1500,"CC",389
"state",2019-05-27,"Dataland Register-Gazette","Infoglen",1500,"DGM",569
"state",2019-05-27,"Dataland Register-Gazette","Infoglen",1500,"PDAL",542
"state",2019-05-27,"Dataland Register-Gazette","Infoglen",1500,"SSP",0
"state",2019-05-28,"Dataland Register-Gazette","Circuiton",1500,"CC",110
"state",2019-05-28,"Dataland Register-Gazette","Circuiton",1500,"DGM",673
"state",2019-05-28,"Dataland Register-Gazette","Circuiton",1500,"PDAL",717
"state",2019-05-28,"Dataland Register-Gazette","Circuiton",1500,"SSP",0
"state",2019-05-28,"Electropolis Elects","Electropolis",1000,"CC",272
"state",2019-05-28,"Electropolis Elects","Electropolis",1000,"DGM",336
"state",2019-05-28,"Electropolis Elects","Electropolis",1000,"PDAL",391
"state",2019-05-28,"Electropolis Elects","Electropolis",1000,"SSP",0
"state",2019-05-28,"No Province Left Behind","Neuronia",500,"CC",17
"state",2019-05-28,"No Province Left Behind","Neuronia",500,"DGM",130
"state",2019-05-28,"No Province Left Behind","Neuronia",500,"PDAL",42
"state",2019-05-28,"No Province Left Behind","Neuronia",500,"SSP",312
"state",2019-05-28,"Proudly Paid For Polling","Voltagea",1000,"CC",86
"state",2019-05-28,"Proudly Paid For Polling","Voltagea",1000,"DGM",361
"state",2019-05-28,"Proudly Paid For Polling","Voltagea",1000,"PDAL",553
"state",2019-05-28,"Proudly Paid For Polling","Voltagea",1000,"SSP",0
"state",2019-05-29,"Cobolite Coalition Calling","Cerebrica",2000,"CC",403
"state",2019-05-29,"Cobolite Coalition Calling","Cerebrica",2000,"DGM",974
"state",2019-05-29,"Cobolite Coalition Calling","Cerebrica",2000,"PDAL",513
"state",2019-05-29,"Cobolite Coalition Calling","Cerebrica",2000,"SSP",110
"state",2019-06-01,"Proudly Paid For Polling","Voltagea",1000,"CC",88
"state",2019-06-01,"Proudly Paid For Polling","Voltagea",1000,"DGM",384
"state",2019-06-01,"Proudly Paid For Polling","Voltagea",1000,"PDAL",529
"state",2019-06-01,"Proudly Paid For Polling","Voltagea",1000,"SSP",0
"state",2019-06-01,"Metaflux University","Byteforge Domain",1500,"CC",516
"state",2019-06-01,"Metaflux University","Byteforge Domain",1500,"DGM",251
"state",2019-06-01,"Metaflux University","Byteforge Domain",1500,"PDAL",733
"state",2019-06-01,"Metaflux University","Byteforge Domain",1500,"SSP",0
"state",2019-06-01,"Dataland Register-Gazette","Cortexia",1500,"CC",163
"state",2019-06-01,"Dataland Register-Gazette","Cortexia",1500,"DGM",490
"state",2019-06-01,"Dataland Register-Gazette","Cortexia",1500,"PDAL",551
"state",2019-06-01,"Dataland Register-Gazette","Cortexia",1500,"SSP",296
"state",2019-06-02,"Synapse Strategies","Cerebrica",1000,"CC",158
"state",2019-06-02,"Synapse Strategies","Cerebrica",1000,"DGM",496
"state",2019-06-02,"Synapse Strategies","Cerebrica",1000,"PDAL",289
"state",2019-06-02,"Synapse Strategies","Cerebrica",1000,"SSP",57
"state",2019-06-02,"Dataland Register-Gazette","Cortexia",1500,"CC",159
"state",2019-06-02,"Dataland Register-Gazette","Cortexia",1500,"DGM",414
"state",2019-06-02,"Dataland Register-Gazette","Cortexia",1500,"PDAL",576
"state",2019-06-02,"Dataland Register-Gazette","Cortexia",1500,"SSP",351
"state",2019-06-02,"Proudly Paid For Polling","Circuiton",1000,"CC",77
"state",2019-06-02,"Proudly Paid For Polling","Circuiton",1000,"DGM",527
"state",2019-06-02,"Proudly Paid For Polling","Circuiton",1000,"PDAL",396
"state",2019-06-02,"Proudly Paid For Polling","Circuiton",1000,"SSP",0
"state",2019-06-03,"Metaflux University","Infoglen",1500,"CC",477
"state",2019-06-03,"Metaflux University","Infoglen",1500,"DGM",591
"state",2019-06-03,"Metaflux University","Infoglen",1500,"PDAL",432
"state",2019-06-03,"Metaflux University","Infoglen",1500,"SSP",0
"state",2019-06-04,"Proudly Paid For Polling","Voltagea",1000,"CC",79
"state",2019-06-04,"Proudly Paid For Polling","Voltagea",1000,"DGM",388
"state",2019-06-04,"Proudly Paid For Polling","Voltagea",1000,"PDAL",532
"state",2019-06-04,"Proudly Paid For Polling","Voltagea",1000,"SSP",0
"state",2019-06-05,"Proudly Paid For Polling","Voltagea",1000,"CC",105
"state",2019-06-05,"Proudly Paid For Polling","Voltagea",1000,"DGM",450
"state",2019-06-05,"Proudly Paid For Polling","Voltagea",1000,"PDAL",446
"state",2019-06-05,"Proudly Paid For Polling","Voltagea",1000,"SSP",0
"state",2019-06-05,"Proudly Paid For Polling","Cortexia",1000,"CC",117
"state",2019-06-05,"Proudly Paid For Polling","Cortexia",1000,"DGM",296
"state",2019-06-05,"Proudly Paid For Polling","Cortexia",1000,"PDAL",394
"state",2019-06-05,"Proudly Paid For Polling","Cortexia",1000,"SSP",192
"state",2019-06-06,"Proudly Paid For Polling","Cortexia",1000,"CC",107
"state",2019-06-06,"Proudly Paid For Polling","Cortexia",1000,"DGM",354
"state",2019-06-06,"Proudly Paid For Polling","Cortexia",1000,"PDAL",322
"state",2019-06-06,"Proudly Paid For Polling","Cortexia",1000,"SSP",217
"state",2019-06-06,"Cobolite Coalition Calling","Voltagea",2000,"CC",239
"state",2019-06-06,"Cobolite Coalition Calling","Voltagea",2000,"DGM",814
"state",2019-06-06,"Cobolite Coalition Calling","Voltagea",2000,"PDAL",947
"state",2019-06-06,"Cobolite Coalition Calling","Voltagea",2000,"SSP",0
"state",2019-06-07,"Dataland Register-Gazette","Cortexia",1500,"CC",187
"state",2019-06-07,"Dataland Register-Gazette","Cortexia",1500,"DGM",414
"state",2019-06-07,"Dataland Register-Gazette","Cortexia",1500,"PDAL",555
"state",2019-06-07,"Dataland Register-Gazette","Cortexia",1500,"SSP",344
"state",2019-06-07,"Electropolis Elects","Electropolis",1000,"CC",292
"state",2019-06-07,"Electropolis Elects","Electropolis",1000,"DGM",328
