"type_of_poll","date","pollster","geography","sample_size","party","value"
"state",2005-05-05,"Proudly Paid For Polling","Neuronia",1000,"PDAL",143
"state",2005-05-05,"Proudly Paid For Polling","Neuronia",1000,"SSP",598
"state",2005-05-05,"No Province Left Behind","Infinitron Peninsula",500,"CC",205
"state",2005-05-05,"No Province Left Behind","Infinitron Peninsula",500,"DGM",153
"state",2005-05-05,"No Province Left Behind","Infinitron Peninsula",500,"PDAL",142
"state",2005-05-05,"No Province Left Behind","Infinitron Peninsula",500,"SSP",0
"state",2005-05-06,"Cobolite Coalition Calling","Binaryshire",2000,"CC",1827
"state",2005-05-06,"Cobolite Coalition Calling","Binaryshire",2000,"DGM",24
"state",2005-05-06,"Cobolite Coalition Calling","Binaryshire",2000,"PDAL",149
"state",2005-05-06,"Cobolite Coalition Calling","Binaryshire",2000,"SSP",0
"state",2005-05-06,"Metaflux University","Binaryshire",1500,"CC",1265
"state",2005-05-06,"Metaflux University","Binaryshire",1500,"DGM",35
"state",2005-05-06,"Metaflux University","Binaryshire",1500,"PDAL",199
"state",2005-05-06,"Metaflux University","Binaryshire",1500,"SSP",0
"state",2005-05-06,"Dataland Register-Gazette","Voltagea",1500,"CC",227
"state",2005-05-06,"Dataland Register-Gazette","Voltagea",1500,"DGM",478
"state",2005-05-06,"Dataland Register-Gazette","Voltagea",1500,"PDAL",794
"state",2005-05-06,"Dataland Register-Gazette","Voltagea",1500,"SSP",0
"state",2005-05-07,"Cobolite Coalition Calling","Cerebrica",2000,"CC",489
"state",2005-05-07,"Cobolite Coalition Calling","Cerebrica",2000,"DGM",698
"state",2005-05-07,"Cobolite Coalition Calling","Cerebrica",2000,"PDAL",624
"state",2005-05-07,"Cobolite Coalition Calling","Cerebrica",2000,"SSP",189
"state",2005-05-07,"Proudly Paid For Polling","Quantumridge",1000,"CC",179
"state",2005-05-07,"Proudly Paid For Polling","Quantumridge",1000,"DGM",373
"state",2005-05-07,"Proudly Paid For Polling","Quantumridge",1000,"PDAL",448
"state",2005-05-07,"Proudly Paid For Polling","Quantumridge",1000,"SSP",0
"state",2005-05-09,"Proudly Paid For Polling","Cerebrica",1000,"CC",234
"state",2005-05-09,"Proudly Paid For Polling","Cerebrica",1000,"DGM",395
"state",2005-05-09,"Proudly Paid For Polling","Cerebrica",1000,"PDAL",305
"state",2005-05-09,"Proudly Paid For Polling","Cerebrica",1000,"SSP",66
"state",2005-05-09,"Dataland Register-Gazette","Circuiton",1500,"CC",139
"state",2005-05-09,"Dataland Register-Gazette","Circuiton",1500,"DGM",639
"state",2005-05-09,"Dataland Register-Gazette","Circuiton",1500,"PDAL",722
"state",2005-05-09,"Dataland Register-Gazette","Circuiton",1500,"SSP",0
"state",2005-05-10,"Proudly Paid For Polling","Amperville",1000,"CC",58
"state",2005-05-10,"Proudly Paid For Polling","Amperville",1000,"DGM",177
"state",2005-05-10,"Proudly Paid For Polling","Amperville",1000,"PDAL",765
"state",2005-05-10,"Proudly Paid For Polling","Amperville",1000,"SSP",0
"state",2005-05-10,"No Province Left Behind","Infinitron Peninsula",500,"CC",233
"state",2005-05-10,"No Province Left Behind","Infinitron Peninsula",500,"DGM",134
"state",2005-05-10,"No Province Left Behind","Infinitron Peninsula",500,"PDAL",133
"state",2005-05-10,"No Province Left Behind","Infinitron Peninsula",500,"SSP",0
"state",2005-05-11,"Metaflux University","Binaryshire",1500,"CC",1288
"state",2005-05-11,"Metaflux University","Binaryshire",1500,"DGM",21
"state",2005-05-11,"Metaflux University","Binaryshire",1500,"PDAL",191
"state",2005-05-11,"Metaflux University","Binaryshire",1500,"SSP",0
"state",2005-05-11,"Metaflux University","Quantumridge",1500,"CC",336
"state",2005-05-11,"Metaflux University","Quantumridge",1500,"DGM",366
"state",2005-05-11,"Metaflux University","Quantumridge",1500,"PDAL",798
"state",2005-05-11,"Metaflux University","Quantumridge",1500,"SSP",0
"state",2005-05-11,"Cobolite Coalition Calling","Voltagea",2000,"CC",372
"state",2005-05-11,"Cobolite Coalition Calling","Voltagea",2000,"DGM",619
"state",2005-05-11,"Cobolite Coalition Calling","Voltagea",2000,"PDAL",1009
"state",2005-05-11,"Cobolite Coalition Calling","Voltagea",2000,"SSP",0
"state",2005-05-14,"Dataland Register-Gazette","Voltagea",1500,"CC",187
"state",2005-05-14,"Dataland Register-Gazette","Voltagea",1500,"DGM",511
"state",2005-05-14,"Dataland Register-Gazette","Voltagea",1500,"PDAL",802
"state",2005-05-14,"Dataland Register-Gazette","Voltagea",1500,"SSP",0
"state",2005-05-16,"Proudly Paid For Polling","Cerebrica",1000,"CC",178
"state",2005-05-16,"Proudly Paid For Polling","Cerebrica",1000,"DGM",360
"state",2005-05-16,"Proudly Paid For Polling","Cerebrica",1000,"PDAL",386
"state",2005-05-16,"Proudly Paid For Polling","Cerebrica",1000,"SSP",77
"state",2005-05-18,"Proudly Paid For Polling","Byteforge Domain",1000,"CC",384
"state",2005-05-18,"Proudly Paid For Polling","Byteforge Domain",1000,"DGM",154
"state",2005-05-18,"Proudly Paid For Polling","Byteforge Domain",1000,"PDAL",462
"state",2005-05-18,"Proudly Paid For Polling","Byteforge Domain",1000,"SSP",0
"state",2005-05-18,"Progressive Polling","Voltagea",1000,"CC",83
"state",2005-05-18,"Progressive Polling","Voltagea",1000,"DGM",337
"state",2005-05-18,"Progressive Polling","Voltagea",1000,"PDAL",580
"state",2005-05-18,"Progressive Polling","Voltagea",1000,"SSP",0
"state",2005-05-19,"Proudly Paid For Polling","Voltagea",1000,"CC",139
"state",2005-05-19,"Proudly Paid For Polling","Voltagea",1000,"DGM",372
"state",2005-05-19,"Proudly Paid For Polling","Voltagea",1000,"PDAL",489
"state",2005-05-19,"Proudly Paid For Polling","Voltagea",1000,"SSP",0
"state",2005-05-21,"Progressive Polling","Cerebrica",1000,"CC",136
"state",2005-05-21,"Progressive Polling","Cerebrica",1000,"DGM",405
"state",2005-05-21,"Progressive Polling","Cerebrica",1000,"PDAL",394
"state",2005-05-21,"Progressive Polling","Cerebrica",1000,"SSP",64
"state",2005-05-21,"Proudly Paid For Polling","Neuronia",1000,"CC",43
"state",2005-05-21,"Proudly Paid For Polling","Neuronia",1000,"DGM",257
"state",2005-05-21,"Proudly Paid For Polling","Neuronia",1000,"PDAL",137
"state",2005-05-21,"Proudly Paid For Polling","Neuronia",1000,"SSP",563
"state",2005-05-22,"Metaflux University","Quantumridge",1500,"CC",317
"state",2005-05-22,"Metaflux University","Quantumridge",1500,"DGM",504
"state",2005-05-22,"Metaflux University","Quantumridge",1500,"PDAL",679
"state",2005-05-22,"Metaflux University","Quantumridge",1500,"SSP",0
"state",2005-05-22,"Metaflux University","Binaryshire",1500,"CC",1219
"state",2005-05-22,"Metaflux University","Binaryshire",1500,"DGM",48
"state",2005-05-22,"Metaflux University","Binaryshire",1500,"PDAL",233
"state",2005-05-22,"Metaflux University","Binaryshire",1500,"SSP",0
"state",2005-05-22,"Progressive Polling","Circuiton",1000,"CC",90
"state",2005-05-22,"Progressive Polling","Circuiton",1000,"DGM",437
"state",2005-05-22,"Progressive Polling","Circuiton",1000,"PDAL",473
"state",2005-05-22,"Progressive Polling","Circuiton",1000,"SSP",0
"state",2005-05-23,"Proudly Paid For Polling","Binaryshire",1000,"CC",854
"state",2005-05-23,"Proudly Paid For Polling","Binaryshire",1000,"DGM",23
"state",2005-05-23,"Proudly Paid For Polling","Binaryshire",1000,"PDAL",124
"state",2005-05-23,"Proudly Paid For Polling","Binaryshire",1000,"SSP",0
"state",2005-05-24,"Synapse Strategies","Neuronia",1000,"CC",33
"state",2005-05-24,"Synapse Strategies","Neuronia",1000,"DGM",200
"state",2005-05-24,"Synapse Strategies","Neuronia",1000,"PDAL",95
"state",2005-05-24,"Synapse Strategies","Neuronia",1000,"SSP",672
"state",2005-05-25,"Dataland Register-Gazette","Voltagea",1500,"CC",182
"state",2005-05-25,"Dataland Register-Gazette","Voltagea",1500,"DGM",603
"state",2005-05-25,"Dataland Register-Gazette","Voltagea",1500,"PDAL",714
"state",2005-05-25,"Dataland Register-Gazette","Voltagea",1500,"SSP",0
"state",2005-05-26,"Dataland Register-Gazette","Circuiton",1500,"CC",138
"state",2005-05-26,"Dataland Register-Gazette","Circuiton",1500,"DGM",662
"state",2005-05-26,"Dataland Register-Gazette","Circuiton",1500,"PDAL",700
"state",2005-05-26,"Dataland Register-Gazette","Circuiton",1500,"SSP",0
"state",2005-05-26,"Cobolite Coalition Calling","Quantumridge",2000,"CC",599
"state",2005-05-26,"Cobolite Coalition Calling","Quantumridge",2000,"DGM",413
"state",2005-05-26,"Cobolite Coalition Calling","Quantumridge",2000,"PDAL",988
"state",2005-05-26,"Cobolite Coalition Calling","Quantumridge",2000,"SSP",0
"state",2005-05-27,"Dataland Register-Gazette","Byteforge Domain",1500,"CC",559
"state",2005-05-27,"Dataland Register-Gazette","Byteforge Domain",1500,"DGM",150
"state",2005-05-27,"Dataland Register-Gazette","Byteforge Domain",1500,"PDAL",791
"state",2005-05-27,"Dataland Register-Gazette","Byteforge Domain",1500,"SSP",0
"state",2005-05-27,"Metaflux University","Infinitron Peninsula",1500,"CC",669
"state",2005-05-27,"Metaflux University","Infinitron Peninsula",1500,"DGM",437
"state",2005-05-27,"Metaflux University","Infinitron Peninsula",1500,"PDAL",394
"state",2005-05-27,"Metaflux University","Infinitron Peninsula",1500,"SSP",0
"state",2005-05-28,"Proudly Paid For Polling","Amperville",1000,"CC",37
"state",2005-05-28,"Proudly Paid For Polling","Amperville",1000,"DGM",175
"state",2005-05-28,"Proudly Paid For Polling","Amperville",1000,"PDAL",789
"state",2005-05-28,"Proudly Paid For Polling","Amperville",1000,"SSP",0
"state",2005-05-29,"Cobolite Coalition Calling","Voltagea",2000,"CC",161
"state",2005-05-29,"Cobolite Coalition Calling","Voltagea",2000,"DGM",723
"state",2005-05-29,"Cobolite Coalition Calling","Voltagea",2000,"PDAL",1116
"state",2005-05-29,"Cobolite Coalition Calling","Voltagea",2000,"SSP",0
"state",2005-05-29,"Cobolite Coalition Calling","Byteforge Domain",2000,"CC",1237
"state",2005-05-29,"Cobolite Coalition Calling","Byteforge Domain",2000,"DGM",242
"state",2005-05-29,"Cobolite Coalition Calling","Byteforge Domain",2000,"PDAL",521
"state",2005-05-29,"Cobolite Coalition Calling","Byteforge Domain",2000,"SSP",0
"state",2005-05-30,"No Province Left Behind","Amperville",500,"CC",35
"state",2005-05-30,"No Province Left Behind","Amperville",500,"DGM",118
"state",2005-05-30,"No Province Left Behind","Amperville",500,"PDAL",347
"state",2005-05-30,"No Province Left Behind","Amperville",500,"SSP",0
"state",2005-05-31,"Proudly Paid For Polling","Binaryshire",1000,"CC",891
"state",2005-05-31,"Proudly Paid For Polling","Binaryshire",1000,"DGM",18
"state",2005-05-31,"Proudly Paid For Polling","Binaryshire",1000,"PDAL",91
"state",2005-05-31,"Proudly Paid For Polling","Binaryshire",1000,"SSP",0
"national",2005-04-05,"Dataland Daily","National",200,"CC",39
"national",2005-04-05,"Dataland Daily","National",200,"DGM",57
"national",2005-04-05,"Dataland Daily","National",200,"PDAL",88
"national",2005-04-05,"Dataland Daily","National",200,"SSP",16
"national",2005-04-06,"No Province Left Behind","National",500,"CC",66
"national",2005-04-06,"No Province Left Behind","National",500,"DGM",151
"national",2005-04-06,"No Province Left Behind","National",500,"PDAL",238
"national",2005-04-06,"No Province Left Behind","National",500,"SSP",45
"national",2005-04-06,"Dataland Daily","National",200,"CC",43
"national",2005-04-06,"Dataland Daily","National",200,"DGM",61
"national",2005-04-06,"Dataland Daily","National",200,"PDAL",84
"national",2005-04-06,"Dataland Daily","National",200,"SSP",13
"national",2005-04-07,"Dataland Daily","National",200,"CC",39
"national",2005-04-07,"Dataland Daily","National",200,"DGM",63
"national",2005-04-07,"Dataland Daily","National",200,"PDAL",88
"national",2005-04-07,"Dataland Daily","National",200,"SSP",10
"national",2005-04-08,"Dataland Daily","National",200,"CC",55
"national",2005-04-08,"Dataland Daily","National",200,"DGM",62
"national",2005-04-08,"Dataland Daily","National",200,"PDAL",72
"national",2005-04-08,"Dataland Daily","National",200,"SSP",11
"national",2005-04-09,"Dataland Daily","National",200,"CC",43
"national",2005-04-09,"Dataland Daily","National",200,"DGM",48
"national",2005-04-09,"Dataland Daily","National",200,"PDAL",99
"national",2005-04-09,"Dataland Daily","National",200,"SSP",9
"national",2005-04-10,"Dataland Daily","National",200,"CC",46
"national",2005-04-10,"Dataland Daily","National",200,"DGM",80
"national",2005-04-10,"Dataland Daily","National",200,"PDAL",61
"national",2005-04-10,"Dataland Daily","National",200,"SSP",13
"national",2005-04-11,"Dataland Daily","National",200,"CC",32
"national",2005-04-11,"Dataland Daily","National",200,"DGM",69
"national",2005-04-11,"Dataland Daily","National",200,"PDAL",94
"national",2005-04-11,"Dataland Daily","National",200,"SSP",5
"national",2005-04-12,"Dataland Daily","National",200,"CC",52
"national",2005-04-12,"Dataland Daily","National",200,"DGM",54
"national",2005-04-12,"Dataland Daily","National",200,"PDAL",77
"national",2005-04-12,"Dataland Daily","National",200,"SSP",16
"national",2005-04-13,"Dataland Daily","National",200,"CC",49
"national",2005-04-13,"Dataland Daily","National",200,"DGM",77
"national",2005-04-13,"Dataland Daily","National",200,"PDAL",55
"national",2005-04-13,"Dataland Daily","National",200,"SSP",19
"national",2005-04-14,"Dataland Daily","National",200,"CC",42
"national",2005-04-14,"Dataland Daily","National",200,"DGM",76
"national",2005-04-14,"Dataland Daily","National",200,"PDAL",71
"national",2005-04-14,"Dataland Daily","National",200,"SSP",11
"national",2005-04-15,"Dataland Daily","National",200,"CC",48
"national",2005-04-15,"Dataland Daily","National",200,"DGM",44
"national",2005-04-15,"Dataland Daily","National",200,"PDAL",97
"national",2005-04-15,"Dataland Daily","National",200,"SSP",11
"national",2005-04-16,"Dataland Daily","National",200,"CC",48
"national",2005-04-16,"Dataland Daily","National",200,"DGM",56
"national",2005-04-16,"Dataland Daily","National",200,"PDAL",90
"national",2005-04-16,"Dataland Daily","National",200,"SSP",6
"national",2005-04-17,"Dataland Daily","National",200,"CC",34
"national",2005-04-17,"Dataland Daily","National",200,"DGM",72
"national",2005-04-17,"Dataland Daily","National",200,"PDAL",82
"national",2005-04-17,"Dataland Daily","National",200,"SSP",12
"national",2005-04-18,"Dataland Daily","National",200,"CC",49
"national",2005-04-18,"Dataland Daily","National",200,"DGM",64
"national",2005-04-18,"Dataland Daily","National",200,"PDAL",82
"national",2005-04-18,"Dataland Daily","National",200,"SSP",5
"national",2005-04-19,"Dataland Daily","National",200,"CC",52
"national",2005-04-19,"Dataland Daily","National",200,"DGM",62
"national",2005-04-19,"Dataland Daily","National",200,"PDAL",75
"national",2005-04-19,"Dataland Daily","National",200,"SSP",11
"national",2005-04-20,"No Province Left Behind","National",500,"CC",105
"national",2005-04-20,"No Province Left Behind","National",500,"DGM",144
"national",2005-04-20,"No Province Left Behind","National",500,"PDAL",227
"national",2005-04-20,"No Province Left Behind","National",500,"SSP",25
"national",2005-04-20,"Dataland Daily","National",200,"CC",38
"national",2005-04-20,"Dataland Daily","National",200,"DGM",62
"national",2005-04-20,"Dataland Daily","National",200,"PDAL",91
"national",2005-04-20,"Dataland Daily","National",200,"SSP",10
"national",2005-04-21,"Dataland Daily","National",200,"CC",45
"national",2005-04-21,"Dataland Daily","National",200,"DGM",58
"national",2005-04-21,"Dataland Daily","National",200,"PDAL",86
"national",2005-04-21,"Dataland Daily","National",200,"SSP",11
"national",2005-04-22,"Dataland Daily","National",200,"CC",52
"national",2005-04-22,"Dataland Daily","National",200,"DGM",58
"national",2005-04-22,"Dataland Daily","National",200,"PDAL",84
"national",2005-04-22,"Dataland Daily","National",200,"SSP",7
"national",2005-04-23,"Dataland Daily","National",200,"CC",34
"national",2005-04-23,"Dataland Daily","National",200,"DGM",67
"national",2005-04-23,"Dataland Daily","National",200,"PDAL",88
"national",2005-04-23,"Dataland Daily","National",200,"SSP",12
"national",2005-04-23,"Cobolite Coalition Calling","National",2000,"CC",713
"national",2005-04-23,"Cobolite Coalition Calling","National",2000,"DGM",456
"national",2005-04-23,"Cobolite Coalition Calling","National",2000,"PDAL",702
"national",2005-04-23,"Cobolite Coalition Calling","National",2000,"SSP",130
"national",2005-04-23,"Big Dataland Surveys","National",10000,"CC",2330
"national",2005-04-23,"Big Dataland Surveys","National",10000,"DGM",3274
"national",2005-04-23,"Big Dataland Surveys","National",10000,"PDAL",3811
"national",2005-04-23,"Big Dataland Surveys","National",10000,"SSP",585
"national",2005-04-24,"Dataland Daily","National",200,"CC",49
"national",2005-04-24,"Dataland Daily","National",200,"DGM",69
"national",2005-04-24,"Dataland Daily","National",200,"PDAL",72
"national",2005-04-24,"Dataland Daily","National",200,"SSP",11
"national",2005-04-25,"Dataland Daily","National",200,"CC",55
"national",2005-04-25,"Dataland Daily","National",200,"DGM",53
"national",2005-04-25,"Dataland Daily","National",200,"PDAL",80
"national",2005-04-25,"Dataland Daily","National",200,"SSP",12
"national",2005-04-26,"Dataland Daily","National",200,"CC",35
"national",2005-04-26,"Dataland Daily","National",200,"DGM",54
"national",2005-04-26,"Dataland Daily","National",200,"PDAL",98
"national",2005-04-26,"Dataland Daily","National",200,"SSP",13
"national",2005-04-27,"Dataland Daily","National",200,"CC",45
"national",2005-04-27,"Dataland Daily","National",200,"DGM",83
"national",2005-04-27,"Dataland Daily","National",200,"PDAL",64
"national",2005-04-27,"Dataland Daily","National",200,"SSP",8
"national",2005-04-28,"Dataland Daily","National",200,"CC",36
"national",2005-04-28,"Dataland Daily","National",200,"DGM",56
"national",2005-04-28,"Dataland Daily","National",200,"PDAL",88
"national",2005-04-28,"Dataland Daily","National",200,"SSP",19
"national",2005-04-29,"Dataland Daily","National",200,"CC",44
"national",2005-04-29,"Dataland Daily","National",200,"DGM",67
"national",2005-04-29,"Dataland Daily","National",200,"PDAL",70
"national",2005-04-29,"Dataland Daily","National",200,"SSP",19
"national",2005-04-30,"Dataland Daily","National",200,"CC",43
"national",2005-04-30,"Dataland Daily","National",200,"DGM",76
"national",2005-04-30,"Dataland Daily","National",200,"PDAL",73
"national",2005-04-30,"Dataland Daily","National",200,"SSP",8
"national",2005-05-01,"No Province Left Behind","National",500,"CC",114
"national",2005-05-01,"No Province Left Behind","National",500,"DGM",165
"national",2005-05-01,"No Province Left Behind","National",500,"PDAL",195
"national",2005-05-01,"No Province Left Behind","National",500,"SSP",26
"national",2005-05-01,"Dataland Daily","National",200,"CC",46
"national",2005-05-01,"Dataland Daily","National",200,"DGM",69
"national",2005-05-01,"Dataland Daily","National",200,"PDAL",76
"national",2005-05-01,"Dataland Daily","National",200,"SSP",9
"national",2005-05-02,"Dataland Daily","National",200,"CC",26
"national",2005-05-02,"Dataland Daily","National",200,"DGM",82
"national",2005-05-02,"Dataland Daily","National",200,"PDAL",85
"national",2005-05-02,"Dataland Daily","National",200,"SSP",7
"national",2005-05-02,"Proudly Paid For Polling","National",1000,"CC",221
"national",2005-05-02,"Proudly Paid For Polling","National",1000,"DGM",305
"national",2005-05-02,"Proudly Paid For Polling","National",1000,"PDAL",407
"national",2005-05-02,"Proudly Paid For Polling","National",1000,"SSP",68
"national",2005-05-03,"Dataland Daily","National",200,"CC",39
"national",2005-05-03,"Dataland Daily","National",200,"DGM",70
"national",2005-05-03,"Dataland Daily","National",200,"PDAL",82
"national",2005-05-03,"Dataland Daily","National",200,"SSP",8
"national",2005-05-04,"Dataland Daily","National",200,"CC",40
"national",2005-05-04,"Dataland Daily","National",200,"DGM",63
"national",2005-05-04,"Dataland Daily","National",200,"PDAL",86
"national",2005-05-04,"Dataland Daily","National",200,"SSP",11
"national",2005-05-05,"Dataland Daily","National",200,"CC",50
"national",2005-05-05,"Dataland Daily","National",200,"DGM",59
"national",2005-05-05,"Dataland Daily","National",200,"PDAL",77
"national",2005-05-05,"Dataland Daily","National",200,"SSP",14
"national",2005-05-06,"Dataland Daily","National",200,"CC",43
"national",2005-05-06,"Dataland Daily","National",200,"DGM",74
"national",2005-05-06,"Dataland Daily","National",200,"PDAL",69
"national",2005-05-06,"Dataland Daily","National",200,"SSP",14
"national",2005-05-07,"Dataland Daily","National",200,"CC",22
"national",2005-05-07,"Dataland Daily","National",200,"DGM",56
"national",2005-05-07,"Dataland Daily","National",200,"PDAL",99
"national",2005-05-07,"Dataland Daily","National",200,"SSP",22
"national",2005-05-08,"Dataland Daily","National",200,"CC",38
